objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
lxpHH7YnRa,MOOSPMPSParser,1658804700,3.05,3.05,2.81,4.6,0.4,2.97,2.97,4.84,0.4,2.97,923.1,245.92,65225.2,34.92,22.38,1.72,22.43,22.44,0.34,0.17,22.44,0.45,12.9,75.5,10.293,42,e00fce6835b6173deb1a1f49,2022-07-26 03:04:59.120000+00:00,2022-07-26T03:04:59.374Z,2022-07-26T03:04:59.374Z
wrU1ge2MXc,MOOSPMPSParser,1658804761,6.01,6.01,5.78,10.88,1.2,6.11,6.11,11.34,1.2,6.11,1270.43,359.32,88641.64,74.95,45.95,7.92,46.09,46.11,0.78,0.15,46.12,0.45,19.2,54.4,24.908,42,e00fce68f8f5a1da595c7249,2022-07-26 03:06:01.355000+00:00,2022-07-26T03:06:01.577Z,2022-07-26T03:06:01.577Z
MoTPIXHWJw,MOOSPMPSParser,1658805300,3.48,3.48,2.97,4.95,0.46,3.14,3.14,5.11,0.5,3.14,973.66,261.26,65428.41,34.71,23.61,1.53,23.67,23.67,0.18,0.14,23.68,0.47,12.8,75.5,10.399,42,e00fce6835b6173deb1a1f49,2022-07-26 03:14:59.077000+00:00,2022-07-26T03:14:59.260Z,2022-07-26T03:14:59.260Z
SCBS2CoeZV,MOOSPMPSParser,1658805361,6.47,6.47,6.03,10.33,1.02,6.38,6.38,11.34,1.2,6.38,1278.37,364.11,89049.54,67.86,48.01,6.35,48.16,48.17,1.58,0.35,48.18,0.44,18.8,51.0,26.386,42,e00fce68f8f5a1da595c7249,2022-07-26 03:16:00.958000+00:00,2022-07-26T03:16:01.212Z,2022-07-26T03:16:01.212Z
LoEPZUNROH,MOOSPMPSParser,1658805900,3.63,3.63,2.85,5.0,0.48,3.02,3.02,5.22,0.48,3.02,991.22,266.43,65635.73,37.38,22.72,1.24,22.78,22.78,0.29,0.0,22.79,0.45,12.8,75.3,11.665,42,e00fce6835b6173deb1a1f49,2022-07-26 03:24:59.076000+00:00,2022-07-26T03:24:59.281Z,2022-07-26T03:24:59.281Z
dhfu2pT4jH,MOOSPMPSParser,1658805961,5.81,5.81,6.28,10.39,0.96,6.64,6.64,11.3,1.08,6.64,1221.03,347.57,89479.36,72.15,49.97,8.01,50.12,50.14,1.51,0.16,50.15,0.46,18.6,52.0,27.084,42,e00fce68f8f5a1da595c7249,2022-07-26 03:26:00.761000+00:00,2022-07-26T03:26:00.990Z,2022-07-26T03:26:00.990Z
EQc1FhynEk,MOOSPMPSParser,1658806500,3.48,3.48,2.59,4.93,0.64,2.74,2.74,5.29,0.7,2.74,972.82,260.27,65829.89,35.59,20.64,1.83,20.69,20.7,0.56,0.26,20.7,0.45,12.7,74.5,14.615,42,e00fce6835b6173deb1a1f49,2022-07-26 03:34:59.479000+00:00,2022-07-26T03:34:59.682Z,2022-07-26T03:34:59.682Z
eCdeBNB0gW,MOOSPMPSParser,1658806620,6.15,6.15,5.91,10.68,0.98,6.25,6.25,11.68,1.18,6.25,1252.5,355.13,89934.52,72.9,46.99,9.16,47.14,47.15,1.72,0.23,47.16,0.45,18.2,52.3,27.579,42,e00fce68f8f5a1da595c7249,2022-07-26 03:36:59.821000+00:00,2022-07-26T03:37:00.046Z,2022-07-26T03:37:00.046Z
LI2fHO4owk,MOOSPMPSParser,1658807100,3.58,3.58,2.9,5.25,0.54,3.06,3.06,5.35,0.54,3.06,1005.38,268.24,66026.6,37.49,23.07,1.56,23.13,23.13,0.17,0.08,23.14,0.46,12.7,75.4,16.874,42,e00fce6835b6173deb1a1f49,2022-07-26 03:44:59.249000+00:00,2022-07-26T03:44:59.448Z,2022-07-26T03:44:59.448Z
csBQjhrAUL,MOOSPMPSParser,1658807220,6.31,6.31,6.14,10.93,1.0,6.49,6.49,11.99,1.13,6.49,1273.67,361.06,90355.48,70.74,48.84,9.6,48.99,49.0,1.81,0.24,49.01,0.46,17.7,53.3,27.688,42,e00fce68f8f5a1da595c7249,2022-07-26 03:47:00.291000+00:00,2022-07-26T03:47:00.497Z,2022-07-26T03:47:00.497Z
PbdPBm7Gkz,MOOSPMPSParser,1658807700,3.47,3.47,2.95,4.97,0.51,3.11,3.11,5.24,0.55,3.11,989.14,263.0,66227.8,35.61,23.45,1.72,23.51,23.51,0.29,0.08,23.52,0.47,12.4,77.4,15.742,42,e00fce6835b6173deb1a1f49,2022-07-26 03:54:59.077000+00:00,2022-07-26T03:54:59.250Z,2022-07-26T03:54:59.250Z
PXkTG1xSz4,MOOSPMPSParser,1658807820,6.22,6.22,5.93,11.04,0.89,6.27,6.27,12.11,0.94,6.27,1281.6,366.18,90764.82,73.03,47.19,10.07,47.33,47.35,1.81,0.31,47.36,0.44,17.6,52.9,28.202,42,e00fce68f8f5a1da595c7249,2022-07-26 03:57:00.337000+00:00,2022-07-26T03:57:00.529Z,2022-07-26T03:57:00.529Z
