objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
FIQBSe5ITk,MOOSPMPSParser,1684566120,2.64,2.64,2.82,3.68,3.68,3.07,3.14,4.45,4.45,3.17,592.32,176.51,849209.69,24.86,22.34,1.98,22.49,22.51,0.69,0.39,22.51,0.53,21.1,53.4,15.135,42,e00fce68a145996ae3d821b8,2023-05-20 07:02:02.230000+00:00,2023-05-20T07:02:02.421Z,2023-05-20T07:02:02.421Z
9Y8l2iwLTe,MOOSPMPSParser,1684566421,0.14,0.14,1.6,0.73,0.73,1.74,1.78,1.09,1.09,1.8,362.92,95.59,9199.68,13.89,12.68,1.45,12.75,12.76,0.6,0.27,12.77,0.53,21.9,49.7,28.206,42,e00fce68f8f5a1da595c7249,2023-05-20 07:07:02.405000+00:00,2023-05-20T07:07:02.581Z,2023-05-20T07:07:02.581Z
cJBzxoh4mv,MOOSPMPSParser,1684566720,3.09,3.09,2.82,4.12,4.12,2.99,2.99,4.64,4.64,3.0,653.53,191.09,849409.81,26.34,22.44,1.63,22.51,22.51,0.61,0.36,22.52,0.51,20.9,53.9,14.06,42,e00fce68a145996ae3d821b8,2023-05-20 07:12:02.006000+00:00,2023-05-20T07:12:02.251Z,2023-05-20T07:12:02.251Z
pUqJCFwX5M,MOOSPMPSParser,1684567021,0.11,0.11,1.74,0.66,0.66,1.9,1.95,0.95,0.95,1.98,335.63,90.07,9300.06,16.24,13.78,1.54,13.88,13.89,0.39,0.14,13.89,0.5,21.7,50.0,27.632,42,e00fce68f8f5a1da595c7249,2023-05-20 07:17:02.426000+00:00,2023-05-20T07:17:02.613Z,2023-05-20T07:17:02.613Z
uZf7VWluY4,MOOSPMPSParser,1684567320,2.57,2.57,2.85,3.65,3.65,3.01,3.01,4.21,4.21,3.01,588.8,175.36,849603.0,24.39,22.68,1.51,22.74,22.74,0.64,0.39,22.75,0.48,20.6,55.5,14.609,42,e00fce68a145996ae3d821b8,2023-05-20 07:22:02.229000+00:00,2023-05-20T07:22:02.449Z,2023-05-20T07:22:02.449Z
xlbXuCzfxX,MOOSPMPSParser,1684567621,0.1,0.1,1.5,0.71,0.71,1.58,1.58,1.29,1.29,1.58,358.89,93.93,9399.66,15.64,11.92,1.77,11.95,11.95,0.82,0.43,11.95,0.47,21.4,50.6,27.255,42,e00fce68f8f5a1da595c7249,2023-05-20 07:27:02.348000+00:00,2023-05-20T07:27:02.623Z,2023-05-20T07:27:02.623Z
TJZoqcgF8f,MOOSPMPSParser,1684567920,2.7,2.7,2.59,3.83,3.83,2.74,2.74,4.39,4.39,2.74,606.76,177.32,849805.62,26.11,20.61,1.78,20.66,20.67,0.56,0.38,20.68,0.5,20.8,54.7,15.656,42,e00fce68a145996ae3d821b8,2023-05-20 07:32:02.086000+00:00,2023-05-20T07:32:02.304Z,2023-05-20T07:32:02.304Z
4FVpvrSwpi,MOOSPMPSParser,1684568221,0.12,0.12,1.44,0.52,0.52,1.58,1.63,0.78,0.78,1.65,336.33,90.07,9494.53,12.27,11.39,1.51,11.47,11.48,0.36,0.22,11.49,0.5,21.1,51.1,27.26,42,e00fce68f8f5a1da595c7249,2023-05-20 07:37:02.315000+00:00,2023-05-20T07:37:02.482Z,2023-05-20T07:37:02.482Z
NW5HD7fWaK,MOOSPMPSParser,1684568520,2.73,2.73,2.75,3.49,3.49,2.91,2.91,3.95,3.95,2.91,593.95,174.57,850003.06,22.55,21.92,0.82,21.97,21.98,0.47,0.29,21.98,0.5,20.8,53.7,16.436,42,e00fce68a145996ae3d821b8,2023-05-20 07:42:02.265000+00:00,2023-05-20T07:42:02.556Z,2023-05-20T07:42:02.556Z
fZk9BYuIgz,MOOSPMPSParser,1684568821,0.12,0.12,1.38,0.88,0.88,1.5,1.54,1.22,1.22,1.56,360.94,96.03,9591.51,15.5,10.9,2.15,10.97,10.98,0.59,0.19,10.98,0.52,20.8,51.9,26.525,42,e00fce68f8f5a1da595c7249,2023-05-20 07:47:02.325000+00:00,2023-05-20T07:47:02.480Z,2023-05-20T07:47:02.480Z
1VG8RgAxHz,MOOSPMPSParser,1684569120,2.7,2.7,2.71,3.74,3.74,2.88,2.9,4.32,4.32,2.91,615.21,179.85,850197.0,24.42,21.53,1.76,21.61,21.62,0.62,0.26,21.62,0.51,20.6,54.5,15.505,42,e00fce68a145996ae3d821b8,2023-05-20 07:52:02.005000+00:00,2023-05-20T07:52:02.675Z,2023-05-20T07:52:02.675Z
ItAq3L8vAC,MOOSPMPSParser,1684569421,0.46,0.46,1.27,1.12,1.12,1.39,1.42,1.94,1.94,1.44,423.06,113.9,9688.05,19.45,10.07,2.18,10.14,10.15,1.05,0.7,10.15,0.52,20.5,52.8,26.238,42,e00fce68f8f5a1da595c7249,2023-05-20 07:57:02.485000+00:00,2023-05-20T07:57:02.685Z,2023-05-20T07:57:02.685Z
