objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
aYUVOnMkGo,MOOSPMPSParser,1659999841,0.7,0.7,1.01,1.37,0.21,1.07,1.07,1.56,0.27,1.07,312.85,85.18,494293.12,12.25,8.04,1.48,8.06,8.07,0.27,0.18,8.07,0.43,28.2,25.1,46.433,42,e00fce68f8f5a1da595c7249,2022-08-08 23:04:03.165000+00:00,2022-08-08T23:04:03.399Z,2022-08-08T23:04:03.399Z
Lc8JW3HpuI,MOOSPMPSParser,1660000021,1.66,1.66,1.58,1.95,0.21,1.67,1.67,2.22,0.25,1.67,474.85,134.4,336393.53,10.18,12.59,0.64,12.62,12.62,0.34,0.18,12.63,0.42,24.2,28.9,36.079,42,e00fce68a145996ae3d821b8,2022-08-08 23:06:59.172000+00:00,2022-08-08T23:06:59.395Z,2022-08-08T23:06:59.395Z
cqCnL4FJm8,MOOSPMPSParser,1660000141,0.26,0.26,0.89,0.65,0.12,0.94,0.94,0.7,0.12,0.94,411.43,107.16,399476.69,10.1,7.06,0.54,7.08,7.08,0.17,0.04,7.08,0.43,22.8,26.5,29.432,42,e00fce6835b6173deb1a1f49,2022-08-08 23:08:57.715000+00:00,2022-08-08T23:08:57.918Z,2022-08-08T23:08:57.918Z
uQca8CR7Hy,MOOSPMPSParser,1660000441,0.77,0.77,0.94,1.37,0.15,0.99,0.99,1.57,0.2,0.99,326.64,90.53,494361.66,13.75,7.44,1.26,7.46,7.47,0.31,0.14,7.47,0.43,29.7,21.8,45.0,42,e00fce68f8f5a1da595c7249,2022-08-08 23:14:03.660000+00:00,2022-08-08T23:14:03.903Z,2022-08-08T23:14:03.903Z
DPz1NaSJsJ,MOOSPMPSParser,1660000621,1.88,1.88,1.3,2.38,0.21,1.38,1.38,2.65,0.23,1.38,508.19,146.57,336485.88,11.26,10.39,0.71,10.41,10.41,0.39,0.17,10.42,0.44,23.7,29.8,35.684,42,e00fce68a145996ae3d821b8,2022-08-08 23:16:59.252000+00:00,2022-08-08T23:16:59.445Z,2022-08-08T23:16:59.445Z
I9z6oURxST,MOOSPMPSParser,1660000741,0.17,0.17,0.96,0.45,0.03,1.01,1.01,0.51,0.03,1.01,374.12,97.62,399537.09,9.89,7.61,0.52,7.63,7.63,0.04,0.0,7.63,0.43,24.0,24.0,29.351,42,e00fce6835b6173deb1a1f49,2022-08-08 23:18:57.715000+00:00,2022-08-08T23:18:57.950Z,2022-08-08T23:18:57.950Z
v7Kngby9mQ,MOOSPMPSParser,1660001041,0.62,0.62,1.05,1.21,0.12,1.11,1.11,1.44,0.12,1.11,294.81,79.68,494426.03,12.35,8.37,1.38,8.4,8.4,0.43,0.09,8.4,0.4,31.0,21.5,45.106,42,e00fce68f8f5a1da595c7249,2022-08-08 23:24:03.347000+00:00,2022-08-08T23:24:03.559Z,2022-08-08T23:24:03.559Z
UreE0jdkxK,MOOSPMPSParser,1660001221,1.82,1.82,1.22,2.15,0.22,1.28,1.28,2.36,0.25,1.28,495.14,141.95,336573.53,10.3,9.67,0.57,9.7,9.7,0.21,0.08,9.7,0.44,23.4,30.6,35.072,42,e00fce68a145996ae3d821b8,2022-08-08 23:26:59.164000+00:00,2022-08-08T23:26:59.367Z,2022-08-08T23:26:59.367Z
8gieWkXCAS,MOOSPMPSParser,1660001341,0.02,0.02,0.78,0.1,0.0,0.83,0.83,0.1,0.0,0.83,294.8,74.25,399592.53,8.37,6.24,0.09,6.25,6.25,0.0,0.0,6.26,0.44,25.0,22.2,29.184,42,e00fce6835b6173deb1a1f49,2022-08-08 23:28:57.730000+00:00,2022-08-08T23:28:57.916Z,2022-08-08T23:28:57.916Z
M3GHNMDzyl,MOOSPMPSParser,1660001641,0.78,0.78,1.09,1.39,0.11,1.15,1.15,1.43,0.11,1.15,309.83,83.44,494492.66,11.76,8.65,0.73,8.67,8.68,0.08,0.0,8.68,0.43,28.7,23.8,46.322,42,e00fce68f8f5a1da595c7249,2022-08-08 23:34:03.226000+00:00,2022-08-08T23:34:03.460Z,2022-08-08T23:34:03.460Z
