objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
6FX8E8f94u,MOOSPMPSParser,1657886701,2.27,2.27,1.56,2.75,0.29,1.65,1.65,2.85,0.32,1.65,570.65,161.97,7355.58,12.01,12.41,0.29,12.45,12.45,0.06,0.06,12.45,0.46,21.9,54.4,21.651,42,e00fce6856818e5885f65487,2022-07-15 12:05:02.142000+00:00,2022-07-15T12:05:02.366Z,2022-07-15T12:05:02.366Z
NL1s1npo6r,MOOSPMPSParser,1657886820,1.5,1.5,1.45,2.6,0.27,1.53,1.53,2.81,0.27,1.53,455.38,127.59,9854.35,19.88,11.5,2.13,11.53,11.54,0.35,0.09,11.54,0.42,21.7,55.3,31.184,42,e00fce68f8f5a1da595c7249,2022-07-15 12:07:01.477000+00:00,2022-07-15T12:07:01.676Z,2022-07-15T12:07:01.676Z
vL3GI1XMVX,MOOSPMPSParser,1657886880,1.19,1.19,1.45,1.78,0.18,1.53,1.53,1.93,0.19,1.53,575.67,151.66,10574.03,14.94,11.51,0.66,11.54,11.54,0.14,0.14,11.54,0.45,21.8,55.8,19.537,42,e00fce6835b6173deb1a1f49,2022-07-15 12:08:01.086000+00:00,2022-07-15T12:08:01.342Z,2022-07-15T12:08:01.342Z
QSIRnlAx5u,MOOSPMPSParser,1657887301,2.2,2.2,1.82,2.72,0.25,1.92,1.92,2.8,0.25,1.92,558.28,160.58,7457.6,11.35,14.48,0.3,14.52,14.52,0.1,0.1,14.52,0.44,22.2,53.5,22.444,42,e00fce6856818e5885f65487,2022-07-15 12:15:02.143000+00:00,2022-07-15T12:15:02.400Z,2022-07-15T12:15:02.400Z
Pk9KJeUDWa,MOOSPMPSParser,1657887420,1.51,1.51,1.22,2.4,0.19,1.29,1.29,2.72,0.24,1.29,451.48,124.15,9945.79,18.87,9.71,1.4,9.74,9.75,0.53,0.18,9.75,0.4,22.1,54.6,31.297,42,e00fce68f8f5a1da595c7249,2022-07-15 12:17:01.502000+00:00,2022-07-15T12:17:01.701Z,2022-07-15T12:17:01.701Z
tiRoms25yh,MOOSPMPSParser,1657887480,0.97,0.97,1.25,1.56,0.21,1.32,1.32,1.71,0.24,1.32,540.35,142.28,10671.41,15.36,9.95,0.69,9.97,9.97,0.22,0.13,9.98,0.45,22.1,54.9,19.799,42,e00fce6835b6173deb1a1f49,2022-07-15 12:18:01.072000+00:00,2022-07-15T12:18:01.286Z,2022-07-15T12:18:01.286Z
yCvZ2ovxVj,MOOSPMPSParser,1657887901,2.28,2.28,1.38,2.76,0.22,1.46,1.46,2.97,0.22,1.46,571.61,161.96,7561.18,11.55,10.99,0.6,11.02,11.02,0.21,0.17,11.02,0.44,22.3,54.1,20.144,42,e00fce6856818e5885f65487,2022-07-15 12:25:02.230000+00:00,2022-07-15T12:25:02.461Z,2022-07-15T12:25:02.461Z
AbuHYP04vf,MOOSPMPSParser,1657888020,1.8,1.8,1.57,2.63,0.31,1.66,1.66,2.9,0.33,1.66,482.28,133.23,10032.07,20.64,12.49,0.84,12.53,12.53,0.43,0.0,12.54,0.4,22.1,55.8,27.985,42,e00fce68f8f5a1da595c7249,2022-07-15 12:27:01.477000+00:00,2022-07-15T12:27:01.693Z,2022-07-15T12:27:01.693Z
n8zvXz9C3m,MOOSPMPSParser,1657888080,0.97,0.97,1.6,1.59,0.15,1.69,1.69,1.73,0.19,1.69,576.29,146.53,10770.77,15.92,12.73,0.56,12.76,12.77,0.13,0.13,12.77,0.43,22.1,55.6,17.16,42,e00fce6835b6173deb1a1f49,2022-07-15 12:28:01.068000+00:00,2022-07-15T12:28:01.298Z,2022-07-15T12:28:01.298Z
r4Zc3LVuie,MOOSPMPSParser,1657888501,2.47,2.47,1.7,2.9,0.26,1.8,1.8,3.07,0.27,1.8,607.48,171.49,7672.47,11.71,13.52,0.38,13.55,13.55,0.17,0.13,13.56,0.46,22.3,54.9,19.104,42,e00fce6856818e5885f65487,2022-07-15 12:35:02.132000+00:00,2022-07-15T12:35:02.366Z,2022-07-15T12:35:02.366Z
