objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
F6lbHUxIxh,MOOSPMPSParser,1658109781,3.09,3.09,1.71,4.19,0.45,1.81,1.81,4.37,0.46,1.81,939.01,245.45,68092.55,26.01,13.6,1.43,13.63,13.63,0.14,0.04,13.64,0.41,31.8,32.6,34.2,42,e00fce6835b6173deb1a1f49,2022-07-18 02:03:02.748000+00:00,2022-07-18T02:03:02.933Z,2022-07-18T02:03:02.933Z
YXY6aFXFxO,MOOSPMPSParser,1658110381,3.21,3.21,2.23,4.13,0.41,2.36,2.36,4.34,0.44,2.36,964.19,249.84,68240.08,25.46,17.75,1.07,17.79,17.8,0.34,0.12,17.8,0.41,31.0,33.9,33.477,42,e00fce6835b6173deb1a1f49,2022-07-18 02:13:02.748000+00:00,2022-07-18T02:13:03.078Z,2022-07-18T02:13:03.078Z
9lAwe5PB1Y,MOOSPMPSParser,1658110981,3.21,3.21,2.02,4.3,0.35,2.14,2.14,4.61,0.35,2.14,981.01,254.32,68380.76,26.42,16.08,1.54,16.12,16.13,0.37,0.23,16.13,0.41,30.2,36.9,32.371,42,e00fce6835b6173deb1a1f49,2022-07-18 02:23:02.748000+00:00,2022-07-18T02:23:02.972Z,2022-07-18T02:23:02.972Z
lBfrhb8R5i,MOOSPMPSParser,1658111580,4.67,4.67,2.48,5.38,0.53,2.62,2.62,5.58,0.53,2.62,989.17,281.62,3857.84,18.65,19.73,0.53,19.78,19.78,0.21,0.16,19.79,0.42,29.5,37.7,39.393,42,e00fce6856818e5885f65487,2022-07-18 02:33:02.287000+00:00,2022-07-18T02:33:02.499Z,2022-07-18T02:33:02.499Z
pRqFujVtwm,MOOSPMPSParser,1658111581,3.56,3.56,2.15,4.62,0.46,2.28,2.28,5.15,0.47,2.28,1009.15,261.48,68525.09,32.45,17.14,1.55,17.18,17.19,0.71,0.44,17.19,0.43,29.6,38.1,31.959,42,e00fce6835b6173deb1a1f49,2022-07-18 02:33:02.764000+00:00,2022-07-18T02:33:03.027Z,2022-07-18T02:33:03.027Z
qUfPNOi9bD,MOOSPMPSParser,1658112180,4.69,4.69,2.31,5.41,0.48,2.44,2.44,5.74,0.51,2.44,986.67,285.28,4026.9,20.35,18.38,1.02,18.43,18.43,0.39,0.09,18.44,0.42,29.0,38.2,38.323,42,e00fce6856818e5885f65487,2022-07-18 02:43:02.196000+00:00,2022-07-18T02:43:02.381Z,2022-07-18T02:43:02.381Z
2nZ1AXtA2r,MOOSPMPSParser,1658112181,3.51,3.51,1.85,4.62,0.56,1.96,1.96,4.92,0.56,1.96,993.51,264.07,68674.04,30.19,14.76,1.17,14.8,14.8,0.47,0.31,14.8,0.42,29.0,38.8,31.401,42,e00fce6835b6173deb1a1f49,2022-07-18 02:43:02.748000+00:00,2022-07-18T02:43:02.972Z,2022-07-18T02:43:02.972Z
RQYLym5M5x,MOOSPMPSParser,1658112181,3.58,3.58,2.18,4.93,0.47,2.31,2.31,5.31,0.47,2.31,789.07,218.64,2740.45,27.09,17.35,2.01,17.41,17.41,0.63,0.08,17.42,0.42,28.8,39.4,51.357,42,e00fce68f8f5a1da595c7249,2022-07-18 02:43:03.261000+00:00,2022-07-18T02:43:03.548Z,2022-07-18T02:43:03.548Z
2f0Gn3vGQx,MOOSPMPSParser,1658112780,4.68,4.68,2.33,5.5,0.56,2.47,2.47,5.72,0.59,2.47,1002.79,286.93,4191.1,20.55,18.58,0.71,18.63,18.63,0.24,0.24,18.64,0.42,28.8,38.9,38.173,42,e00fce6856818e5885f65487,2022-07-18 02:53:02.221000+00:00,2022-07-18T02:53:02.400Z,2022-07-18T02:53:02.400Z
N8WwXJBLeA,MOOSPMPSParser,1658112781,3.42,3.42,2.26,4.41,0.47,2.39,2.39,4.74,0.51,2.39,996.74,257.73,68821.77,27.74,18.02,1.17,18.07,18.07,0.42,0.34,18.08,0.4,28.9,39.4,31.443,42,e00fce6835b6173deb1a1f49,2022-07-18 02:53:02.748000+00:00,2022-07-18T02:53:02.924Z,2022-07-18T02:53:02.924Z
lxesmOA3gO,MOOSPMPSParser,1658112781,3.47,3.47,2.16,5.04,0.45,2.29,2.29,5.5,0.5,2.29,797.43,221.59,2882.45,31.67,17.2,2.17,17.25,17.26,0.7,0.19,17.26,0.41,28.5,40.9,50.691,42,e00fce68f8f5a1da595c7249,2022-07-18 02:53:03.174000+00:00,2022-07-18T02:53:03.417Z,2022-07-18T02:53:03.417Z
