objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
pkLGaYIdna,MOOSPMPSParser,1685228401,2.77,2.77,7.08,4.41,4.41,7.49,7.49,4.83,4.83,7.49,928.44,243.38,5741.31,33.03,56.36,2.55,56.5,56.51,0.67,0.26,56.53,0.48,30.4,32.4,52.845,42,e00fce68f8f5a1da595c7249,2023-05-27 23:00:02.894000+00:00,2023-05-27T23:00:03.157Z,2023-05-27T23:00:03.157Z
8x99uz9NVI,MOOSPMPSParser,1685228640,2.56,2.56,2.11,3.31,3.31,2.23,2.23,3.79,3.79,2.23,660.47,188.07,1121960.5,17.99,16.78,1.32,16.83,16.83,0.54,0.23,16.83,0.5,29.4,31.6,47.263,42,e00fce68a145996ae3d821b8,2023-05-27 23:03:56.901000+00:00,2023-05-27T23:03:57.101Z,2023-05-27T23:03:57.101Z
R2DH4SA6it,MOOSPMPSParser,1685229001,3.74,3.74,2.87,5.93,5.93,3.03,3.03,6.44,6.44,3.03,1110.45,291.81,6013.75,44.49,22.81,3.24,22.87,22.88,0.82,0.31,22.88,0.48,30.8,30.7,51.344,42,e00fce68f8f5a1da595c7249,2023-05-27 23:10:02.972000+00:00,2023-05-27T23:10:03.142Z,2023-05-27T23:10:03.142Z
zHwe6Idt3M,MOOSPMPSParser,1685229240,2.66,2.66,2.34,3.53,3.53,2.47,2.47,3.93,3.93,2.47,674.84,193.54,1122122.25,18.95,18.6,1.1,18.64,18.65,0.4,0.36,18.65,0.49,29.9,30.6,45.866,42,e00fce68a145996ae3d821b8,2023-05-27 23:13:57.045000+00:00,2023-05-27T23:13:57.283Z,2023-05-27T23:13:57.283Z
yUi9B0R7Ha,MOOSPMPSParser,1685229601,2.09,2.09,2.17,3.32,3.32,2.3,2.3,3.77,3.77,2.3,813.98,208.65,6189.24,27.92,17.31,2.09,17.35,17.36,0.62,0.35,17.36,0.48,30.8,31.5,55.408,42,e00fce68f8f5a1da595c7249,2023-05-27 23:20:02.904000+00:00,2023-05-27T23:20:03.130Z,2023-05-27T23:20:03.130Z
kyx3WyJk9l,MOOSPMPSParser,1685229840,3.24,3.24,2.6,4.12,4.12,2.75,2.75,4.65,4.65,2.75,750.24,213.95,1122303.75,21.44,20.72,1.34,20.78,20.78,0.59,0.38,20.79,0.49,29.7,31.9,46.131,42,e00fce68a145996ae3d821b8,2023-05-27 23:23:57.050000+00:00,2023-05-27T23:23:57.221Z,2023-05-27T23:23:57.221Z
gYoc91PB7b,MOOSPMPSParser,1685230201,2.72,2.72,2.2,3.97,3.97,2.33,2.33,4.66,4.66,2.33,896.97,235.03,6363.4,29.04,17.54,2.18,17.58,17.59,1.01,0.43,17.59,0.48,31.1,32.5,55.653,42,e00fce68f8f5a1da595c7249,2023-05-27 23:30:02.795000+00:00,2023-05-27T23:30:03.049Z,2023-05-27T23:30:03.049Z
GWajXJCe7r,MOOSPMPSParser,1685230440,3.03,3.03,2.32,3.72,3.72,2.46,2.46,4.07,4.07,2.46,713.41,201.49,1122466.38,18.08,18.49,1.05,18.54,18.54,0.48,0.22,18.55,0.49,29.8,31.4,47.067,42,e00fce68a145996ae3d821b8,2023-05-27 23:33:56.958000+00:00,2023-05-27T23:33:57.169Z,2023-05-27T23:33:57.169Z
ChTAtvSBK5,MOOSPMPSParser,1685230801,2.5,2.5,1.98,4.13,4.13,2.16,2.22,4.69,4.69,2.25,873.46,228.01,6525.25,31.97,15.64,2.83,15.75,15.77,0.77,0.41,15.77,0.5,30.6,34.5,55.072,42,e00fce68f8f5a1da595c7249,2023-05-27 23:40:02.646000+00:00,2023-05-27T23:40:02.887Z,2023-05-27T23:40:02.887Z
PsD0Z9pzUm,MOOSPMPSParser,1685231040,3.0,3.0,2.23,3.8,3.8,2.39,2.43,4.45,4.45,2.44,733.76,210.08,1122635.5,20.29,17.7,1.49,17.78,17.79,0.59,0.29,17.79,0.51,29.5,30.4,47.404,42,e00fce68a145996ae3d821b8,2023-05-27 23:43:56.982000+00:00,2023-05-27T23:43:57.175Z,2023-05-27T23:43:57.175Z
0MHBUPdTpd,MOOSPMPSParser,1685231401,2.6,2.6,2.63,4.01,4.01,2.91,3.01,4.83,4.83,3.07,865.97,228.57,6704.96,31.47,20.82,2.97,21.0,21.03,0.99,0.77,21.03,0.53,31.0,32.1,54.864,42,e00fce68f8f5a1da595c7249,2023-05-27 23:50:02.881000+00:00,2023-05-27T23:50:03.070Z,2023-05-27T23:50:03.070Z
UMpfXtSMnn,MOOSPMPSParser,1685231640,3.02,3.02,2.43,3.93,3.93,2.57,2.57,4.34,4.34,2.57,725.75,206.76,1122800.5,20.07,19.32,1.12,19.37,19.37,0.42,0.22,19.38,0.48,30.0,29.8,48.43,42,e00fce68a145996ae3d821b8,2023-05-27 23:53:56.969000+00:00,2023-05-27T23:53:57.174Z,2023-05-27T23:53:57.174Z
