objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
TGNKu3nltY,MOOSPMPSParser,1661331840,2.99,2.99,2.09,4.66,0.54,2.21,2.21,5.17,0.65,2.21,685.83,196.23,8790.42,32.99,16.67,2.79,16.72,16.72,0.72,0.34,16.73,0.42,17.2,57.2,33.418,42,e00fce68f8f5a1da595c7249,2022-08-24 09:04:01.814000+00:00,2022-08-24T09:04:02.002Z,2022-08-24T09:04:02.002Z
fHJV7J9Qk9,MOOSPMPSParser,1661331840,3.52,3.52,2.49,4.36,0.4,2.63,2.63,4.74,0.42,2.63,763.12,220.47,9617.97,20.79,19.79,1.05,19.84,19.84,0.43,0.25,19.85,0.47,17.4,56.1,26.172,42,e00fce68a145996ae3d821b8,2022-08-24 09:04:01.801000+00:00,2022-08-24T09:04:02.028Z,2022-08-24T09:04:02.028Z
2YICZrekIg,MOOSPMPSParser,1661331841,2.41,2.41,2.58,3.6,0.44,2.73,2.73,4.02,0.48,2.73,815.56,218.73,9138.05,31.96,20.53,1.56,20.58,20.59,0.55,0.22,20.59,0.45,17.3,56.8,26.568,42,e00fce6835b6173deb1a1f49,2022-08-24 09:04:02.370000+00:00,2022-08-24T09:04:02.573Z,2022-08-24T09:04:02.573Z
uSFw34fjhu,MOOSPMPSParser,1661332140,3.56,3.56,2.39,4.96,0.47,2.52,2.52,5.1,0.51,2.52,792.63,229.05,4441.5,24.78,19.0,1.42,19.05,19.05,0.15,0.07,19.06,0.45,18.0,52.4,44.046,43,e00fce6856818e5885f65487,2022-08-24 09:09:02.302000+00:00,2022-08-24T09:09:02.514Z,2022-08-24T09:09:02.514Z
0xKanNmXlz,MOOSPMPSParser,1661332440,2.94,2.94,2.51,4.73,0.4,2.65,2.65,5.04,0.42,2.65,691.29,195.2,8951.54,30.34,19.95,3.45,20.01,20.02,0.55,0.04,20.03,0.43,17.3,57.0,34.765,42,e00fce68f8f5a1da595c7249,2022-08-24 09:14:01.914000+00:00,2022-08-24T09:14:02.110Z,2022-08-24T09:14:02.110Z
HK2jPDzggx,MOOSPMPSParser,1661332441,2.33,2.33,2.65,3.67,0.38,2.8,2.8,3.79,0.38,2.8,790.39,208.81,9305.43,28.66,21.11,1.39,21.17,21.17,0.18,0.0,21.18,0.45,17.6,55.3,26.869,42,e00fce6835b6173deb1a1f49,2022-08-24 09:14:02.348000+00:00,2022-08-24T09:14:02.536Z,2022-08-24T09:14:02.536Z
MjdbPpSbwn,MOOSPMPSParser,1661332440,3.39,3.39,2.6,4.18,0.44,2.75,2.75,4.46,0.48,2.75,737.84,215.09,9796.65,20.81,20.68,0.8,20.73,20.74,0.22,0.13,20.74,0.44,17.6,54.7,26.941,42,e00fce68a145996ae3d821b8,2022-08-24 09:14:02.376000+00:00,2022-08-24T09:14:02.571Z,2022-08-24T09:14:02.571Z
P0Q7Kvy98l,MOOSPMPSParser,1661332740,3.27,3.27,2.18,4.72,0.46,2.31,2.31,4.98,0.51,2.31,752.22,217.99,4613.51,25.58,17.36,2.47,17.4,17.4,0.27,0.1,17.41,0.42,18.1,52.5,44.296,43,e00fce6856818e5885f65487,2022-08-24 09:19:02.288000+00:00,2022-08-24T09:19:02.462Z,2022-08-24T09:19:02.462Z
mZRvJpax7g,MOOSPMPSParser,1661333040,3.26,3.26,2.52,4.02,0.36,2.67,2.67,4.39,0.45,2.67,708.62,205.3,9972.38,19.18,20.07,0.97,20.12,20.13,0.48,0.3,20.13,0.46,18.0,54.6,27.938,42,e00fce68a145996ae3d821b8,2022-08-24 09:24:01.849000+00:00,2022-08-24T09:24:02.080Z,2022-08-24T09:24:02.080Z
KKU5dSQdVR,MOOSPMPSParser,1661333040,2.59,2.59,2.44,4.91,0.49,2.59,2.59,5.14,0.53,2.59,665.63,187.29,9110.54,36.57,19.45,3.72,19.51,19.52,0.32,0.08,19.52,0.45,17.8,56.1,36.253,42,e00fce68f8f5a1da595c7249,2022-08-24 09:24:01.856000+00:00,2022-08-24T09:24:02.090Z,2022-08-24T09:24:02.090Z
Kws12lCzmB,MOOSPMPSParser,1661333041,2.21,2.21,2.32,3.27,0.37,2.45,2.45,3.53,0.44,2.45,760.25,200.59,9471.48,24.4,18.43,1.36,18.48,18.48,0.36,0.19,18.49,0.46,18.0,55.5,27.778,42,e00fce6835b6173deb1a1f49,2022-08-24 09:24:02.348000+00:00,2022-08-24T09:24:02.543Z,2022-08-24T09:24:02.543Z
4K8s4wTj6j,MOOSPMPSParser,1661333340,2.96,2.96,2.52,4.24,0.39,2.66,2.66,4.44,0.39,2.66,721.48,210.92,4778.53,23.82,20.04,1.69,20.09,20.1,0.26,0.18,20.1,0.44,18.3,54.0,45.109,43,e00fce6856818e5885f65487,2022-08-24 09:29:02.298000+00:00,2022-08-24T09:29:02.555Z,2022-08-24T09:29:02.555Z
CVw9IfBjjx,MOOSPMPSParser,1661333640,3.43,3.43,2.25,4.21,0.49,2.37,2.37,4.56,0.5,2.37,726.44,213.75,10146.57,18.99,17.87,0.81,17.92,17.92,0.35,0.22,17.93,0.43,17.9,55.6,27.082,42,e00fce68a145996ae3d821b8,2022-08-24 09:34:01.940000+00:00,2022-08-24T09:34:02.144Z,2022-08-24T09:34:02.144Z
QyDY80Yztn,MOOSPMPSParser,1661333641,2.21,2.21,2.13,3.17,0.31,2.25,2.25,3.36,0.32,2.25,776.37,205.38,9637.4,25.05,16.96,1.35,17.01,17.01,0.2,0.07,17.02,0.44,18.0,56.0,26.969,42,e00fce6835b6173deb1a1f49,2022-08-24 09:34:02.363000+00:00,2022-08-24T09:34:02.541Z,2022-08-24T09:34:02.541Z
4jOMaZDknN,MOOSPMPSParser,1661333640,3.09,3.09,2.43,5.08,0.5,2.57,2.57,5.82,0.5,2.57,706.8,196.51,9266.88,36.44,19.36,3.5,19.42,19.43,1.11,0.34,19.43,0.43,17.7,57.2,34.921,42,e00fce68f8f5a1da595c7249,2022-08-24 09:34:02.985000+00:00,2022-08-24T09:34:03.196Z,2022-08-24T09:34:03.196Z
tFgDbD4Lck,MOOSPMPSParser,1661333940,3.37,3.37,2.2,4.86,0.53,2.33,2.33,4.98,0.58,2.33,777.02,222.09,4944.58,24.37,17.52,2.17,17.56,17.56,0.14,0.14,17.57,0.45,17.9,55.3,39.87,43,e00fce6856818e5885f65487,2022-08-24 09:39:02.201000+00:00,2022-08-24T09:39:02.387Z,2022-08-24T09:39:02.387Z
TvdfUdcvaX,MOOSPMPSParser,1661334240,3.67,3.67,2.39,4.45,0.41,2.52,2.52,4.73,0.48,2.52,771.93,224.74,10325.01,19.82,19.0,0.92,19.05,19.06,0.29,0.17,19.06,0.45,16.9,59.8,21.057,42,e00fce68a145996ae3d821b8,2022-08-24 09:44:01.814000+00:00,2022-08-24T09:44:02.051Z,2022-08-24T09:44:02.051Z
AikgLo3lnh,MOOSPMPSParser,1661334240,3.25,3.25,2.19,5.46,0.58,2.31,2.31,5.95,0.61,2.31,724.93,205.11,9431.77,39.05,17.42,3.98,17.47,17.48,0.79,0.17,17.48,0.43,16.5,61.8,27.203,42,e00fce68f8f5a1da595c7249,2022-08-24 09:44:01.828000+00:00,2022-08-24T09:44:02.055Z,2022-08-24T09:44:02.055Z
pVWWnCEW93,MOOSPMPSParser,1661334241,2.66,2.66,2.61,3.82,0.39,2.76,2.76,4.28,0.48,2.76,824.05,220.82,9809.16,28.74,20.74,1.48,20.8,20.8,0.54,0.24,20.81,0.46,16.9,60.5,22.075,42,e00fce6835b6173deb1a1f49,2022-08-24 09:44:02.348000+00:00,2022-08-24T09:44:02.570Z,2022-08-24T09:44:02.570Z
H91vqlqAMc,MOOSPMPSParser,1661334540,3.39,3.39,2.5,4.61,0.51,2.64,2.64,5.07,0.51,2.64,770.24,222.95,5121.04,24.84,19.87,2.18,19.92,19.92,0.62,0.2,19.93,0.42,18.0,56.0,40.479,43,e00fce6856818e5885f65487,2022-08-24 09:49:02.228000+00:00,2022-08-24T09:49:02.439Z,2022-08-24T09:49:02.439Z
7YuHAEEjZ5,MOOSPMPSParser,1661334840,3.44,3.44,2.45,4.19,0.41,2.6,2.6,4.62,0.44,2.6,729.01,211.23,10506.42,21.42,19.54,0.89,19.59,19.59,0.43,0.22,19.6,0.45,17.9,57.7,27.012,42,e00fce68a145996ae3d821b8,2022-08-24 09:54:02.311000+00:00,2022-08-24T09:54:02.499Z,2022-08-24T09:54:02.499Z
0quXdPMUVT,MOOSPMPSParser,1661334841,2.23,2.23,2.4,3.46,0.34,2.54,2.54,3.56,0.34,2.54,763.91,206.04,9981.73,27.79,19.12,1.07,19.16,19.17,0.15,0.02,19.17,0.44,17.8,59.0,26.794,42,e00fce6835b6173deb1a1f49,2022-08-24 09:54:02.348000+00:00,2022-08-24T09:54:02.513Z,2022-08-24T09:54:02.513Z
CLZ3ftGMIX,MOOSPMPSParser,1661334840,2.82,2.82,2.45,4.76,0.48,2.59,2.59,5.32,0.53,2.59,679.64,192.49,9601.24,33.31,19.49,3.37,19.55,19.56,0.85,0.26,19.56,0.44,17.5,59.9,34.409,42,e00fce68f8f5a1da595c7249,2022-08-24 09:54:02.319000+00:00,2022-08-24T09:54:02.519Z,2022-08-24T09:54:02.519Z
MTetiSOZxq,MOOSPMPSParser,1661335140,3.17,3.17,2.59,4.59,0.48,2.74,2.74,4.9,0.54,2.74,790.34,224.59,5292.74,26.8,20.63,2.11,20.69,20.69,0.42,0.0,20.7,0.45,18.2,55.8,43.708,43,e00fce6856818e5885f65487,2022-08-24 09:59:02.360000+00:00,2022-08-24T09:59:02.538Z,2022-08-24T09:59:02.538Z
