objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
IuoLDNZtU2,MOOSPMPSParser,1665385680,16.55,16.55,10.42,26.81,2.93,11.02,11.02,29.19,3.18,11.02,3016.92,855.24,899878.81,157.57,82.92,20.57,83.18,83.2,3.75,0.68,83.22,0.44,24.2,51.5,13.347,42,e00fce68f8f5a1da595c7249,2022-10-10 07:08:02.082000+00:00,2022-10-10T07:08:02.294Z,2022-10-10T07:08:02.294Z
GVkQUtrVTV,MOOSPMPSParser,1665385681,18.39,18.38,0.0,26.03,2.62,0.0,0.0,27.08,2.67,0.0,3777.79,1009.76,0.0,168.59,0.0,8.66,0.0,0.0,1.39,0.5,0.0,0.0,0.0,0.0,10.617,42,e00fce6835b6173deb1a1f49,2022-10-10 07:08:02.242000+00:00,2022-10-10T07:08:02.449Z,2022-10-10T07:08:02.449Z
vAoG1BmWFM,MOOSPMPSParser,1665385741,5.22,5.22,4.25,8.2,0.79,4.52,4.55,9.11,0.85,4.56,1043.4,307.75,22684.66,46.57,33.78,5.9,33.89,33.91,0.85,0.44,33.92,0.49,8.1,62.2,23.319,43,e00fce6856818e5885f65487,2022-10-10 07:09:01.725000+00:00,2022-10-10T07:09:01.921Z,2022-10-10T07:09:01.921Z
b93s4vOIJP,MOOSPMPSParser,1665386280,16.02,16.02,10.49,26.14,2.65,11.09,11.09,28.5,3.1,11.09,2963.27,833.32,900599.0,152.4,83.45,20.75,83.71,83.74,3.67,0.88,83.76,0.45,24.0,52.0,12.503,42,e00fce68f8f5a1da595c7249,2022-10-10 07:18:02.027000+00:00,2022-10-10T07:18:02.231Z,2022-10-10T07:18:02.231Z
r8yDB6aItW,MOOSPMPSParser,1665386281,18.02,18.01,0.0,25.27,2.2,0.0,0.0,26.44,2.35,0.0,3693.86,988.71,0.0,162.49,0.0,10.48,0.0,0.0,1.43,0.48,0.0,0.0,0.0,0.0,9.3,42,e00fce6835b6173deb1a1f49,2022-10-10 07:18:02.271000+00:00,2022-10-10T07:18:02.517Z,2022-10-10T07:18:02.517Z
Ru2VcVmrzX,MOOSPMPSParser,1665386400,4.33,4.33,3.72,7.09,0.64,3.93,3.93,7.97,0.82,3.93,917.61,268.89,23003.06,40.78,29.6,4.94,29.68,29.69,0.89,0.46,29.69,0.48,8.1,58.7,23.852,43,e00fce6856818e5885f65487,2022-10-10 07:20:00.781000+00:00,2022-10-10T07:20:00.953Z,2022-10-10T07:20:00.953Z
I7peZFDkfA,MOOSPMPSParser,1665386880,14.88,14.88,9.04,24.87,2.28,9.56,9.56,27.07,2.5,9.56,2774.88,779.97,901285.25,148.71,71.92,20.8,72.13,72.16,3.29,1.15,72.17,0.46,24.1,52.4,12.434,42,e00fce68f8f5a1da595c7249,2022-10-10 07:28:01.952000+00:00,2022-10-10T07:28:02.214Z,2022-10-10T07:28:02.214Z
DVsTgUIQ5D,MOOSPMPSParser,1665386881,16.43,16.43,0.0,23.14,2.06,0.0,0.0,24.54,2.14,0.0,3394.54,913.31,0.0,145.71,0.0,10.33,0.0,0.0,1.89,0.89,0.0,0.0,0.0,0.0,9.468,42,e00fce6835b6173deb1a1f49,2022-10-10 07:28:02.250000+00:00,2022-10-10T07:28:02.455Z,2022-10-10T07:28:02.455Z
AH7m0nfxum,MOOSPMPSParser,1665387000,3.98,3.98,3.96,6.48,0.71,4.24,4.29,7.01,0.77,4.31,860.44,249.87,23273.49,37.71,31.5,4.65,31.63,31.65,0.55,0.38,31.65,0.49,7.8,60.1,23.869,43,e00fce6856818e5885f65487,2022-10-10 07:30:00.773000+00:00,2022-10-10T07:30:01.005Z,2022-10-10T07:30:01.005Z
aMd1YlAJGw,MOOSPMPSParser,1665387480,13.36,13.36,9.06,20.97,2.08,9.58,9.58,22.81,2.21,9.58,2522.77,705.68,901903.75,127.69,72.12,14.12,72.34,72.36,2.83,0.65,72.38,0.45,23.6,54.4,11.128,42,e00fce68f8f5a1da595c7249,2022-10-10 07:38:01.784000+00:00,2022-10-10T07:38:01.970Z,2022-10-10T07:38:01.970Z
QZ9EGnc8Sj,MOOSPMPSParser,1665387481,15.04,15.04,0.0,20.47,1.99,0.0,0.0,21.59,2.2,0.0,3071.32,817.59,0.0,131.43,0.0,6.01,0.0,0.0,1.69,0.92,0.0,0.0,0.0,0.0,8.157,42,e00fce6835b6173deb1a1f49,2022-10-10 07:38:02.156000+00:00,2022-10-10T07:38:02.353Z,2022-10-10T07:38:02.353Z
llW6AGBkHT,MOOSPMPSParser,1665387600,3.77,3.77,3.84,5.99,0.57,4.06,4.06,6.88,0.82,4.06,832.22,241.16,23542.41,34.31,30.58,4.95,30.66,30.67,1.04,0.52,30.67,0.46,7.4,59.6,22.536,43,e00fce6856818e5885f65487,2022-10-10 07:40:00.779000+00:00,2022-10-10T07:40:00.968Z,2022-10-10T07:40:00.968Z
4ioYBifbw8,MOOSPMPSParser,1665388080,14.15,14.15,10.13,22.57,2.34,10.71,10.71,24.19,2.56,10.71,2632.74,734.59,902543.31,131.82,80.62,15.84,80.86,80.89,2.49,0.6,80.91,0.45,22.7,57.6,10.257,42,e00fce68f8f5a1da595c7249,2022-10-10 07:48:02.116000+00:00,2022-10-10T07:48:02.311Z,2022-10-10T07:48:02.311Z
WV8fPco129,MOOSPMPSParser,1665388081,16.03,16.03,0.0,22.11,2.2,0.0,0.0,23.53,2.35,0.0,3270.41,877.35,0.0,139.26,0.0,8.72,0.0,0.0,1.78,0.96,0.0,0.0,0.0,0.0,7.459,42,e00fce6835b6173deb1a1f49,2022-10-10 07:48:02.408000+00:00,2022-10-10T07:48:02.627Z,2022-10-10T07:48:02.627Z
7fUqsi2S65,MOOSPMPSParser,1665388200,3.88,3.88,3.98,6.03,0.53,4.21,4.21,7.0,0.54,4.21,818.17,239.43,23809.04,34.77,31.7,4.58,31.78,31.78,0.98,0.72,31.79,0.48,6.9,62.7,21.57,43,e00fce6856818e5885f65487,2022-10-10 07:50:00.758000+00:00,2022-10-10T07:50:00.942Z,2022-10-10T07:50:00.942Z
0i3xbXfec4,MOOSPMPSParser,1665388680,14.55,14.55,10.14,23.84,2.33,10.73,10.73,25.86,2.39,10.73,2726.93,770.77,903221.38,140.05,80.71,18.94,80.95,80.98,3.05,0.86,81.0,0.45,22.3,59.1,11.755,42,e00fce68f8f5a1da595c7249,2022-10-10 07:58:02.148000+00:00,2022-10-10T07:58:02.351Z,2022-10-10T07:58:02.351Z
