objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
KbrxI6tPfU,MOOSPMPSParser,1685062980,18.71,13.81,3.4,28.62,21.31,3.87,4.09,31.14,23.51,4.2,3814.63,1050.67,14867.89,197.18,26.79,17.67,27.12,27.17,3.45,1.05,27.18,0.53,27.5,40.8,51.074,42,e00fce68f8f5a1da595c7249,2023-05-26 01:03:02.167000+00:00,2023-05-26T01:03:02.340Z,2023-05-26T01:03:02.340Z
QxqkLOPZJz,MOOSPMPSParser,1685063281,5.03,5.03,3.97,6.63,6.63,4.49,4.74,8.04,8.04,4.86,1055.07,303.16,1054826.75,37.7,31.26,3.59,31.63,31.69,1.69,1.15,31.7,0.56,27.1,37.8,47.314,42,e00fce68a145996ae3d821b8,2023-05-26 01:08:01.137000+00:00,2023-05-26T01:08:01.322Z,2023-05-26T01:08:01.322Z
q2LJvNw7AY,MOOSPMPSParser,1685063580,58.87,40.4,153.94,86.87,59.86,162.87,162.94,94.23,67.15,162.98,11235.54,3070.69,17912.15,556.05,1225.37,52.64,1228.55,1228.9,10.02,3.83,1229.18,0.49,27.5,40.9,35.166,42,e00fce68f8f5a1da595c7249,2023-05-26 01:13:02.491000+00:00,2023-05-26T01:13:02.669Z,2023-05-26T01:13:02.669Z
3qg0nrbedX,MOOSPMPSParser,1685063881,5.0,5.0,3.79,6.65,6.65,4.35,4.63,7.8,7.8,4.77,1044.56,302.22,1055097.25,37.74,29.75,3.09,30.17,30.22,1.3,0.69,30.23,0.56,27.0,38.6,46.708,42,e00fce68a145996ae3d821b8,2023-05-26 01:18:01.040000+00:00,2023-05-26T01:18:01.252Z,2023-05-26T01:18:01.252Z
70h0IkhfwL,MOOSPMPSParser,1685064180,68.54,47.39,4.11,104.37,72.3,4.39,4.43,115.17,81.87,4.44,13090.89,3581.02,21705.29,687.77,32.63,72.31,32.76,32.78,14.75,5.0,32.78,0.51,27.3,39.7,21.928,42,e00fce68f8f5a1da595c7249,2023-05-26 01:23:02.394000+00:00,2023-05-26T01:23:02.596Z,2023-05-26T01:23:02.596Z
RvfpFlnsKX,MOOSPMPSParser,1685064481,5.13,5.13,3.94,6.76,6.76,4.5,4.77,8.1,8.1,4.9,1056.43,303.97,1055373.62,38.77,30.98,3.29,31.38,31.44,1.41,1.0,31.45,0.56,26.8,39.3,45.793,42,e00fce68a145996ae3d821b8,2023-05-26 01:28:01.037000+00:00,2023-05-26T01:28:01.244Z,2023-05-26T01:28:01.244Z
IW2g7LDneN,MOOSPMPSParser,1685064780,4.13,4.13,4.9,7.45,7.44,6.96,8.42,9.19,9.17,9.15,1208.51,317.11,22015.58,59.03,36.95,9.21,38.81,39.09,2.36,1.11,39.11,0.71,27.2,38.7,51.668,42,e00fce68f8f5a1da595c7249,2023-05-26 01:33:02.263000+00:00,2023-05-26T01:33:02.461Z,2023-05-26T01:33:02.461Z
r7wJGvSGXv,MOOSPMPSParser,1685065081,5.15,5.15,4.45,7.05,7.05,5.01,5.27,8.19,8.19,5.39,1063.65,305.46,1055653.5,42.33,35.1,3.32,35.49,35.54,1.27,0.53,35.55,0.52,26.5,40.4,46.433,42,e00fce68a145996ae3d821b8,2023-05-26 01:38:01.148000+00:00,2023-05-26T01:38:01.337Z,2023-05-26T01:38:01.337Z
jZPL6rlbkM,MOOSPMPSParser,1685065380,3.22,3.22,3.61,5.46,5.46,4.32,4.75,6.65,6.65,4.96,1025.62,270.42,22270.56,43.71,28.12,5.05,28.7,28.78,1.51,0.77,28.79,0.58,27.2,39.4,53.177,42,e00fce68f8f5a1da595c7249,2023-05-26 01:43:02.272000+00:00,2023-05-26T01:43:02.483Z,2023-05-26T01:43:02.483Z
oqmPWo1GBc,MOOSPMPSParser,1685065681,5.33,5.33,4.3,6.9,6.9,4.91,5.2,7.64,7.64,5.35,1074.08,310.64,1055940.12,37.38,33.85,2.31,34.29,34.36,0.75,0.49,34.37,0.58,26.4,41.1,44.198,42,e00fce68a145996ae3d821b8,2023-05-26 01:48:01.113000+00:00,2023-05-26T01:48:01.354Z,2023-05-26T01:48:01.354Z
GnJUpxlpBg,MOOSPMPSParser,1685065981,3.4,3.4,3.42,5.31,5.31,4.27,4.81,6.17,6.17,5.08,1028.5,267.81,22505.71,43.15,26.46,3.72,27.18,27.28,1.01,0.61,27.3,0.63,26.9,40.3,54.004,42,e00fce68f8f5a1da595c7249,2023-05-26 01:53:02.183000+00:00,2023-05-26T01:53:02.373Z,2023-05-26T01:53:02.373Z
nrB5l1eqpL,MOOSPMPSParser,1685066281,5.33,5.33,4.09,6.91,6.91,4.65,4.91,7.86,7.86,5.05,1105.15,318.58,1056218.38,37.12,32.17,2.79,32.58,32.63,0.96,0.41,32.64,0.56,26.1,41.7,44.819,42,e00fce68a145996ae3d821b8,2023-05-26 01:58:01.059000+00:00,2023-05-26T01:58:01.287Z,2023-05-26T01:58:01.287Z
