objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
xQSUSXYfoS,MOOSPMPSParser,1659614641,4.93,4.93,4.24,6.37,0.66,4.48,4.48,7.08,0.73,4.48,837.36,245.88,238632.8,30.7,33.76,1.84,33.84,33.85,0.65,0.48,33.86,0.48,8.6,84.3,13.384,42,e00fce68a145996ae3d821b8,2022-08-04 12:04:01.427000+00:00,2022-08-04T12:04:01.666Z,2022-08-04T12:04:01.666Z
EIMzCUvDur,MOOSPMPSParser,1659614701,4.02,4.02,3.97,6.08,0.56,4.2,4.2,6.47,0.56,4.2,1084.45,283.81,318234.41,43.84,31.57,2.53,31.65,31.66,0.46,0.16,31.67,0.49,7.5,90.6,12.235,42,e00fce6835b6173deb1a1f49,2022-08-04 12:04:56.756000+00:00,2022-08-04T12:04:57.009Z,2022-08-04T12:04:57.009Z
S7tYeP7h0V,MOOSPMPSParser,1659614700,6.83,6.83,7.41,12.77,1.37,7.84,7.84,14.3,1.52,7.84,1389.67,398.6,388291.16,86.22,58.99,12.57,59.17,59.19,2.34,0.75,59.2,0.47,11.3,79.1,20.62,42,e00fce68f8f5a1da595c7249,2022-08-04 12:04:57.483000+00:00,2022-08-04T12:04:57.735Z,2022-08-04T12:04:57.735Z
21BdKC46qt,MOOSPMPSParser,1659615241,4.96,4.96,4.03,6.31,0.63,4.32,4.36,7.12,0.81,4.38,852.59,246.42,238925.75,29.86,32.05,2.0,32.18,32.2,0.88,0.55,32.21,0.51,8.3,85.9,11.797,42,e00fce68a145996ae3d821b8,2022-08-04 12:14:01.405000+00:00,2022-08-04T12:14:01.607Z,2022-08-04T12:14:01.607Z
XNfoq2qyAl,MOOSPMPSParser,1659615301,4.14,4.14,3.7,6.62,0.71,3.96,4.0,7.28,0.81,4.01,1092.64,291.97,318517.12,49.67,29.44,3.66,29.56,29.58,0.76,0.31,29.58,0.53,7.3,90.1,10.615,42,e00fce6835b6173deb1a1f49,2022-08-04 12:14:56.754000+00:00,2022-08-04T12:14:56.974Z,2022-08-04T12:14:56.974Z
LAZRehuuey,MOOSPMPSParser,1659615300,6.83,6.83,7.04,12.0,1.15,7.45,7.45,13.05,1.24,7.45,1356.9,388.88,388761.94,80.67,56.03,9.42,56.2,56.22,1.64,0.34,56.23,0.48,11.2,79.3,20.67,42,e00fce68f8f5a1da595c7249,2022-08-04 12:14:58.079000+00:00,2022-08-04T12:14:58.279Z,2022-08-04T12:14:58.279Z
fjXkVr7uFB,MOOSPMPSParser,1659615841,4.83,4.83,3.86,6.3,0.59,4.12,4.15,6.96,0.62,4.16,845.91,245.66,239214.25,29.24,30.68,1.71,30.79,30.81,0.48,0.3,30.81,0.51,7.6,86.4,10.714,42,e00fce68a145996ae3d821b8,2022-08-04 12:24:01.427000+00:00,2022-08-04T12:24:01.623Z,2022-08-04T12:24:01.623Z
RuSFdjJZjq,MOOSPMPSParser,1659615901,3.86,3.86,4.12,6.15,0.61,4.37,4.38,6.57,0.69,4.38,1052.6,281.51,318794.28,47.82,32.82,2.83,32.92,32.93,0.61,0.04,32.93,0.49,7.1,91.0,9.133,42,e00fce6835b6173deb1a1f49,2022-08-04 12:24:56.754000+00:00,2022-08-04T12:24:56.969Z,2022-08-04T12:24:56.969Z
8MZo5NSKnN,MOOSPMPSParser,1659615900,6.93,6.93,7.02,12.89,1.39,7.43,7.43,14.02,1.46,7.43,1389.91,398.61,389240.41,86.46,55.87,12.83,56.04,56.06,1.73,0.4,56.07,0.48,11.0,80.2,19.083,42,e00fce68f8f5a1da595c7249,2022-08-04 12:24:57.678000+00:00,2022-08-04T12:24:57.934Z,2022-08-04T12:24:57.934Z
7Hup3F2rlK,MOOSPMPSParser,1659616501,3.96,3.96,3.78,6.2,0.7,4.04,4.06,6.82,0.74,4.08,1068.13,285.17,319072.62,48.02,30.07,3.65,30.18,30.19,0.8,0.18,30.2,0.51,6.9,91.5,8.303,42,e00fce6835b6173deb1a1f49,2022-08-04 12:34:56.770000+00:00,2022-08-04T12:34:56.954Z,2022-08-04T12:34:56.954Z
