objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
sZdqEyKAKD,MOOSPMPSParser,1685469720,3.56,3.56,3.47,4.89,4.89,3.66,3.66,5.21,5.21,3.66,772.71,227.77,1232426.75,32.06,27.59,1.1,27.66,27.66,0.36,0.27,27.67,0.49,21.8,48.4,27.95,42,e00fce68a145996ae3d821b8,2023-05-30 18:01:57.810000+00:00,2023-05-30T18:01:58.053Z,2023-05-30T18:01:58.053Z
ksxrXSoA91,MOOSPMPSParser,1685470320,3.46,3.46,3.22,4.48,4.48,3.41,3.41,4.78,4.78,3.41,734.81,216.53,1232662.25,27.22,25.66,1.13,25.73,25.73,0.25,0.12,25.74,0.48,21.2,49.6,28.913,42,e00fce68a145996ae3d821b8,2023-05-30 18:11:57.892000+00:00,2023-05-30T18:11:58.137Z,2023-05-30T18:11:58.137Z
uAz9xaWLf4,MOOSPMPSParser,1685470501,2.64,2.64,3.62,4.71,4.71,3.9,3.96,5.39,5.39,3.99,843.96,233.32,284.43,41.9,28.74,3.41,28.88,28.9,1.0,0.45,28.9,0.51,20.6,56.1,28.293,42,e00fce68f8f5a1da595c7249,2023-05-30 18:15:03.463000+00:00,2023-05-30T18:15:03.651Z,2023-05-30T18:15:03.651Z
iY1UtjGkoK,MOOSPMPSParser,1685470920,3.07,3.07,3.34,4.3,4.3,3.54,3.54,4.85,4.85,3.54,718.32,210.36,1232885.88,29.02,26.62,1.5,26.69,26.69,0.67,0.17,26.7,0.47,21.4,48.8,28.985,42,e00fce68a145996ae3d821b8,2023-05-30 18:21:57.893000+00:00,2023-05-30T18:21:58.065Z,2023-05-30T18:21:58.065Z
rfAVrpV0Ph,MOOSPMPSParser,1685471101,2.31,2.31,3.35,4.45,4.45,3.56,3.58,5.08,5.08,3.59,852.29,219.5,536.18,41.55,26.69,3.28,26.77,26.78,0.93,0.43,26.79,0.52,20.7,55.5,34.38,42,e00fce68f8f5a1da595c7249,2023-05-30 18:25:03.436000+00:00,2023-05-30T18:25:03.606Z,2023-05-30T18:25:03.606Z
j6BozbhCl5,MOOSPMPSParser,1685471520,3.3,3.3,3.17,4.2,4.2,3.35,3.35,4.66,4.66,3.35,722.84,215.92,1233124.12,25.66,25.23,1.52,25.29,25.3,0.51,0.31,25.3,0.49,22.3,47.3,29.711,42,e00fce68a145996ae3d821b8,2023-05-30 18:31:57.774000+00:00,2023-05-30T18:31:58.029Z,2023-05-30T18:31:58.029Z
I3g7aHzMHx,MOOSPMPSParser,1685471701,1.99,1.99,2.74,3.64,3.64,2.9,2.9,4.25,4.25,2.9,735.54,198.31,753.51,37.13,21.78,2.52,21.84,21.84,0.84,0.36,21.85,0.49,21.1,53.9,35.657,42,e00fce68f8f5a1da595c7249,2023-05-30 18:35:03.451000+00:00,2023-05-30T18:35:03.616Z,2023-05-30T18:35:03.616Z
c3QO27h60x,MOOSPMPSParser,1685472120,3.35,3.35,3.36,4.53,4.53,3.55,3.55,5.06,5.06,3.55,756.85,224.07,1233346.0,29.74,26.74,1.49,26.81,26.82,0.47,0.39,26.82,0.47,22.7,46.4,29.926,42,e00fce68a145996ae3d821b8,2023-05-30 18:41:57.772000+00:00,2023-05-30T18:41:57.985Z,2023-05-30T18:41:57.985Z
6a5F9Gu1fF,MOOSPMPSParser,1685472301,1.98,1.98,2.79,3.47,3.47,2.96,2.96,4.25,4.25,2.97,731.75,195.56,966.39,32.25,22.2,2.6,22.26,22.27,1.1,0.67,22.28,0.5,21.3,51.5,37.381,42,e00fce68f8f5a1da595c7249,2023-05-30 18:45:03.292000+00:00,2023-05-30T18:45:03.468Z,2023-05-30T18:45:03.468Z
z7M0z8jAuF,MOOSPMPSParser,1685472720,3.52,3.52,3.27,4.8,4.8,3.46,3.46,5.43,5.43,3.46,762.47,224.43,1233582.88,31.9,26.06,1.55,26.12,26.13,0.73,0.38,26.14,0.47,22.5,47.1,30.819,42,e00fce68a145996ae3d821b8,2023-05-30 18:51:57.775000+00:00,2023-05-30T18:51:57.999Z,2023-05-30T18:51:57.999Z
Z0rmQvAzpG,MOOSPMPSParser,1685472901,1.78,1.78,3.19,3.38,3.38,3.37,3.38,4.04,4.04,3.38,703.13,189.64,1167.21,32.89,25.36,2.68,25.43,25.44,0.81,0.43,25.44,0.49,21.6,51.8,38.076,42,e00fce68f8f5a1da595c7249,2023-05-30 18:55:03.205000+00:00,2023-05-30T18:55:03.419Z,2023-05-30T18:55:03.419Z
