objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
ZTflD0R8IC,MOOSPMPSParser,1686520980,1.89,1.89,2.04,2.79,2.79,2.16,2.16,3.17,3.17,2.16,738.72,190.01,9574.57,25.14,16.27,1.16,16.31,16.32,0.43,0.34,16.32,0.45,29.7,33.9,55.832,42,e00fce68f8f5a1da595c7249,2023-06-11 22:03:02.176000+00:00,2023-06-11T22:03:02.401Z,2023-06-11T22:03:02.401Z
CJNJncnDIC,MOOSPMPSParser,1686521220,5.2,5.2,3.18,6.33,6.33,3.37,3.37,6.68,6.68,3.37,1096.4,314.22,1888232.5,27.76,25.34,1.45,25.41,25.41,0.36,0.09,25.42,0.46,29.5,33.3,46.686,42,e00fce68a145996ae3d821b8,2023-06-11 22:06:56.816000+00:00,2023-06-11T22:06:57.025Z,2023-06-11T22:06:57.025Z
r3CWwbkSVm,MOOSPMPSParser,1686521580,2.07,2.07,2.19,3.19,3.19,2.31,2.31,3.57,3.57,2.31,763.13,199.2,9711.6,24.94,17.4,1.96,17.44,17.45,0.47,0.17,17.45,0.45,28.8,34.1,56.603,42,e00fce68f8f5a1da595c7249,2023-06-11 22:13:02.262000+00:00,2023-06-11T22:13:02.440Z,2023-06-11T22:13:02.440Z
Vn6kXf9LlG,MOOSPMPSParser,1686521820,6.04,6.04,3.77,7.37,7.37,3.99,3.99,7.82,7.82,3.99,1217.58,351.36,1888501.88,35.02,30.05,1.44,30.12,30.13,0.44,0.31,30.14,0.46,29.1,33.9,47.77,42,e00fce68a145996ae3d821b8,2023-06-11 22:16:56.647000+00:00,2023-06-11T22:16:56.864Z,2023-06-11T22:16:56.864Z
OdCOUZTFFh,MOOSPMPSParser,1686522180,2.08,2.08,2.01,3.13,3.13,2.12,2.12,3.43,3.43,2.12,765.18,201.78,9855.94,26.09,15.99,1.48,16.03,16.03,0.3,0.13,16.04,0.44,29.2,34.2,56.341,42,e00fce68f8f5a1da595c7249,2023-06-11 22:23:02.024000+00:00,2023-06-11T22:23:02.214Z,2023-06-11T22:23:02.214Z
AIY6uZl4jn,MOOSPMPSParser,1686522420,5.48,5.48,2.91,6.64,6.64,3.08,3.08,7.22,7.22,3.08,1131.89,324.27,1888773.12,33.7,23.19,1.37,23.25,23.26,0.71,0.38,23.26,0.47,28.9,34.6,48.017,42,e00fce68a145996ae3d821b8,2023-06-11 22:26:56.898000+00:00,2023-06-11T22:26:57.130Z,2023-06-11T22:26:57.130Z
psoKnFdBQA,MOOSPMPSParser,1686522780,2.01,2.01,2.11,2.98,2.98,2.23,2.23,3.21,3.21,2.23,765.68,199.92,9995.09,22.0,16.82,1.33,16.86,16.86,0.33,0.17,16.87,0.43,28.9,35.6,56.186,42,e00fce68f8f5a1da595c7249,2023-06-11 22:33:02.251000+00:00,2023-06-11T22:33:02.469Z,2023-06-11T22:33:02.469Z
skSQdlJQil,MOOSPMPSParser,1686523020,4.42,4.42,2.77,5.29,5.29,2.93,2.93,5.64,5.64,2.93,985.26,277.51,1888962.12,22.79,22.09,1.09,22.14,22.15,0.23,0.18,22.15,0.43,28.9,36.0,48.715,42,e00fce68a145996ae3d821b8,2023-06-11 22:36:56.652000+00:00,2023-06-11T22:36:56.828Z,2023-06-11T22:36:56.828Z
eLSZrMTMsd,MOOSPMPSParser,1686523380,2.27,2.27,2.29,3.43,3.43,2.42,2.42,3.95,3.95,2.42,794.03,210.62,10146.09,29.11,18.22,2.15,18.27,18.28,0.74,0.4,18.28,0.45,29.1,34.9,54.744,42,e00fce68f8f5a1da595c7249,2023-06-11 22:43:02.266000+00:00,2023-06-11T22:43:02.465Z,2023-06-11T22:43:02.465Z
XCfBeFpr2W,MOOSPMPSParser,1686523620,4.56,4.56,2.44,5.41,5.41,2.58,2.58,5.89,5.89,2.58,1000.89,283.52,1717405.38,24.15,19.42,1.28,19.47,19.48,0.43,0.25,19.48,0.44,29.1,34.7,48.804,42,e00fce68a145996ae3d821b8,2023-06-11 22:47:02.654000+00:00,2023-06-11T22:47:02.832Z,2023-06-11T22:47:02.832Z
OmMFFiMYmg,MOOSPMPSParser,1686523980,2.71,2.71,1.94,3.89,3.89,2.05,2.05,4.26,4.26,2.05,892.3,231.11,10317.4,28.48,15.47,1.99,15.51,15.51,0.51,0.04,15.51,0.43,28.9,35.7,57.561,42,e00fce68f8f5a1da595c7249,2023-06-11 22:53:02.127000+00:00,2023-06-11T22:53:02.311Z,2023-06-11T22:53:02.311Z
kpEq1kYjX9,MOOSPMPSParser,1686524220,4.67,4.67,2.58,5.52,5.52,2.73,2.73,5.94,5.94,2.73,1024.17,290.98,1889332.0,25.13,20.54,1.11,20.59,20.59,0.43,0.28,20.6,0.44,28.8,36.3,49.404,42,e00fce68a145996ae3d821b8,2023-06-11 22:57:02.644000+00:00,2023-06-11T22:57:02.815Z,2023-06-11T22:57:02.815Z
