objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
JpAS9OFJDN,MOOSPMPSParser,1685451661,3.87,3.87,4.02,5.19,5.19,4.26,4.26,6.56,6.56,4.27,807.52,235.89,1226146.75,31.51,32.01,2.49,32.09,32.1,1.21,0.66,32.11,0.5,15.1,72.3,11.541,42,e00fce68a145996ae3d821b8,2023-05-30 13:00:58.866000+00:00,2023-05-30T13:00:59.084Z,2023-05-30T13:00:59.084Z
BVLeXEsH1I,MOOSPMPSParser,1685451781,1.43,1.43,2.53,2.83,2.83,2.72,2.75,3.09,3.09,2.77,602.58,163.61,17741.18,26.82,20.09,1.95,20.18,20.19,0.36,0.01,20.2,0.52,15.2,73.0,22.949,42,e00fce68f8f5a1da595c7249,2023-05-30 13:03:01.223000+00:00,2023-05-30T13:03:01.424Z,2023-05-30T13:03:01.424Z
BgAkkIH4hJ,MOOSPMPSParser,1685452261,3.34,3.34,2.84,4.6,4.6,3.01,3.02,5.18,5.18,3.02,699.38,205.19,1226371.62,28.99,22.62,1.83,22.68,22.69,0.52,0.35,22.69,0.51,15.2,72.2,13.324,42,e00fce68a145996ae3d821b8,2023-05-30 13:10:59.105000+00:00,2023-05-30T13:10:59.301Z,2023-05-30T13:10:59.301Z
SHPzraF6Df,MOOSPMPSParser,1685452381,1.24,1.24,2.65,2.64,2.64,2.8,2.8,3.14,3.14,2.8,600.2,162.76,17914.57,28.8,21.05,2.45,21.11,21.12,0.63,0.29,21.12,0.51,15.2,73.0,22.73,42,e00fce68f8f5a1da595c7249,2023-05-30 13:13:01.435000+00:00,2023-05-30T13:13:01.605Z,2023-05-30T13:13:01.605Z
zX0WZm2Fq0,MOOSPMPSParser,1685452861,2.96,2.96,2.69,4.0,4.0,2.85,2.85,4.6,4.6,2.85,638.49,188.53,1226583.12,25.79,21.41,1.33,21.47,21.47,0.65,0.53,21.48,0.51,15.4,71.7,14.186,42,e00fce68a145996ae3d821b8,2023-05-30 13:20:58.951000+00:00,2023-05-30T13:20:59.180Z,2023-05-30T13:20:59.180Z
TsKh1odEBX,MOOSPMPSParser,1685452981,1.61,1.61,2.58,3.2,3.2,2.72,2.72,3.55,3.55,2.72,658.24,179.11,18097.83,30.46,20.51,1.9,20.56,20.57,0.52,0.25,20.57,0.48,15.2,72.9,21.922,42,e00fce68f8f5a1da595c7249,2023-05-30 13:23:01.211000+00:00,2023-05-30T13:23:01.420Z,2023-05-30T13:23:01.420Z
VANOFSnNml,MOOSPMPSParser,1685453461,2.47,2.47,3.12,3.41,3.41,3.33,3.36,4.07,4.07,3.37,566.08,166.19,1226795.5,21.74,24.77,1.55,24.87,24.88,0.63,0.36,24.89,0.53,15.5,71.5,14.576,42,e00fce68a145996ae3d821b8,2023-05-30 13:30:58.964000+00:00,2023-05-30T13:30:59.179Z,2023-05-30T13:30:59.179Z
OXnvQ26zjA,MOOSPMPSParser,1685453581,1.4,1.4,2.99,2.99,2.99,3.2,3.24,3.71,3.71,3.25,634.31,171.11,18289.09,32.81,23.74,2.93,23.84,23.86,0.83,0.61,23.86,0.53,15.3,72.7,21.999,42,e00fce68f8f5a1da595c7249,2023-05-30 13:33:01.291000+00:00,2023-05-30T13:33:01.502Z,2023-05-30T13:33:01.502Z
1KAd7JyJWX,MOOSPMPSParser,1685454061,2.74,2.74,3.2,3.78,3.78,3.42,3.45,4.39,4.39,3.47,610.88,180.95,1227014.0,24.57,25.41,1.97,25.52,25.53,0.53,0.32,25.54,0.52,15.6,71.2,15.146,42,e00fce68a145996ae3d821b8,2023-05-30 13:40:58.962000+00:00,2023-05-30T13:40:59.163Z,2023-05-30T13:40:59.163Z
FRoQyf3W2d,MOOSPMPSParser,1685454181,1.56,1.56,2.86,3.27,3.27,3.07,3.11,3.84,3.84,3.13,663.14,178.78,18479.91,35.33,22.71,2.79,22.82,22.83,0.61,0.33,22.84,0.52,15.3,72.7,21.805,42,e00fce68f8f5a1da595c7249,2023-05-30 13:43:01.389000+00:00,2023-05-30T13:43:01.575Z,2023-05-30T13:43:01.575Z
kAQeZQ9iH2,MOOSPMPSParser,1685454661,2.7,2.7,3.24,3.75,3.75,3.48,3.52,4.76,4.76,3.54,605.4,178.32,1227217.62,25.1,25.75,2.3,25.87,25.88,1.04,0.58,25.89,0.54,15.6,70.8,14.566,42,e00fce68a145996ae3d821b8,2023-05-30 13:50:58.969000+00:00,2023-05-30T13:50:59.144Z,2023-05-30T13:50:59.144Z
EuwxzzQiTE,MOOSPMPSParser,1685454781,1.74,1.74,2.49,3.46,3.46,2.7,2.74,4.0,4.0,2.77,706.28,190.73,18670.21,35.42,19.79,2.59,19.9,19.91,0.72,0.35,19.91,0.52,15.4,72.0,21.74,42,e00fce68f8f5a1da595c7249,2023-05-30 13:53:01.377000+00:00,2023-05-30T13:53:01.595Z,2023-05-30T13:53:01.595Z
