objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
cbwE55joan,MOOSPMPSParser,1659690361,5.51,5.51,4.93,10.18,0.84,5.22,5.22,11.38,0.99,5.22,1175.51,337.18,429015.22,73.13,39.26,8.43,39.38,39.39,1.93,0.47,39.4,0.47,14.1,68.8,18.24,42,e00fce68f8f5a1da595c7249,2022-08-05 09:06:02.262000+00:00,2022-08-05T09:06:02.495Z,2022-08-05T09:06:02.495Z
LmSmBgHUpr,MOOSPMPSParser,1659690420,4.17,4.17,3.69,5.97,0.58,3.96,4.0,6.77,0.63,4.02,870.76,252.02,273474.84,29.91,29.31,2.01,29.44,29.46,0.52,0.26,29.46,0.51,11.2,76.4,15.804,42,e00fce68a145996ae3d821b8,2022-08-05 09:06:59.915000+00:00,2022-08-05T09:07:00.178Z,2022-08-05T09:07:00.178Z
MtATb8swBE,MOOSPMPSParser,1659690540,3.11,3.11,2.91,4.72,0.47,3.08,3.08,4.99,0.51,3.08,878.76,238.45,348024.53,35.09,23.19,1.67,23.25,23.25,0.27,0.18,23.26,0.47,9.6,81.4,12.627,42,e00fce6835b6173deb1a1f49,2022-08-05 09:09:00.518000+00:00,2022-08-05T09:09:00.692Z,2022-08-05T09:09:00.692Z
PiEruJW0pP,MOOSPMPSParser,1659690961,5.32,5.32,5.78,9.23,0.83,6.11,6.12,9.96,0.88,6.12,1108.76,316.69,429391.78,63.3,45.96,6.33,46.11,46.12,1.22,0.3,46.13,0.49,13.9,69.1,20.126,42,e00fce68f8f5a1da595c7249,2022-08-05 09:16:02.229000+00:00,2022-08-05T09:16:02.418Z,2022-08-05T09:16:02.418Z
bGB2UiwCyI,MOOSPMPSParser,1659691020,3.67,3.67,3.29,5.44,0.46,3.53,3.57,6.17,0.57,3.59,776.3,225.65,273721.88,26.07,26.12,1.64,26.23,26.25,0.66,0.39,26.25,0.52,10.9,79.5,15.155,42,e00fce68a145996ae3d821b8,2022-08-05 09:16:59.402000+00:00,2022-08-05T09:16:59.602Z,2022-08-05T09:16:59.602Z
oSys62YieR,MOOSPMPSParser,1659691140,2.81,2.81,3.04,4.17,0.41,3.22,3.22,4.57,0.43,3.22,829.85,221.51,348238.69,32.2,24.23,1.68,24.29,24.29,0.46,0.18,24.3,0.48,9.5,81.7,13.874,42,e00fce6835b6173deb1a1f49,2022-08-05 09:19:00.517000+00:00,2022-08-05T09:19:00.740Z,2022-08-05T09:19:00.740Z
qOoJiN4KzE,MOOSPMPSParser,1659691561,5.64,5.64,5.17,9.45,0.96,5.47,5.47,10.7,0.96,5.47,1125.81,324.52,429765.53,65.19,41.14,6.44,41.27,41.28,2.06,0.26,41.29,0.47,14.0,68.1,19.189,42,e00fce68f8f5a1da595c7249,2022-08-05 09:26:02.327000+00:00,2022-08-05T09:26:02.542Z,2022-08-05T09:26:02.542Z
W5MtygzPIi,MOOSPMPSParser,1659691620,4.02,4.02,3.9,5.73,0.47,4.13,4.13,6.37,0.5,4.13,812.88,236.66,273971.97,25.63,31.06,1.45,31.14,31.15,0.47,0.35,31.16,0.5,11.1,78.8,15.487,42,e00fce68a145996ae3d821b8,2022-08-05 09:26:59.469000+00:00,2022-08-05T09:26:59.770Z,2022-08-05T09:26:59.770Z
rSYmBfnvhW,MOOSPMPSParser,1659691740,2.94,2.94,3.15,4.55,0.42,3.37,3.41,4.9,0.43,3.42,851.1,229.39,348450.31,36.23,25.05,2.07,25.15,25.17,0.45,0.08,25.17,0.5,9.7,80.9,15.648,42,e00fce6835b6173deb1a1f49,2022-08-05 09:29:00.517000+00:00,2022-08-05T09:29:00.720Z,2022-08-05T09:29:00.720Z
lyjCLbnK8Y,MOOSPMPSParser,1659692161,5.43,5.43,5.52,9.3,0.95,5.87,5.89,10.14,1.01,5.91,1116.08,321.04,430125.88,61.88,43.92,6.54,44.09,44.11,1.29,0.42,44.12,0.5,14.1,67.3,21.655,42,e00fce68f8f5a1da595c7249,2022-08-05 09:36:02.273000+00:00,2022-08-05T09:36:02.469Z,2022-08-05T09:36:02.469Z
