objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
1BFxXLR5bD,MOOSPMPSParser,1687204860,0.11,0.11,1.64,0.78,0.78,1.99,2.19,1.46,1.46,2.3,349.7,94.6,1515.26,15.79,12.78,2.71,13.06,13.1,0.88,0.57,13.11,0.63,24.4,28.6,54.942,42,e00fce68f8f5a1da595c7249,2023-06-19 20:01:02.583000+00:00,2023-06-19T20:01:02.767Z,2023-06-19T20:01:02.767Z
JSyui2rYoK,MOOSPMPSParser,1687205340,0.75,0.75,1.45,1.31,1.31,1.86,2.13,1.95,1.95,2.26,327.63,94.54,2196863.25,13.15,11.15,1.23,11.5,11.55,0.75,0.51,11.56,0.66,24.5,26.0,41.091,42,e00fce68a145996ae3d821b8,2023-06-19 20:09:01.683000+00:00,2023-06-19T20:09:01.931Z,2023-06-19T20:09:01.931Z
wa0zAopUTi,MOOSPMPSParser,1687205460,0.05,0.05,1.49,0.66,0.66,1.85,2.08,1.0,1.0,2.19,333.68,87.89,1617.02,14.27,11.54,1.82,11.84,11.88,0.49,0.28,11.89,0.65,24.7,29.2,55.253,42,e00fce68f8f5a1da595c7249,2023-06-19 20:11:02.590000+00:00,2023-06-19T20:11:02.769Z,2023-06-19T20:11:02.769Z
zOfIpInejM,MOOSPMPSParser,1687205940,0.89,0.89,2.51,1.78,1.78,4.65,6.3,2.58,2.58,7.12,379.25,109.77,2197034.75,20.67,17.72,1.89,19.75,20.05,0.93,0.6,20.08,0.9,24.8,24.7,41.047,42,e00fce68a145996ae3d821b8,2023-06-19 20:19:01.686000+00:00,2023-06-19T20:19:01.893Z,2023-06-19T20:19:01.893Z
8oGlCDyYbB,MOOSPMPSParser,1687206060,0.15,0.15,1.76,0.57,0.57,2.06,2.23,0.99,0.99,2.31,355.66,93.02,1718.05,15.14,13.79,1.44,14.03,14.06,0.54,0.16,14.07,0.61,24.7,31.8,55.571,42,e00fce68f8f5a1da595c7249,2023-06-19 20:21:02.727000+00:00,2023-06-19T20:21:02.900Z,2023-06-19T20:21:02.900Z
kVU69YCkq8,MOOSPMPSParser,1687206540,0.95,0.95,2.47,1.62,1.62,3.53,4.29,2.24,2.24,4.66,351.38,101.39,2197141.5,14.71,18.64,1.64,19.6,19.74,0.69,0.51,19.75,0.73,24.7,25.3,42.346,42,e00fce68a145996ae3d821b8,2023-06-19 20:29:01.851000+00:00,2023-06-19T20:29:02.068Z,2023-06-19T20:29:02.068Z
BkcDrEc8CY,MOOSPMPSParser,1687206660,0.42,0.42,1.96,1.59,1.59,2.71,3.23,2.52,2.52,3.49,444.34,117.43,1847.28,21.92,14.88,4.19,15.55,15.65,1.26,0.6,15.66,0.7,25.3,31.2,53.177,42,e00fce68f8f5a1da595c7249,2023-06-19 20:31:02.613000+00:00,2023-06-19T20:31:02.847Z,2023-06-19T20:31:02.847Z
2QkrYBhhkq,MOOSPMPSParser,1687207140,0.88,0.88,1.62,1.48,1.48,2.23,2.65,2.1,2.1,2.86,364.26,104.07,2197260.25,15.44,12.29,1.35,12.83,12.91,0.74,0.39,12.92,0.72,25.4,27.7,42.594,42,e00fce68a145996ae3d821b8,2023-06-19 20:39:01.913000+00:00,2023-06-19T20:39:02.116Z,2023-06-19T20:39:02.116Z
OGjDbRDHVx,MOOSPMPSParser,1687207260,0.35,0.35,1.91,1.51,1.51,2.72,3.3,2.52,2.52,3.58,436.22,113.16,1970.92,22.75,14.4,4.35,15.13,15.24,1.39,0.63,15.25,0.72,25.6,32.5,53.653,42,e00fce68f8f5a1da595c7249,2023-06-19 20:41:02.721000+00:00,2023-06-19T20:41:02.895Z,2023-06-19T20:41:02.895Z
FAR0pp6DWG,MOOSPMPSParser,1687207740,0.86,0.86,2.01,1.46,1.46,2.73,3.23,2.34,2.34,3.48,350.52,100.39,2197384.5,16.27,15.32,1.9,15.96,16.05,0.97,0.63,16.06,0.68,25.2,26.8,42.114,42,e00fce68a145996ae3d821b8,2023-06-19 20:49:01.914000+00:00,2023-06-19T20:49:02.144Z,2023-06-19T20:49:02.144Z
psDR27TATe,MOOSPMPSParser,1687207860,0.16,0.16,1.69,0.9,0.9,2.28,2.7,1.76,1.76,2.9,391.17,102.54,2089.04,18.24,12.84,2.41,13.37,13.45,1.27,0.64,13.46,0.71,25.8,30.7,52.676,42,e00fce68f8f5a1da595c7249,2023-06-19 20:51:02.736000+00:00,2023-06-19T20:51:02.974Z,2023-06-19T20:51:02.974Z
MDupcp5HlI,MOOSPMPSParser,1687208340,0.87,0.87,1.85,1.52,1.52,2.24,2.48,1.95,1.95,2.6,387.19,102.12,2197502.5,14.68,14.36,1.42,14.69,14.74,0.45,0.25,14.74,0.61,25.0,26.8,42.152,42,e00fce68a145996ae3d821b8,2023-06-19 20:59:01.856000+00:00,2023-06-19T20:59:02.045Z,2023-06-19T20:59:02.045Z
