objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
V7BF2De7gg,MOOSPMPSParser,1661641201,0.62,0.62,1.29,1.09,0.09,1.36,1.36,1.17,0.13,1.36,449.38,119.34,83515.45,12.33,10.25,0.76,10.28,10.28,0.12,0.0,10.28,0.46,29.2,24.4,37.625,42,e00fce6835b6173deb1a1f49,2022-08-27 23:00:02.614000+00:00,2022-08-27T23:00:02.819Z,2022-08-27T23:00:02.819Z
Js9K44e6mq,MOOSPMPSParser,1661641380,1.23,1.23,1.21,2.31,0.24,1.28,1.28,2.42,0.24,1.28,398.18,109.29,94874.91,18.77,9.61,1.72,9.64,9.65,0.18,0.0,9.65,0.43,29.0,25.2,53.21,42,e00fce68f8f5a1da595c7249,2022-08-27 23:03:00.682000+00:00,2022-08-27T23:03:00.915Z,2022-08-27T23:03:00.915Z
V1FwKEOdXq,MOOSPMPSParser,1661641500,1.41,1.41,1.45,1.97,0.27,1.54,1.54,2.06,0.27,1.54,437.5,122.34,3869.9,11.13,11.56,0.79,11.59,11.6,0.09,0.0,11.6,0.43,31.2,19.4,58.063,43,e00fce6856818e5885f65487,2022-08-27 23:05:02.798000+00:00,2022-08-27T23:05:02.999Z,2022-08-27T23:05:02.999Z
CUzssRxLcf,MOOSPMPSParser,1661641801,0.68,0.68,1.56,1.18,0.16,1.64,1.64,1.34,0.19,1.64,487.85,129.53,83612.66,12.3,12.38,0.93,12.41,12.42,0.19,0.05,12.42,0.44,28.6,26.7,37.802,42,e00fce6835b6173deb1a1f49,2022-08-27 23:10:02.606000+00:00,2022-08-27T23:10:02.894Z,2022-08-27T23:10:02.894Z
AQFIzj5zty,MOOSPMPSParser,1661641980,1.45,1.45,1.54,2.58,0.26,1.63,1.63,2.7,0.26,1.63,430.16,119.38,94974.52,17.98,12.28,1.63,12.31,12.32,0.18,0.08,12.32,0.44,28.4,27.4,48.891,42,e00fce68f8f5a1da595c7249,2022-08-27 23:13:00.681000+00:00,2022-08-27T23:13:00.912Z,2022-08-27T23:13:00.912Z
Z3zLLLJiGi,MOOSPMPSParser,1661642100,2.31,2.31,1.34,3.16,0.25,1.42,1.42,3.25,0.25,1.42,578.5,162.4,3975.88,17.11,10.65,1.29,10.68,10.68,0.1,0.0,10.69,0.42,30.5,21.8,53.115,43,e00fce6856818e5885f65487,2022-08-27 23:15:02.293000+00:00,2022-08-27T23:15:02.525Z,2022-08-27T23:15:02.525Z
A9YEu5Q5EP,MOOSPMPSParser,1661642401,0.95,0.95,1.13,1.59,0.07,1.19,1.19,1.76,0.07,1.19,526.07,137.72,83712.89,16.85,8.97,0.73,8.99,9.0,0.26,0.14,9.0,0.44,28.7,22.3,32.367,42,e00fce6835b6173deb1a1f49,2022-08-27 23:20:02.613000+00:00,2022-08-27T23:20:02.823Z,2022-08-27T23:20:02.823Z
wasZJTpDho,MOOSPMPSParser,1661642580,0.97,0.97,1.22,1.77,0.08,1.29,1.29,2.0,0.16,1.29,337.5,93.53,95064.95,15.15,9.69,1.35,9.72,9.73,0.33,0.08,9.73,0.45,28.8,21.6,49.29,42,e00fce68f8f5a1da595c7249,2022-08-27 23:23:01.258000+00:00,2022-08-27T23:23:01.455Z,2022-08-27T23:23:01.455Z
53ObpRt4qa,MOOSPMPSParser,1661642700,1.15,1.15,1.27,1.84,0.16,1.34,1.34,2.14,0.16,1.34,412.08,115.93,4059.56,11.18,10.07,1.15,10.1,10.1,0.43,0.25,10.1,0.44,30.3,18.5,56.546,43,e00fce6856818e5885f65487,2022-08-27 23:25:02.301000+00:00,2022-08-27T23:25:02.476Z,2022-08-27T23:25:02.476Z
EzoVPIEnS2,MOOSPMPSParser,1661643001,0.1,0.1,0.9,0.47,0.0,0.95,0.95,0.62,0.02,0.95,341.03,88.55,83790.75,9.46,7.18,0.73,7.2,7.2,0.22,0.17,7.2,0.45,28.8,20.7,40.249,42,e00fce6835b6173deb1a1f49,2022-08-27 23:30:02.597000+00:00,2022-08-27T23:30:02.929Z,2022-08-27T23:30:02.929Z
T1Iiq8JTj4,MOOSPMPSParser,1661643180,0.39,0.39,0.98,1.06,0.09,1.03,1.03,1.37,0.14,1.03,262.36,70.9,95127.5,10.94,7.76,1.38,7.79,7.79,0.61,0.0,7.79,0.46,28.6,20.8,58.152,42,e00fce68f8f5a1da595c7249,2022-08-27 23:33:01.161000+00:00,2022-08-27T23:33:01.454Z,2022-08-27T23:33:01.454Z
cMNDNMoJ3n,MOOSPMPSParser,1661643300,0.8,0.8,0.84,1.31,0.08,0.89,0.89,1.47,0.12,0.89,314.31,89.45,4130.1,9.82,6.67,1.06,6.69,6.69,0.18,0.0,6.69,0.47,29.9,19.8,60.859,43,e00fce6856818e5885f65487,2022-08-27 23:35:02.331000+00:00,2022-08-27T23:35:02.529Z,2022-08-27T23:35:02.529Z
glNzHoAhVk,MOOSPMPSParser,1661643601,0.01,0.01,0.97,0.17,0.0,1.03,1.03,0.27,0.0,1.03,308.96,81.42,83852.73,8.52,7.73,0.65,7.75,7.75,0.13,0.09,7.75,0.48,28.5,22.1,40.314,42,e00fce6835b6173deb1a1f49,2022-08-27 23:40:02.614000+00:00,2022-08-27T23:40:02.833Z,2022-08-27T23:40:02.833Z
xKcbzixDBu,MOOSPMPSParser,1661643780,0.49,0.49,0.79,0.89,0.09,0.84,0.84,1.23,0.09,0.84,258.78,72.22,95185.62,11.87,6.32,1.05,6.34,6.34,0.52,0.18,6.34,0.46,28.4,22.7,56.673,42,e00fce68f8f5a1da595c7249,2022-08-27 23:43:01.191000+00:00,2022-08-27T23:43:01.443Z,2022-08-27T23:43:01.443Z
rIkXjmSuU0,MOOSPMPSParser,1661643900,0.74,0.74,0.76,1.15,0.1,0.83,0.85,1.19,0.1,0.86,292.34,82.52,4190.39,8.76,5.99,0.69,6.03,6.04,0.09,0.0,6.04,0.5,29.6,20.4,60.213,43,e00fce6856818e5885f65487,2022-08-27 23:45:02.864000+00:00,2022-08-27T23:45:03.073Z,2022-08-27T23:45:03.073Z
BPlpaSu8eV,MOOSPMPSParser,1661644201,0.03,0.03,0.81,0.18,0.0,0.86,0.86,0.31,0.0,0.86,307.04,77.87,83909.23,8.61,6.48,0.58,6.49,6.49,0.23,0.13,6.5,0.47,28.5,21.9,39.533,42,e00fce6835b6173deb1a1f49,2022-08-27 23:50:02.597000+00:00,2022-08-27T23:50:02.827Z,2022-08-27T23:50:02.827Z
