objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
25R5tw7E8N,MOOSPMPSParser,1687327321,1.06,1.06,1.68,1.65,1.65,2.27,2.69,2.16,2.16,2.89,359.03,103.12,2216126.5,12.78,12.76,1.22,13.29,13.37,0.56,0.46,13.38,0.69,16.9,49.5,7.802,42,e00fce68a145996ae3d821b8,2023-06-21 06:01:59.608000+00:00,2023-06-21T06:01:59.779Z,2023-06-21T06:01:59.779Z
EVuKQl15DG,MOOSPMPSParser,1687327681,0.34,0.34,1.8,1.09,1.09,2.31,2.64,1.71,1.71,2.81,392.57,103.25,7006.35,16.63,13.86,2.36,14.3,14.36,0.77,0.39,14.37,0.68,15.5,57.2,23.126,42,e00fce68f8f5a1da595c7249,2023-06-21 06:08:02.791000+00:00,2023-06-21T06:08:03.029Z,2023-06-21T06:08:03.029Z
CUeAaM7dTW,MOOSPMPSParser,1687327921,1.43,1.43,2.33,2.03,2.03,3.35,4.09,2.52,2.52,4.46,420.94,120.17,2216265.5,13.68,17.49,1.46,18.42,18.56,0.42,0.13,18.57,0.73,16.6,49.8,0.504,42,e00fce68a145996ae3d821b8,2023-06-21 06:11:59.776000+00:00,2023-06-21T06:11:59.991Z,2023-06-21T06:11:59.991Z
sW24kxdOkA,MOOSPMPSParser,1687328281,0.5,0.5,2.06,1.2,1.2,2.65,3.05,1.73,1.73,3.24,425.36,110.53,7122.4,15.82,15.83,2.14,16.35,16.42,0.65,0.4,16.43,0.64,15.2,57.7,21.568,42,e00fce68f8f5a1da595c7249,2023-06-21 06:18:02.567000+00:00,2023-06-21T06:18:02.789Z,2023-06-21T06:18:02.789Z
1YTYzmNBV3,MOOSPMPSParser,1687328521,1.33,1.33,2.2,2.02,2.02,3.11,3.76,2.58,2.58,4.08,415.94,118.52,2216413.25,14.68,16.63,1.39,17.45,17.57,0.53,0.41,17.59,0.73,16.2,48.3,0.534,42,e00fce68a145996ae3d821b8,2023-06-21 06:21:59.599000+00:00,2023-06-21T06:21:59.802Z,2023-06-21T06:21:59.802Z
aafu20qs9Q,MOOSPMPSParser,1687328881,0.47,0.47,2.03,1.35,1.35,2.55,2.88,1.72,1.72,3.05,447.91,116.22,7237.9,17.52,15.72,2.31,16.16,16.23,0.66,0.2,16.23,0.65,14.7,60.3,20.353,42,e00fce68f8f5a1da595c7249,2023-06-21 06:28:02.665000+00:00,2023-06-21T06:28:02.898Z,2023-06-21T06:28:02.898Z
RMDpOgxIeX,MOOSPMPSParser,1687329121,1.17,1.17,2.01,1.8,1.8,2.64,3.06,2.16,2.16,3.27,374.85,109.04,2216539.25,12.07,15.42,0.88,15.97,16.05,0.44,0.35,16.06,0.67,16.3,46.6,2.317,42,e00fce68a145996ae3d821b8,2023-06-21 06:31:59.599000+00:00,2023-06-21T06:31:59.833Z,2023-06-21T06:31:59.833Z
a31o2H2Ad6,MOOSPMPSParser,1687329481,0.45,0.45,1.98,1.41,1.41,2.52,2.87,2.09,2.09,3.04,478.35,123.7,7355.03,18.9,15.26,2.24,15.72,15.78,0.89,0.36,15.79,0.65,14.3,61.2,18.188,42,e00fce68f8f5a1da595c7249,2023-06-21 06:38:02.660000+00:00,2023-06-21T06:38:02.846Z,2023-06-21T06:38:02.846Z
P5BJUVuCdZ,MOOSPMPSParser,1687329721,0.95,0.95,1.46,1.37,1.37,1.8,2.01,1.86,1.86,2.12,333.12,95.39,2216626.0,11.58,11.32,1.07,11.61,11.65,0.56,0.39,11.65,0.61,16.2,45.7,7.584,42,e00fce68a145996ae3d821b8,2023-06-21 06:41:59.766000+00:00,2023-06-21T06:41:59.945Z,2023-06-21T06:41:59.945Z
52lAtE8OcE,MOOSPMPSParser,1687330081,0.51,0.51,1.9,1.36,1.36,2.35,2.64,2.04,2.04,2.78,484.26,129.47,7470.51,17.68,14.75,1.96,15.13,15.19,0.9,0.59,15.19,0.61,14.6,59.7,19.318,42,e00fce68f8f5a1da595c7249,2023-06-21 06:48:02.735000+00:00,2023-06-21T06:48:02.971Z,2023-06-21T06:48:02.971Z
KuFI80lOdM,MOOSPMPSParser,1687330321,0.73,0.73,1.33,1.17,1.17,1.63,1.82,1.53,1.53,1.91,287.11,82.41,2216712.25,9.89,10.31,1.01,10.56,10.6,0.34,0.13,10.6,0.63,15.9,46.4,12.602,42,e00fce68a145996ae3d821b8,2023-06-21 06:51:59.860000+00:00,2023-06-21T06:52:00.075Z,2023-06-21T06:52:00.075Z
1ZZ2OY5wrJ,MOOSPMPSParser,1687330740,0.82,0.82,1.69,1.7,1.7,2.05,2.26,2.58,2.58,2.37,526.84,135.9,7610.6,18.9,13.15,2.62,13.44,13.48,1.05,0.55,13.49,0.63,14.8,60.0,19.54,42,e00fce68f8f5a1da595c7249,2023-06-21 06:59:01.697000+00:00,2023-06-21T06:59:01.895Z,2023-06-21T06:59:01.895Z
