objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
mQ8REYDbWs,MOOSPMPSParser,1659506461,1.63,1.63,1.17,2.01,0.18,1.24,1.24,2.23,0.18,1.24,437.35,127.3,200003.05,9.59,9.32,0.71,9.35,9.35,0.19,0.1,9.35,0.46,14.2,83.1,27.537,42,e00fce68a145996ae3d821b8,2022-08-03 06:00:58.608000+00:00,2022-08-03T06:00:58.793Z,2022-08-03T06:00:58.793Z
5Cg5n1HkX1,MOOSPMPSParser,1659506460,0.0,0.0,0.88,0.28,0.01,0.93,0.93,0.32,0.01,0.93,309.55,80.33,285582.06,7.04,6.98,0.2,7.0,7.0,0.04,0.04,7.0,0.48,14.1,65.9,18.275,42,e00fce6835b6173deb1a1f49,2022-08-03 06:00:59.092000+00:00,2022-08-03T06:00:59.304Z,2022-08-03T06:00:59.304Z
cMyuHRqHCi,MOOSPMPSParser,1659506460,0.73,0.73,0.99,1.44,0.08,1.05,1.05,1.88,0.16,1.05,314.9,86.18,336070.66,17.1,7.89,1.48,7.91,7.92,0.69,0.27,7.92,0.48,17.3,76.1,28.874,42,e00fce68f8f5a1da595c7249,2022-08-03 06:00:59.897000+00:00,2022-08-03T06:01:00.082Z,2022-08-03T06:01:00.082Z
9rxZ2sWUnN,MOOSPMPSParser,1659507061,1.67,1.67,1.16,2.02,0.18,1.23,1.23,2.25,0.2,1.23,443.95,128.03,200088.73,9.07,9.25,0.47,9.27,9.27,0.3,0.13,9.27,0.48,14.1,83.3,27.939,42,e00fce68a145996ae3d821b8,2022-08-03 06:10:58.627000+00:00,2022-08-03T06:10:58.817Z,2022-08-03T06:10:58.817Z
bWImlQXHSt,MOOSPMPSParser,1659507060,0.03,0.03,0.8,0.16,0.0,0.85,0.85,0.2,0.01,0.85,315.18,81.6,285638.84,8.99,6.39,0.26,6.4,6.41,0.05,0.0,6.41,0.47,14.0,66.8,18.292,42,e00fce6835b6173deb1a1f49,2022-08-03 06:10:59.077000+00:00,2022-08-03T06:10:59.306Z,2022-08-03T06:10:59.306Z
A1yCAoPOB8,MOOSPMPSParser,1659507060,0.65,0.65,1.27,1.44,0.17,1.34,1.34,1.89,0.25,1.34,309.32,86.14,336149.66,14.93,10.08,1.79,10.11,10.12,0.7,0.27,10.12,0.47,17.3,77.4,29.072,42,e00fce68f8f5a1da595c7249,2022-08-03 06:10:59.904000+00:00,2022-08-03T06:11:00.088Z,2022-08-03T06:11:00.088Z
JBpYr1FqgQ,MOOSPMPSParser,1659507661,1.41,1.41,1.14,1.79,0.2,1.2,1.2,2.07,0.2,1.2,425.42,120.15,200173.81,10.19,9.04,0.56,9.07,9.07,0.35,0.17,9.07,0.46,13.9,84.5,22.954,42,e00fce68a145996ae3d821b8,2022-08-03 06:20:58.607000+00:00,2022-08-03T06:20:58.799Z,2022-08-03T06:20:58.799Z
MonLcl3c11,MOOSPMPSParser,1659507660,0.03,0.03,0.92,0.32,0.06,0.97,0.97,0.36,0.06,0.97,330.0,86.81,285695.59,7.72,7.28,0.56,7.3,7.3,0.04,0.0,7.31,0.47,13.7,69.1,16.468,42,e00fce6835b6173deb1a1f49,2022-08-03 06:20:59.077000+00:00,2022-08-03T06:20:59.324Z,2022-08-03T06:20:59.324Z
tx6K0dGvvG,MOOSPMPSParser,1659507660,1.05,1.05,1.7,2.47,0.33,1.97,2.1,3.22,0.35,2.17,394.17,111.28,336259.38,22.68,13.34,3.37,13.56,13.6,1.2,0.33,13.61,0.55,16.4,84.1,25.919,42,e00fce68f8f5a1da595c7249,2022-08-03 06:21:00.011000+00:00,2022-08-03T06:21:00.248Z,2022-08-03T06:21:00.248Z
YLmEjBt0yz,MOOSPMPSParser,1659508261,1.65,1.65,1.57,2.03,0.24,1.66,1.66,2.26,0.24,1.66,451.64,128.45,200260.19,9.86,12.51,0.56,12.54,12.54,0.26,0.17,12.55,0.47,13.8,84.1,21.329,42,e00fce68a145996ae3d821b8,2022-08-03 06:30:58.628000+00:00,2022-08-03T06:30:58.854Z,2022-08-03T06:30:58.854Z
Smf7qWVQOJ,MOOSPMPSParser,1659508260,0.06,0.06,0.83,0.31,0.04,0.88,0.88,0.4,0.04,0.88,328.02,88.68,285758.88,7.67,6.6,0.51,6.62,6.62,0.13,0.04,6.62,0.47,13.3,68.6,14.807,42,e00fce6835b6173deb1a1f49,2022-08-03 06:30:59.077000+00:00,2022-08-03T06:30:59.389Z,2022-08-03T06:30:59.389Z
