objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
hOAASBiB2B,MOOSPMPSParser,1663693441,1.3,1.3,1.37,2.06,0.23,1.45,1.45,2.56,0.38,1.45,443.75,124.66,113041.76,14.94,10.9,1.84,10.93,10.94,0.46,0.29,10.94,0.46,26.2,28.5,37.656,43,e00fce6856818e5885f65487,2022-09-20 17:04:02.126000+00:00,2022-09-20T17:04:02.352Z,2022-09-20T17:04:02.352Z
EAXsygFju8,MOOSPMPSParser,1663693561,1.81,1.81,2.47,3.7,0.42,2.97,3.25,4.99,0.54,3.41,535.09,148.31,4245.92,31.52,19.27,5.26,19.71,19.79,2.22,0.17,19.81,0.61,26.4,39.2,0.22,42,e00fce68f8f5a1da595c7249,2022-09-20 17:06:01.472000+00:00,2022-09-20T17:06:01.713Z,2022-09-20T17:06:01.713Z
qSSporMW1Q,MOOSPMPSParser,1663693561,1.18,1.18,0.0,2.56,0.29,0.0,0.0,3.31,0.32,0.0,615.21,165.12,0.0,27.75,0.0,3.12,0.0,0.0,0.96,0.4,0.0,0.0,0.0,0.0,113.706,42,e00fce6835b6173deb1a1f49,2022-09-20 17:06:01.848000+00:00,2022-09-20T17:06:02.099Z,2022-09-20T17:06:02.099Z
T9PJbPtQu7,MOOSPMPSParser,1663693681,1.18,1.18,1.42,1.53,0.14,1.52,1.53,1.9,0.17,1.53,447.96,127.89,65500.5,9.76,11.31,0.66,11.36,11.36,0.49,0.17,11.36,0.52,28.6,23.6,27.38,42,e00fce68a145996ae3d821b8,2022-09-20 17:07:59.242000+00:00,2022-09-20T17:07:59.440Z,2022-09-20T17:07:59.440Z
HwERWay3Vi,MOOSPMPSParser,1663694041,1.05,1.05,1.17,1.85,0.14,1.24,1.24,2.11,0.22,1.24,410.4,114.64,113137.11,12.84,9.33,1.42,9.35,9.36,0.33,0.24,9.36,0.44,27.3,26.8,38.984,43,e00fce6856818e5885f65487,2022-09-20 17:14:02.038000+00:00,2022-09-20T17:14:02.253Z,2022-09-20T17:14:02.253Z
67NhF7iF9f,MOOSPMPSParser,1663694161,1.69,1.69,2.1,3.46,0.26,2.64,2.98,4.22,0.26,3.17,480.39,135.49,4399.76,28.24,16.21,3.55,16.71,16.8,1.24,0.27,16.83,0.65,26.6,39.0,0.213,42,e00fce68f8f5a1da595c7249,2022-09-20 17:16:01.779000+00:00,2022-09-20T17:16:02.002Z,2022-09-20T17:16:02.002Z
A7R0HsBusP,MOOSPMPSParser,1663694161,1.11,1.11,0.0,2.32,0.21,0.0,0.0,3.08,0.26,0.0,568.05,151.41,0.0,24.64,0.0,2.76,0.0,0.0,0.89,0.6,0.0,0.0,0.0,0.0,112.776,42,e00fce6835b6173deb1a1f49,2022-09-20 17:16:01.871000+00:00,2022-09-20T17:16:02.112Z,2022-09-20T17:16:02.112Z
GnaTCpmarT,MOOSPMPSParser,1663694281,0.79,0.79,1.41,1.18,0.16,1.49,1.49,1.45,0.21,1.49,411.24,115.67,65593.79,9.75,11.2,0.58,11.22,11.23,0.23,0.17,11.23,0.47,29.5,25.3,28.428,42,e00fce68a145996ae3d821b8,2022-09-20 17:17:59.303000+00:00,2022-09-20T17:17:59.511Z,2022-09-20T17:17:59.511Z
VIGy6kANs1,MOOSPMPSParser,1663694641,0.94,0.94,1.28,1.71,0.17,1.35,1.35,2.14,0.24,1.35,412.27,115.76,113224.59,11.42,10.18,1.57,10.2,10.21,0.61,0.36,10.21,0.44,28.7,24.8,37.698,43,e00fce6856818e5885f65487,2022-09-20 17:24:02.073000+00:00,2022-09-20T17:24:02.255Z,2022-09-20T17:24:02.255Z
D2CsYXyvBo,MOOSPMPSParser,1663694761,1.76,1.76,2.02,3.41,0.3,2.53,2.85,4.24,0.36,3.02,467.09,131.54,4539.76,27.43,15.6,4.22,16.07,16.15,1.28,0.43,16.17,0.66,26.7,38.8,0.215,42,e00fce68f8f5a1da595c7249,2022-09-20 17:26:01.810000+00:00,2022-09-20T17:26:02.018Z,2022-09-20T17:26:02.018Z
MJAbEQ8lif,MOOSPMPSParser,1663694761,0.69,0.69,0.0,1.93,0.17,0.0,0.0,3.0,0.44,0.0,548.82,148.7,0.0,26.18,0.0,3.15,0.0,0.0,1.42,0.66,0.0,0.0,0.0,0.0,112.269,42,e00fce6835b6173deb1a1f49,2022-09-20 17:26:01.898000+00:00,2022-09-20T17:26:02.066Z,2022-09-20T17:26:02.066Z
aGm56BNl70,MOOSPMPSParser,1663694881,0.88,0.88,1.66,1.44,0.18,1.76,1.76,1.65,0.21,1.76,428.01,115.33,65694.52,10.6,13.24,0.6,13.28,13.28,0.31,0.14,13.28,0.48,30.1,23.9,28.473,42,e00fce68a145996ae3d821b8,2022-09-20 17:27:59.236000+00:00,2022-09-20T17:27:59.512Z,2022-09-20T17:27:59.512Z
ahz9g94XLJ,MOOSPMPSParser,1663695241,1.13,1.13,1.52,1.86,0.3,1.65,1.68,2.28,0.39,1.7,441.56,125.11,113326.86,14.45,12.09,1.48,12.16,12.16,0.61,0.34,12.17,0.5,30.4,22.6,39.37,43,e00fce6856818e5885f65487,2022-09-20 17:34:02.046000+00:00,2022-09-20T17:34:02.221Z,2022-09-20T17:34:02.221Z
4rgAyneB4L,MOOSPMPSParser,1663695361,1.27,1.27,1.94,2.72,0.21,2.33,2.55,4.17,0.27,2.68,435.52,123.12,4665.81,26.65,15.08,4.04,15.43,15.49,2.23,0.93,15.5,0.63,26.8,38.7,0.223,42,e00fce68f8f5a1da595c7249,2022-09-20 17:36:01.436000+00:00,2022-09-20T17:36:01.660Z,2022-09-20T17:36:01.660Z
IouKMHCDmL,MOOSPMPSParser,1663695361,0.78,0.78,0.0,1.75,0.15,0.0,0.0,2.37,0.22,0.0,503.09,134.55,0.0,20.85,0.0,2.21,0.0,0.0,0.93,0.58,0.0,0.0,0.0,0.0,111.604,42,e00fce6835b6173deb1a1f49,2022-09-20 17:36:01.721000+00:00,2022-09-20T17:36:01.955Z,2022-09-20T17:36:01.955Z
a2lDVUjCU5,MOOSPMPSParser,1663695481,1.31,1.31,1.51,1.78,0.15,1.6,1.6,2.1,0.15,1.61,452.87,127.5,65801.55,13.38,11.99,0.82,12.03,12.03,0.38,0.3,12.03,0.51,30.6,23.5,28.111,42,e00fce68a145996ae3d821b8,2022-09-20 17:37:59.748000+00:00,2022-09-20T17:37:59.973Z,2022-09-20T17:37:59.973Z
scaaHgz50w,MOOSPMPSParser,1663695841,1.36,1.36,1.71,2.21,0.23,1.81,1.81,2.47,0.27,1.81,449.63,129.94,113436.97,15.5,13.63,1.42,13.67,13.67,0.25,0.25,13.67,0.48,32.0,23.0,37.906,43,e00fce6856818e5885f65487,2022-09-20 17:44:02.053000+00:00,2022-09-20T17:44:02.232Z,2022-09-20T17:44:02.232Z
aGcZ8AVUI5,MOOSPMPSParser,1663695961,0.68,0.68,0.0,1.68,0.17,0.0,0.0,2.08,0.2,0.0,490.02,129.1,0.0,21.47,0.0,2.53,0.0,0.0,0.54,0.35,0.0,0.0,0.0,0.0,110.94,42,e00fce6835b6173deb1a1f49,2022-09-20 17:46:01.710000+00:00,2022-09-20T17:46:01.915Z,2022-09-20T17:46:01.915Z
LqxKoh8EPO,MOOSPMPSParser,1663695961,1.08,1.08,1.9,2.32,0.2,2.21,2.37,3.17,0.34,2.46,413.04,113.94,4786.51,23.01,14.85,3.35,15.11,15.16,1.29,0.44,15.17,0.58,26.9,38.5,0.359,42,e00fce68f8f5a1da595c7249,2022-09-20 17:46:01.901000+00:00,2022-09-20T17:46:02.136Z,2022-09-20T17:46:02.136Z
