objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
geCU0PKGje,MOOSPMPSParser,1659272521,1.79,1.79,2.18,2.86,0.25,2.31,2.31,3.03,0.26,2.31,652.18,174.81,232006.55,24.05,17.39,1.38,17.44,17.44,0.28,0.06,17.44,0.47,9.2,78.7,12.9,42,e00fce6835b6173deb1a1f49,2022-07-31 13:01:57.719000+00:00,2022-07-31T13:01:57.938Z,2022-07-31T13:01:57.938Z
og4ZC4QgjA,MOOSPMPSParser,1659272641,4.05,4.05,3.36,5.93,0.51,3.55,3.55,6.46,0.63,3.55,828.12,241.86,131065.23,26.28,26.73,1.4,26.8,26.81,0.58,0.34,26.81,0.45,11.0,75.9,9.361,42,e00fce68a145996ae3d821b8,2022-07-31 13:04:00.844000+00:00,2022-07-31T13:04:01.064Z,2022-07-31T13:04:01.064Z
rCe5wLKBpV,MOOSPMPSParser,1659272701,3.12,3.12,2.74,5.43,0.46,2.89,2.89,5.87,0.5,2.89,748.42,208.48,280393.34,40.19,21.77,4.01,21.84,21.85,0.6,0.0,21.85,0.44,11.5,82.9,11.077,42,e00fce68f8f5a1da595c7249,2022-07-31 13:04:59.865000+00:00,2022-07-31T13:05:00.052Z,2022-07-31T13:05:00.052Z
nQVZmZuqE2,MOOSPMPSParser,1659273121,1.65,1.65,2.15,2.7,0.29,2.27,2.27,2.95,0.29,2.27,632.69,170.52,232163.59,23.44,17.09,1.48,17.14,17.14,0.3,0.08,17.14,0.45,9.6,77.8,13.152,42,e00fce6835b6173deb1a1f49,2022-07-31 13:11:57.750000+00:00,2022-07-31T13:11:57.952Z,2022-07-31T13:11:57.952Z
Cya5gCZfYu,MOOSPMPSParser,1659273241,4.91,4.91,3.79,6.58,0.79,4.01,4.01,7.08,0.85,4.01,1480.19,289.74,131312.48,26.97,30.18,1.45,30.26,30.26,0.36,0.17,30.27,0.49,12.3,70.3,11.155,42,e00fce68a145996ae3d821b8,2022-07-31 13:14:00.844000+00:00,2022-07-31T13:14:01.049Z,2022-07-31T13:14:01.049Z
7MmD4JNoHl,MOOSPMPSParser,1659273301,3.54,3.54,3.17,5.81,0.56,3.35,3.35,6.51,0.67,3.35,1078.71,236.35,280607.97,40.74,25.23,3.49,25.31,25.32,1.11,0.35,25.32,0.44,12.7,75.8,12.325,42,e00fce68f8f5a1da595c7249,2022-07-31 13:14:59.822000+00:00,2022-07-31T13:15:00.010Z,2022-07-31T13:15:00.010Z
rfnDE9fXDM,MOOSPMPSParser,1659273721,2.02,2.02,2.51,3.27,0.37,2.66,2.66,3.42,0.37,2.66,685.18,187.02,232323.66,28.96,20.01,1.37,20.06,20.07,0.22,0.09,20.07,0.45,10.2,76.2,12.62,42,e00fce6835b6173deb1a1f49,2022-07-31 13:21:57.719000+00:00,2022-07-31T13:21:57.884Z,2022-07-31T13:21:57.884Z
yh7jwVtJ7F,MOOSPMPSParser,1659273841,5.38,5.38,3.85,7.1,0.6,4.11,4.15,7.55,0.65,4.17,1259.2,308.77,131564.23,27.65,30.56,1.21,30.68,30.7,0.42,0.25,30.7,0.51,12.1,71.3,11.721,42,e00fce68a145996ae3d821b8,2022-07-31 13:24:00.870000+00:00,2022-07-31T13:24:01.105Z,2022-07-31T13:24:01.105Z
TDqiTSzQ6N,MOOSPMPSParser,1659273901,3.01,3.01,3.13,5.22,0.58,3.31,3.31,5.62,0.64,3.31,745.3,209.14,280829.66,38.28,24.94,3.48,25.01,25.02,0.68,0.08,25.02,0.45,13.1,74.9,13.231,42,e00fce68f8f5a1da595c7249,2022-07-31 13:24:59.904000+00:00,2022-07-31T13:25:00.212Z,2022-07-31T13:25:00.212Z
lXCLGGLzUg,MOOSPMPSParser,1659274321,1.93,1.93,2.42,3.17,0.33,2.55,2.55,3.3,0.36,2.55,740.22,200.7,232484.69,27.5,19.23,1.76,19.28,19.28,0.17,0.04,19.29,0.47,10.8,74.2,13.154,42,e00fce6835b6173deb1a1f49,2022-07-31 13:31:57.719000+00:00,2022-07-31T13:31:57.927Z,2022-07-31T13:31:57.927Z
02HeczgX0j,MOOSPMPSParser,1659274441,3.96,3.96,3.58,5.54,0.53,3.79,3.79,6.35,0.7,3.79,845.18,242.43,131809.08,29.53,28.52,1.67,28.59,28.6,0.69,0.47,28.6,0.48,12.2,71.0,10.307,42,e00fce68a145996ae3d821b8,2022-07-31 13:34:00.845000+00:00,2022-07-31T13:34:01.032Z,2022-07-31T13:34:01.032Z
lpMPBrWYmi,MOOSPMPSParser,1659274501,3.02,3.02,3.05,5.09,0.6,3.23,3.23,5.58,0.69,3.23,740.79,208.82,281046.97,37.48,24.27,3.35,24.34,24.35,0.78,0.17,24.36,0.44,13.8,71.8,13.436,42,e00fce68f8f5a1da595c7249,2022-07-31 13:34:59.869000+00:00,2022-07-31T13:35:00.062Z,2022-07-31T13:35:00.062Z
mdbBreXo6y,MOOSPMPSParser,1659274921,1.84,1.84,2.29,3.07,0.39,2.42,2.42,3.31,0.4,2.42,731.77,192.24,232648.36,27.6,18.2,1.74,18.25,18.25,0.26,0.09,18.25,0.47,11.5,71.7,12.825,42,e00fce6835b6173deb1a1f49,2022-07-31 13:41:57.742000+00:00,2022-07-31T13:41:57.944Z,2022-07-31T13:41:57.944Z
tLqP6GqeqF,MOOSPMPSParser,1659275041,4.2,4.2,3.59,5.69,0.62,3.79,3.79,6.64,0.62,3.79,864.75,252.61,132056.81,27.65,28.54,1.48,28.62,28.63,0.55,0.39,28.63,0.5,13.0,68.6,10.903,42,e00fce68a145996ae3d821b8,2022-07-31 13:44:00.844000+00:00,2022-07-31T13:44:01.072Z,2022-07-31T13:44:01.072Z
zuK7mJCAi1,MOOSPMPSParser,1659275101,3.18,3.18,3.14,5.33,0.63,3.32,3.32,5.6,0.67,3.32,753.85,212.21,281289.56,40.47,24.98,2.77,25.06,25.07,0.49,0.0,25.07,0.45,14.8,70.0,14.234,42,e00fce68f8f5a1da595c7249,2022-07-31 13:44:59.817000+00:00,2022-07-31T13:45:00.022Z,2022-07-31T13:45:00.022Z
6JMd9493sS,MOOSPMPSParser,1659275521,1.86,1.86,2.3,3.15,0.27,2.44,2.44,3.24,0.27,2.44,740.51,195.94,232820.91,29.21,18.32,1.44,18.37,18.37,0.16,0.04,18.38,0.49,12.6,68.8,13.5,42,e00fce6835b6173deb1a1f49,2022-07-31 13:51:57.736000+00:00,2022-07-31T13:51:57.938Z,2022-07-31T13:51:57.938Z
ZHeo9KEyud,MOOSPMPSParser,1659275641,5.15,5.15,2.99,6.31,0.5,3.16,3.16,7.21,0.54,3.16,1454.65,305.07,132288.42,25.38,23.78,1.65,23.84,23.84,0.72,0.55,23.85,0.45,14.6,61.6,13.431,42,e00fce68a145996ae3d821b8,2022-07-31 13:54:00.764000+00:00,2022-07-31T13:54:00.962Z,2022-07-31T13:54:00.962Z
NkY1XTQWGO,MOOSPMPSParser,1659275701,3.33,3.33,3.0,5.49,0.55,3.17,3.17,6.36,0.71,3.17,769.31,214.88,281499.5,37.27,23.88,4.49,23.95,23.96,1.54,0.17,23.97,0.43,15.1,68.3,13.708,42,e00fce68f8f5a1da595c7249,2022-07-31 13:55:01.469000+00:00,2022-07-31T13:55:01.650Z,2022-07-31T13:55:01.650Z
