objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
PJjmrsFVbQ,MOOSPMPSParser,1684072800,39.31,29.81,21.23,55.61,43.71,22.45,22.45,57.43,52.32,22.45,7572.68,2055.67,55107.43,345.72,169.03,22.43,169.46,169.5,2.42,1.01,169.54,0.45,18.4,78.5,7.459,42,e00fce68f8f5a1da595c7249,2023-05-14 14:00:01.042000+00:00,2023-05-14T14:00:01.348Z,2023-05-14T14:00:01.348Z
JFKAOdIkz9,MOOSPMPSParser,1684073281,20.64,20.43,10.78,25.08,25.08,11.4,11.4,26.58,26.58,11.4,3515.96,1018.72,617435.62,112.88,85.78,4.29,86.0,86.03,1.69,0.83,86.04,0.44,20.4,67.4,6.019,42,e00fce68a145996ae3d821b8,2023-05-14 14:08:01.907000+00:00,2023-05-14T14:08:02.101Z,2023-05-14T14:08:02.101Z
RGyFuQ8YwQ,MOOSPMPSParser,1684073400,39.04,29.66,22.58,54.91,43.36,23.88,23.88,56.54,51.88,23.88,7589.97,2041.21,56630.95,340.0,179.77,20.53,180.23,180.28,2.16,0.78,180.32,0.43,19.1,76.4,8.248,42,e00fce68f8f5a1da595c7249,2023-05-14 14:10:01.286000+00:00,2023-05-14T14:10:01.474Z,2023-05-14T14:10:01.474Z
T32rHkvYve,MOOSPMPSParser,1684073881,19.92,19.77,9.4,24.47,24.47,9.94,9.94,25.9,25.9,9.94,3459.83,1002.32,618164.69,106.98,74.86,4.26,75.05,75.07,1.39,0.83,75.09,0.45,20.8,64.9,7.414,42,e00fce68a145996ae3d821b8,2023-05-14 14:18:01.837000+00:00,2023-05-14T14:18:02.068Z,2023-05-14T14:18:02.068Z
RzeKORQVmA,MOOSPMPSParser,1684074000,39.38,29.78,23.23,56.14,43.9,24.56,24.56,58.09,52.75,24.56,7673.47,2063.92,58203.04,346.78,184.92,24.37,185.39,185.44,2.48,0.88,185.48,0.44,19.6,76.6,8.943,42,e00fce68f8f5a1da595c7249,2023-05-14 14:20:00.985000+00:00,2023-05-14T14:20:01.168Z,2023-05-14T14:20:01.168Z
RNyKuZ8dbq,MOOSPMPSParser,1684074481,18.48,18.43,9.99,22.43,22.43,10.57,10.57,23.29,23.29,10.57,3305.56,955.71,618841.25,95.12,79.54,3.02,79.74,79.77,0.7,0.47,79.78,0.43,21.4,62.9,10.073,42,e00fce68a145996ae3d821b8,2023-05-14 14:28:01.845000+00:00,2023-05-14T14:28:02.029Z,2023-05-14T14:28:02.029Z
1cOD3RtHHb,MOOSPMPSParser,1684074600,41.57,30.72,24.42,58.78,45.01,25.82,25.82,60.61,54.27,25.82,8029.88,2165.03,59822.44,361.81,194.41,22.93,194.9,194.95,2.19,0.71,194.99,0.44,19.9,75.6,8.472,42,e00fce68f8f5a1da595c7249,2023-05-14 14:30:01.222000+00:00,2023-05-14T14:30:05.681Z,2023-05-14T14:30:05.681Z
EGW5wYbQ7b,MOOSPMPSParser,1684075081,19.15,19.1,10.31,23.12,23.12,10.91,10.91,24.62,24.62,10.91,3449.39,997.68,619551.31,100.69,82.1,4.07,82.31,82.33,1.43,0.8,82.35,0.45,22.3,59.5,11.516,42,e00fce68a145996ae3d821b8,2023-05-14 14:38:01.993000+00:00,2023-05-14T14:38:02.187Z,2023-05-14T14:38:02.187Z
TVxtWEs6KQ,MOOSPMPSParser,1684075200,44.02,31.65,23.71,61.93,46.23,25.07,25.07,63.83,56.03,25.07,8506.21,2293.47,61507.25,386.97,188.71,23.81,189.19,189.24,2.68,0.67,189.28,0.43,20.4,74.2,8.285,42,e00fce68f8f5a1da595c7249,2023-05-14 14:40:01.220000+00:00,2023-05-14T14:40:01.428Z,2023-05-14T14:40:01.428Z
K1zO9hagSf,MOOSPMPSParser,1684075681,19.53,19.36,10.03,23.72,23.72,10.61,10.61,25.27,25.27,10.61,3483.06,1011.89,620244.38,107.88,79.85,3.96,80.05,80.07,1.59,0.93,80.09,0.43,22.8,58.3,12.948,42,e00fce68a145996ae3d821b8,2023-05-14 14:48:02.066000+00:00,2023-05-14T14:48:02.240Z,2023-05-14T14:48:02.240Z
6N2iRf8zIj,MOOSPMPSParser,1684075800,44.36,31.81,23.9,62.31,46.41,25.28,25.28,64.05,56.13,25.28,8590.54,2315.95,63221.8,377.86,190.3,22.64,190.78,190.83,2.28,1.01,190.87,0.42,21.1,72.9,8.913,42,e00fce68f8f5a1da595c7249,2023-05-14 14:50:01.211000+00:00,2023-05-14T14:50:01.429Z,2023-05-14T14:50:01.429Z
cx0spuXAxY,MOOSPMPSParser,1684076281,20.15,19.83,10.52,24.25,24.25,11.13,11.13,25.27,25.27,11.13,3588.08,1041.35,620974.69,104.95,83.78,3.31,83.99,84.02,1.12,0.59,84.03,0.44,23.6,57.7,13.57,42,e00fce68a145996ae3d821b8,2023-05-14 14:58:01.838000+00:00,2023-05-14T14:58:02.037Z,2023-05-14T14:58:02.037Z
