objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
Xogx1W9v0d,MOOSPMPSParser,1687140301,0.1,0.1,1.23,0.45,0.45,2.06,2.69,0.82,0.82,3.0,301.62,78.13,2297.42,12.13,8.93,1.8,9.71,9.82,0.59,0.34,9.83,0.81,30.1,36.4,38.955,42,e00fce68f8f5a1da595c7249,2023-06-19 02:05:03.384000+00:00,2023-06-19T02:05:03.583Z,2023-06-19T02:05:03.583Z
RPIv0hmo7R,MOOSPMPSParser,1687140361,0.36,0.36,1.44,0.88,0.88,2.81,3.87,1.6,1.6,4.4,251.96,73.46,2185698.25,11.85,10.01,1.49,11.32,11.51,0.85,0.5,11.53,0.92,29.8,35.7,27.486,42,e00fce68a145996ae3d821b8,2023-06-19 02:05:58.719000+00:00,2023-06-19T02:05:58.944Z,2023-06-19T02:05:58.944Z
8aOacv8Jt1,MOOSPMPSParser,1687140901,0.04,0.04,1.37,0.7,0.7,2.25,2.91,1.61,1.61,3.24,326.29,84.58,2372.08,17.05,10.02,3.32,10.84,10.96,1.22,0.7,10.97,0.8,29.6,37.6,40.648,42,e00fce68f8f5a1da595c7249,2023-06-19 02:15:03.372000+00:00,2023-06-19T02:15:03.561Z,2023-06-19T02:15:03.561Z
tdbWQfpBEW,MOOSPMPSParser,1687140961,0.35,0.35,1.68,0.93,0.93,3.04,4.07,1.55,1.55,4.59,259.3,73.43,2185782.25,11.85,11.95,1.81,13.23,13.42,0.53,0.32,13.43,0.89,29.5,37.1,28.349,42,e00fce68a145996ae3d821b8,2023-06-19 02:15:58.980000+00:00,2023-06-19T02:15:59.177Z,2023-06-19T02:15:59.177Z
NgveJeK4Gx,MOOSPMPSParser,1687141501,0.04,0.04,1.59,0.54,0.54,2.41,3.01,1.59,1.59,3.3,297.66,80.22,2454.33,16.25,11.84,2.88,12.59,12.7,1.45,0.92,12.71,0.77,29.2,39.0,39.992,42,e00fce68f8f5a1da595c7249,2023-06-19 02:25:03.290000+00:00,2023-06-19T02:25:03.506Z,2023-06-19T02:25:03.506Z
HrjCuBAmj4,MOOSPMPSParser,1687141561,0.53,0.53,1.68,1.09,1.09,3.11,4.2,1.92,1.92,4.74,278.6,81.87,2185881.5,12.94,11.87,1.9,13.22,13.42,1.0,0.53,13.43,0.89,29.1,37.4,28.086,42,e00fce68a145996ae3d821b8,2023-06-19 02:25:58.721000+00:00,2023-06-19T02:25:58.898Z,2023-06-19T02:25:58.898Z
pnw9exV5P3,MOOSPMPSParser,1687142101,0.14,0.14,1.43,0.65,0.65,2.23,2.83,1.15,1.15,3.12,344.66,88.89,2539.62,16.3,10.56,2.05,11.3,11.41,0.68,0.31,11.42,0.76,28.8,40.4,39.753,42,e00fce68f8f5a1da595c7249,2023-06-19 02:35:03.146000+00:00,2023-06-19T02:35:03.326Z,2023-06-19T02:35:03.326Z
pTIExYrPrR,MOOSPMPSParser,1687142161,0.26,0.26,1.61,0.81,0.81,2.99,4.05,1.21,1.21,4.58,247.12,68.28,2185963.25,9.9,11.34,0.99,12.65,12.85,0.48,0.39,12.86,0.9,28.7,37.5,28.063,42,e00fce68a145996ae3d821b8,2023-06-19 02:35:58.972000+00:00,2023-06-19T02:35:59.187Z,2023-06-19T02:35:59.187Z
4bCyeG6iWY,MOOSPMPSParser,1687142701,0.25,0.25,1.81,1.08,1.08,3.14,4.14,1.84,1.84,4.64,372.28,99.24,2627.63,18.18,13.03,3.2,14.28,14.46,1.07,0.58,14.48,0.82,28.2,39.9,38.979,42,e00fce68f8f5a1da595c7249,2023-06-19 02:45:03.295000+00:00,2023-06-19T02:45:03.556Z,2023-06-19T02:45:03.556Z
r8Yw8bBomR,MOOSPMPSParser,1687142761,0.53,0.53,1.48,1.06,1.06,2.75,3.73,1.8,1.8,4.22,288.45,78.06,2186050.5,13.53,10.39,1.57,11.6,11.78,0.82,0.38,11.79,0.88,28.4,38.4,27.749,42,e00fce68a145996ae3d821b8,2023-06-19 02:45:58.889000+00:00,2023-06-19T02:45:59.091Z,2023-06-19T02:45:59.091Z
NvEK6zMqhA,MOOSPMPSParser,1687143301,0.11,0.11,1.56,0.61,0.61,2.66,3.5,1.16,1.16,3.92,332.63,88.72,2707.83,15.15,11.24,1.76,12.28,12.43,0.77,0.41,12.45,0.83,27.7,41.6,40.062,42,e00fce68f8f5a1da595c7249,2023-06-19 02:55:03.125000+00:00,2023-06-19T02:55:03.302Z,2023-06-19T02:55:03.302Z
EeBvOP3DUC,MOOSPMPSParser,1687143361,0.41,0.41,2.24,0.89,0.89,4.52,6.3,1.45,1.45,7.18,278.72,77.92,2186130.5,13.71,15.41,1.39,17.58,17.9,0.58,0.28,17.93,0.98,27.9,39.7,26.405,42,e00fce68a145996ae3d821b8,2023-06-19 02:55:58.879000+00:00,2023-06-19T02:55:59.131Z,2023-06-19T02:55:59.131Z
