objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
6WvoZrt6oM,MOOSPMPSParser,1657353960,1.92,1.92,1.13,2.59,0.24,1.19,1.19,2.72,0.24,1.19,538.03,150.91,8455.09,12.38,8.98,0.9,9.0,9.0,0.18,0.09,9.0,0.46,18.2,70.1,-125.0,43,e00fce68a145996ae3d821b8,2022-07-09 08:06:01.476000+00:00,2022-07-09T08:06:01.661Z,2022-07-09T08:06:01.661Z
OHb19npdbK,MOOSPMPSParser,1657354201,1.04,1.04,1.1,1.9,0.11,1.16,1.16,2.28,0.12,1.16,435.56,117.72,46238.48,16.78,8.74,1.24,8.77,8.77,0.59,0.25,8.77,0.49,18.7,69.4,25.005,42,e00fce68f8f5a1da595c7249,2022-07-09 08:09:58.835000+00:00,2022-07-09T08:09:59.031Z,2022-07-09T08:09:59.031Z
FK5sNFtq47,MOOSPMPSParser,1657354560,1.81,1.81,1.12,2.44,0.19,1.19,1.19,2.8,0.3,1.19,554.69,157.58,8535.56,11.69,8.93,1.2,8.95,8.96,0.35,0.35,8.96,0.45,18.1,71.4,-125.0,43,e00fce68a145996ae3d821b8,2022-07-09 08:16:01.990000+00:00,2022-07-09T08:16:02.235Z,2022-07-09T08:16:02.235Z
wMqaQijW6k,MOOSPMPSParser,1657354801,1.05,1.05,1.36,1.97,0.17,1.53,1.6,2.14,0.17,1.64,395.74,106.27,46322.99,16.42,10.75,1.4,10.88,10.9,0.25,0.18,10.91,0.53,19.1,69.1,24.959,42,e00fce68f8f5a1da595c7249,2022-07-09 08:19:58.850000+00:00,2022-07-09T08:19:59.026Z,2022-07-09T08:19:59.026Z
sjNYFIhdQU,MOOSPMPSParser,1657355160,2.16,2.16,1.21,2.83,0.31,1.28,1.28,2.96,0.31,1.28,577.23,161.59,8628.74,12.3,9.64,0.97,9.67,9.67,0.0,0.0,9.67,0.47,18.0,72.8,-125.0,43,e00fce68a145996ae3d821b8,2022-07-09 08:26:01.515000+00:00,2022-07-09T08:26:01.746Z,2022-07-09T08:26:01.746Z
bEhAEku4xL,MOOSPMPSParser,1657355401,1.81,1.81,1.42,2.91,0.22,1.5,1.5,3.21,0.25,1.5,504.38,139.04,46418.2,19.18,11.28,2.59,11.31,11.31,0.48,0.09,11.32,0.48,18.7,71.0,23.057,42,e00fce68f8f5a1da595c7249,2022-07-09 08:29:58.755000+00:00,2022-07-09T08:29:58.959Z,2022-07-09T08:29:58.959Z
OOU6sqXOA9,MOOSPMPSParser,1657355760,2.74,2.74,1.29,3.53,0.35,1.37,1.37,3.84,0.43,1.37,685.03,194.46,8729.36,14.93,10.29,1.82,10.32,10.32,0.26,0.17,10.33,0.44,18.1,73.4,-125.0,43,e00fce68a145996ae3d821b8,2022-07-09 08:36:01.489000+00:00,2022-07-09T08:36:01.689Z,2022-07-09T08:36:01.689Z
KfO9DYt82m,MOOSPMPSParser,1657356001,1.74,1.74,1.38,3.1,0.3,1.46,1.46,3.6,0.37,1.46,522.75,141.61,46514.98,24.08,10.98,2.71,11.01,11.02,0.85,0.28,11.02,0.48,18.8,71.0,22.876,42,e00fce68f8f5a1da595c7249,2022-07-09 08:39:58.778000+00:00,2022-07-09T08:39:58.970Z,2022-07-09T08:39:58.970Z
hYxHhOQZTA,MOOSPMPSParser,1657356360,2.56,2.56,1.25,3.46,0.31,1.32,1.32,3.56,0.31,1.32,651.71,181.95,8817.5,14.81,9.92,1.33,9.95,9.95,0.17,0.09,9.95,0.44,18.2,72.5,-125.0,43,e00fce68a145996ae3d821b8,2022-07-09 08:46:01.501000+00:00,2022-07-09T08:46:01.698Z,2022-07-09T08:46:01.698Z
2XTvn6gZtW,MOOSPMPSParser,1657356601,1.54,1.54,1.52,2.74,0.34,1.6,1.6,3.05,0.34,1.6,513.38,138.43,46611.57,20.07,12.06,1.97,12.1,12.1,0.5,0.17,12.11,0.47,18.9,71.1,25.947,42,e00fce68f8f5a1da595c7249,2022-07-09 08:49:58.757000+00:00,2022-07-09T08:49:58.967Z,2022-07-09T08:49:58.967Z
OZb1SQrk0W,MOOSPMPSParser,1657356960,2.88,2.88,1.65,3.7,0.51,1.74,1.74,3.89,0.51,1.74,691.9,195.81,8923.56,15.37,13.1,1.05,13.14,13.14,0.17,0.17,13.14,0.44,18.1,75.1,-125.0,43,e00fce68a145996ae3d821b8,2022-07-09 08:56:02.038000+00:00,2022-07-09T08:56:02.253Z,2022-07-09T08:56:02.253Z
vrLmhGMhGL,MOOSPMPSParser,1657357201,2.01,2.01,1.7,3.26,0.35,1.8,1.8,3.77,0.35,1.8,572.56,155.73,46720.54,22.28,13.52,2.19,13.56,13.56,0.8,0.27,13.57,0.44,18.5,74.1,23.594,42,e00fce68f8f5a1da595c7249,2022-07-09 08:59:58.859000+00:00,2022-07-09T08:59:59.109Z,2022-07-09T08:59:59.109Z
