objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
kedMNWOCO7,MOOSPMPSParser,1664788140,11.63,11.63,0.0,16.47,1.66,0.0,0.0,17.55,1.82,0.0,2452.94,656.94,0.0,109.25,0.0,6.85,0.0,0.0,1.43,0.68,0.0,0.0,0.0,0.0,15.913,42,e00fce6835b6173deb1a1f49,2022-10-03 09:08:57.338000+00:00,2022-10-03T09:08:57.542Z,2022-10-03T09:08:57.542Z
L56mpTrm5m,MOOSPMPSParser,1664788200,10.52,10.52,7.28,17.26,1.64,7.7,7.7,19.02,1.92,7.7,1998.59,568.73,278816.53,109.92,57.96,13.16,58.13,58.15,2.83,0.59,58.17,0.45,20.1,66.7,18.939,42,e00fce68f8f5a1da595c7249,2022-10-03 09:09:57.770000+00:00,2022-10-03T09:09:57.976Z,2022-10-03T09:09:57.976Z
mfoQseUooC,MOOSPMPSParser,1664788740,12.35,12.35,0.0,17.61,1.95,0.0,0.0,18.69,2.13,0.0,2581.29,694.51,0.0,115.21,0.0,8.17,0.0,0.0,1.39,0.73,0.0,0.0,0.0,0.0,15.279,42,e00fce6835b6173deb1a1f49,2022-10-03 09:18:57.199000+00:00,2022-10-03T09:18:57.384Z,2022-10-03T09:18:57.384Z
oY7IBa8dhG,MOOSPMPSParser,1664788800,10.61,10.61,7.69,17.68,1.69,8.13,8.13,19.51,1.87,8.13,2033.92,574.85,279347.38,111.2,61.19,14.52,61.38,61.4,2.93,0.55,61.41,0.46,19.8,67.7,18.593,42,e00fce68f8f5a1da595c7249,2022-10-03 09:20:00.166000+00:00,2022-10-03T09:20:00.514Z,2022-10-03T09:20:00.514Z
frLM0nSmsT,MOOSPMPSParser,1664789340,12.01,12.01,0.0,17.21,1.8,0.0,0.0,18.39,1.92,0.0,2514.88,677.19,0.0,113.17,0.0,8.01,0.0,0.0,1.59,0.82,0.0,0.0,0.0,0.0,15.183,42,e00fce6835b6173deb1a1f49,2022-10-03 09:28:57.379000+00:00,2022-10-03T09:28:57.636Z,2022-10-03T09:28:57.636Z
KWikApnSbZ,MOOSPMPSParser,1664789400,10.88,10.88,7.7,17.63,1.73,8.14,8.14,19.82,1.76,8.14,2087.39,588.83,279881.16,117.46,61.26,12.27,61.45,61.47,3.3,1.03,61.48,0.46,19.7,68.0,17.978,42,e00fce68f8f5a1da595c7249,2022-10-03 09:29:58.183000+00:00,2022-10-03T09:29:58.403Z,2022-10-03T09:29:58.403Z
oJSmmzLBTA,MOOSPMPSParser,1664789940,11.08,11.08,0.0,15.79,1.49,0.0,0.0,17.04,1.54,0.0,2322.58,622.86,0.0,104.58,0.0,7.72,0.0,0.0,1.61,0.83,0.0,0.0,0.0,0.0,14.458,42,e00fce6835b6173deb1a1f49,2022-10-03 09:38:57.309000+00:00,2022-10-03T09:38:57.625Z,2022-10-03T09:38:57.625Z
5F49aBrBpy,MOOSPMPSParser,1664790000,9.45,9.45,6.34,14.72,1.6,6.78,6.83,16.83,1.81,6.86,1814.71,508.63,280343.19,92.94,50.39,9.75,50.62,50.65,3.23,0.98,50.66,0.5,19.7,68.0,16.902,42,e00fce68f8f5a1da595c7249,2022-10-03 09:39:57.774000+00:00,2022-10-03T09:39:57.991Z,2022-10-03T09:39:57.991Z
xuJJ8FAFic,MOOSPMPSParser,1664790540,10.29,10.29,0.0,14.39,1.44,0.0,0.0,15.5,1.49,0.0,2214.9,593.13,0.0,92.24,0.0,5.22,0.0,0.0,1.72,0.84,0.0,0.0,0.0,0.0,12.316,42,e00fce6835b6173deb1a1f49,2022-10-03 09:48:57.205000+00:00,2022-10-03T09:48:57.394Z,2022-10-03T09:48:57.394Z
sFa50utQjz,MOOSPMPSParser,1664790600,8.94,8.94,6.14,14.14,1.3,6.49,6.49,15.97,1.83,6.49,1733.04,485.85,280784.81,90.0,48.82,10.38,48.97,48.99,2.72,0.97,49.0,0.45,19.4,68.4,14.93,42,e00fce68f8f5a1da595c7249,2022-10-03 09:49:57.619000+00:00,2022-10-03T09:49:57.864Z,2022-10-03T09:49:57.864Z
gFhdbqtXfG,MOOSPMPSParser,1664791140,9.54,9.54,0.0,13.85,1.3,0.0,0.0,15.25,1.39,0.0,2101.74,564.68,0.0,91.77,0.0,7.39,0.0,0.0,1.8,0.64,0.0,0.0,0.0,0.0,13.217,42,e00fce6835b6173deb1a1f49,2022-10-03 09:58:57.200000+00:00,2022-10-03T09:58:57.385Z,2022-10-03T09:58:57.385Z
W3kE7Nr1gN,MOOSPMPSParser,1664791200,8.5,8.5,5.63,13.89,1.3,5.95,5.95,15.79,1.43,5.95,1670.51,472.8,281214.62,90.1,44.8,11.15,44.94,44.95,2.98,0.8,44.96,0.48,19.0,69.6,15.775,42,e00fce68f8f5a1da595c7249,2022-10-03 09:59:57.679000+00:00,2022-10-03T09:59:57.871Z,2022-10-03T09:59:57.871Z
