objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
1XhgdFaGhq,MOOSPMPSParser,1665673621,15.18,15.18,13.47,27.28,2.97,14.24,14.24,30.27,3.48,14.24,2881.58,814.94,1312466.88,176.04,107.17,23.85,107.5,107.53,4.62,1.35,107.56,0.48,18.5,57.8,19.708,42,e00fce68f8f5a1da595c7249,2022-10-13 15:07:02.040000+00:00,2022-10-13T15:07:02.237Z,2022-10-13T15:07:02.237Z
qT3UMzBoRq,MOOSPMPSParser,1665673741,17.56,17.54,0.0,26.61,2.73,0.0,0.0,28.07,3.07,0.0,3619.9,976.77,0.0,181.45,0.0,14.42,0.0,0.0,1.83,0.81,0.0,0.0,0.0,0.0,17.506,42,e00fce6835b6173deb1a1f49,2022-10-13 15:09:01.594000+00:00,2022-10-13T15:09:01.793Z,2022-10-13T15:09:01.793Z
ZwiYP7dfGo,MOOSPMPSParser,1665674221,17.38,17.35,14.06,29.56,2.91,14.86,14.86,32.69,3.21,14.86,3196.69,905.39,1313416.75,190.44,111.84,21.79,112.18,112.21,4.99,1.04,112.24,0.49,18.8,56.7,17.375,42,e00fce68f8f5a1da595c7249,2022-10-13 15:17:01.805000+00:00,2022-10-13T15:17:01.989Z,2022-10-13T15:17:01.989Z
VSIDGGsDXS,MOOSPMPSParser,1665674341,19.64,19.4,0.0,29.52,2.85,0.0,0.0,31.24,3.04,0.0,4006.93,1083.16,0.0,196.42,0.0,15.36,0.0,0.0,2.23,0.89,0.0,0.0,0.0,0.0,15.087,42,e00fce6835b6173deb1a1f49,2022-10-13 15:19:01.695000+00:00,2022-10-13T15:19:01.942Z,2022-10-13T15:19:01.942Z
LHpRj6n6ZT,MOOSPMPSParser,1665674821,18.07,18.01,15.27,33.14,3.39,16.14,16.14,36.34,4.11,16.14,3390.89,962.55,1314420.88,206.5,121.47,31.84,121.84,121.88,4.84,1.54,121.9,0.48,19.3,55.9,15.233,42,e00fce68f8f5a1da595c7249,2022-10-13 15:27:01.851000+00:00,2022-10-13T15:27:02.038Z,2022-10-13T15:27:02.038Z
OlGXODbzJx,MOOSPMPSParser,1665674941,20.44,19.88,0.0,30.72,3.0,0.0,0.0,32.79,3.24,0.0,4189.05,1131.35,0.0,200.76,0.0,16.56,0.0,0.0,2.82,1.32,0.0,0.0,0.0,0.0,12.617,42,e00fce6835b6173deb1a1f49,2022-10-13 15:29:01.859000+00:00,2022-10-13T15:29:02.078Z,2022-10-13T15:29:02.078Z
GAE26OEYIP,MOOSPMPSParser,1665675421,19.05,18.93,15.2,33.04,3.13,16.07,16.07,36.82,3.76,16.07,3488.59,988.07,1315468.12,210.81,120.92,28.3,121.29,121.33,6.15,1.18,121.35,0.47,19.4,55.8,12.731,42,e00fce68f8f5a1da595c7249,2022-10-13 15:37:01.937000+00:00,2022-10-13T15:37:02.137Z,2022-10-13T15:37:02.137Z
O60AMLAw2s,MOOSPMPSParser,1665675541,21.37,20.47,0.0,32.31,3.16,0.0,0.0,34.54,3.62,0.0,4381.65,1179.87,0.0,214.09,0.0,17.8,0.0,0.0,3.08,1.16,0.0,0.0,0.0,0.0,10.554,42,e00fce6835b6173deb1a1f49,2022-10-13 15:39:01.600000+00:00,2022-10-13T15:39:01.813Z,2022-10-13T15:39:01.813Z
zvwTPpZxar,MOOSPMPSParser,1665676021,19.8,19.44,15.9,34.55,3.24,16.81,16.81,37.98,3.93,16.81,3639.83,1033.61,1316546.25,215.43,126.52,29.47,126.9,126.94,5.24,1.68,126.97,0.46,20.2,54.6,11.527,42,e00fce68f8f5a1da595c7249,2022-10-13 15:47:01.952000+00:00,2022-10-13T15:47:02.121Z,2022-10-13T15:47:02.121Z
RKqkR7MBVG,MOOSPMPSParser,1665676141,21.47,20.56,0.0,33.74,3.06,0.0,0.0,35.94,3.43,0.0,4431.81,1191.19,0.0,225.58,0.0,21.61,0.0,0.0,2.8,1.18,0.0,0.0,0.0,0.0,8.903,42,e00fce6835b6173deb1a1f49,2022-10-13 15:49:01.843000+00:00,2022-10-13T15:49:02.051Z,2022-10-13T15:49:02.051Z
O9DU67HIk4,MOOSPMPSParser,1665676621,19.66,19.32,16.54,34.38,3.42,17.49,17.49,38.78,4.07,17.49,3655.28,1025.28,1317637.38,217.62,131.6,29.15,132.0,132.04,6.94,1.97,132.07,0.47,20.0,55.3,11.669,42,e00fce68f8f5a1da595c7249,2022-10-13 15:57:01.879000+00:00,2022-10-13T15:57:02.122Z,2022-10-13T15:57:02.122Z
0DDAEipZOO,MOOSPMPSParser,1665676741,21.56,20.61,0.0,33.28,3.13,0.0,0.0,35.02,3.36,0.0,4481.5,1200.53,0.0,219.46,0.0,17.84,0.0,0.0,2.45,0.95,0.0,0.0,0.0,0.0,9.57,42,e00fce6835b6173deb1a1f49,2022-10-13 15:59:01.596000+00:00,2022-10-13T15:59:01.812Z,2022-10-13T15:59:01.812Z
