objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
fqejzF6MqZ,MOOSPMPSParser,1666108860,36.75,28.56,36.13,69.42,4.95,38.75,39.19,75.39,6.25,39.43,6592.72,1880.97,2118682.25,460.59,286.87,61.29,288.33,288.53,9.53,1.88,288.62,0.51,19.1,70.4,12.55,42,e00fce68f8f5a1da595c7249,2022-10-18 16:00:57.413000+00:00,2022-10-18T16:00:57.655Z,2022-10-18T16:00:57.655Z
xDgU65tNzq,MOOSPMPSParser,1666108981,40.4,30.23,0.0,67.59,4.83,0.0,0.0,71.2,5.99,0.0,7955.54,2183.25,0.0,482.58,0.0,45.11,0.0,0.0,4.76,1.82,0.0,0.0,0.0,0.0,9.632,42,e00fce6835b6173deb1a1f49,2022-10-18 16:02:56.727000+00:00,2022-10-18T16:02:56.923Z,2022-10-18T16:02:56.923Z
RIqAvD6nAw,MOOSPMPSParser,1666109460,37.51,28.87,36.57,70.03,5.12,39.54,40.23,77.29,6.53,40.61,6758.55,1925.68,2121215.75,469.75,289.98,59.19,291.79,292.05,11.37,2.72,292.16,0.53,19.3,70.4,13.806,42,e00fce68f8f5a1da595c7249,2022-10-18 16:10:57.553000+00:00,2022-10-18T16:10:57.748Z,2022-10-18T16:10:57.748Z
BUzjSbkUPf,MOOSPMPSParser,1666109581,40.18,30.21,0.0,66.6,4.96,0.0,0.0,70.91,6.08,0.0,7893.92,2162.28,0.0,472.44,0.0,46.96,0.0,0.0,5.52,2.36,0.0,0.0,0.0,0.0,11.989,42,e00fce6835b6173deb1a1f49,2022-10-18 16:12:56.819000+00:00,2022-10-18T16:12:57.005Z,2022-10-18T16:12:57.005Z
WUbbMDyVaR,MOOSPMPSParser,1666110060,38.1,29.15,37.19,71.6,5.02,39.97,40.49,78.24,6.39,40.78,6862.92,1955.36,2123764.75,476.33,295.11,61.48,296.71,296.94,10.48,2.28,297.03,0.51,20.0,68.2,14.478,42,e00fce68f8f5a1da595c7249,2022-10-18 16:20:57.543000+00:00,2022-10-18T16:20:57.744Z,2022-10-18T16:20:57.744Z
6QLLuSxzO6,MOOSPMPSParser,1666110181,40.27,30.12,0.0,67.15,4.65,0.0,0.0,71.57,5.79,0.0,7946.7,2178.59,0.0,481.41,0.0,46.08,0.0,0.0,5.73,1.95,0.0,0.0,0.0,0.0,12.894,42,e00fce6835b6173deb1a1f49,2022-10-18 16:22:56.794000+00:00,2022-10-18T16:22:56.992Z,2022-10-18T16:22:56.992Z
RwgGP6QZ35,MOOSPMPSParser,1666110660,36.28,28.33,35.6,69.29,4.61,38.45,39.09,75.54,5.83,39.44,6518.55,1870.66,2126245.75,474.12,282.31,57.94,284.03,284.28,9.67,2.33,284.38,0.52,20.9,65.3,17.207,42,e00fce68f8f5a1da595c7249,2022-10-18 16:30:57.314000+00:00,2022-10-18T16:30:57.492Z,2022-10-18T16:30:57.492Z
Q35IlwoKGO,MOOSPMPSParser,1666110840,37.74,28.91,0.0,63.42,4.4,0.0,0.0,66.38,5.43,0.0,7456.45,2051.68,0.0,456.07,0.0,41.24,0.0,0.0,3.85,1.25,0.0,0.0,0.0,0.0,15.508,42,e00fce6835b6173deb1a1f49,2022-10-18 16:33:55.908000+00:00,2022-10-18T16:33:56.111Z,2022-10-18T16:33:56.111Z
vU4womuDTN,MOOSPMPSParser,1666111260,35.58,27.97,36.12,67.65,4.95,39.05,39.72,74.3,6.29,40.1,6402.16,1832.3,2128682.5,452.15,286.42,59.72,288.2,288.47,10.28,2.56,288.57,0.53,20.9,65.3,17.349,42,e00fce68f8f5a1da595c7249,2022-10-18 16:40:57.541000+00:00,2022-10-18T16:40:57.792Z,2022-10-18T16:40:57.792Z
rtDlsftANw,MOOSPMPSParser,1666111440,37.01,28.64,0.0,61.85,4.61,0.0,0.0,65.56,5.7,0.0,7309.21,2007.42,0.0,444.27,0.0,43.79,0.0,0.0,4.57,1.55,0.0,0.0,0.0,0.0,15.569,42,e00fce6835b6173deb1a1f49,2022-10-18 16:43:55.750000+00:00,2022-10-18T16:43:55.951Z,2022-10-18T16:43:55.951Z
WRA8QfxmlH,MOOSPMPSParser,1666111860,34.59,27.68,34.94,65.88,4.8,37.05,37.14,72.8,6.22,37.18,6267.18,1783.65,2131081.5,457.47,277.92,56.14,278.88,278.99,10.17,2.73,279.06,0.49,21.4,64.0,18.218,42,e00fce68f8f5a1da595c7249,2022-10-18 16:50:57.425000+00:00,2022-10-18T16:50:57.659Z,2022-10-18T16:50:57.659Z
guF10dRjA2,MOOSPMPSParser,1666112040,37.27,28.71,0.0,61.47,4.42,0.0,0.0,65.35,5.45,0.0,7341.43,2011.73,0.0,440.15,0.0,41.15,0.0,0.0,5.39,1.8,0.0,0.0,0.0,0.0,16.603,42,e00fce6835b6173deb1a1f49,2022-10-18 16:53:55.684000+00:00,2022-10-18T16:53:55.934Z,2022-10-18T16:53:55.934Z
