objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
5PL3D9mgF0,MOOSPMPSParser,1664600461,2.85,2.85,0.0,4.78,0.43,0.0,0.0,6.14,0.58,0.0,920.39,242.68,0.0,36.8,0.0,4.71,0.0,0.0,1.58,0.91,0.0,0.0,0.0,0.0,11.495,42,e00fce6835b6173deb1a1f49,2022-10-01 05:01:02.828000+00:00,2022-10-01T05:01:03.046Z,2022-10-01T05:01:03.046Z
qKZvYWhXTh,MOOSPMPSParser,1664600581,3.04,3.04,3.17,5.57,0.59,3.89,4.32,6.98,0.66,4.55,763.35,214.76,159434.41,40.93,24.63,6.25,25.28,25.39,2.29,0.67,25.42,0.59,25.8,44.6,13.588,42,e00fce68f8f5a1da595c7249,2022-10-01 05:03:02.684000+00:00,2022-10-01T05:03:02.892Z,2022-10-01T05:03:02.892Z
waJGXXk1vE,MOOSPMPSParser,1664601061,3.2,3.2,0.0,5.25,0.5,0.0,0.0,6.42,0.63,0.0,986.56,260.22,0.0,40.06,0.0,4.14,0.0,0.0,1.59,0.74,0.0,0.0,0.0,0.0,11.537,42,e00fce6835b6173deb1a1f49,2022-10-01 05:11:02.879000+00:00,2022-10-01T05:11:03.112Z,2022-10-01T05:11:03.112Z
FSsuIWF34g,MOOSPMPSParser,1664601181,3.34,3.34,3.19,5.79,0.62,3.91,4.33,7.31,0.82,4.57,803.84,223.0,159630.92,41.93,24.79,6.32,25.44,25.55,2.41,0.88,25.58,0.6,25.1,47.3,14.871,42,e00fce68f8f5a1da595c7249,2022-10-01 05:13:02.560000+00:00,2022-10-01T05:13:02.739Z,2022-10-01T05:13:02.739Z
VYDF4bBR5e,MOOSPMPSParser,1664601661,4.8,4.8,0.0,7.21,0.77,0.0,0.0,8.64,1.02,0.0,1286.21,334.25,0.0,49.66,0.0,5.47,0.0,0.0,2.19,0.71,0.0,0.0,0.0,0.0,7.178,42,e00fce6835b6173deb1a1f49,2022-10-01 05:21:02.807000+00:00,2022-10-01T05:21:02.988Z,2022-10-01T05:21:02.988Z
WVf0qpEybs,MOOSPMPSParser,1664601781,4.97,4.97,4.6,8.25,1.15,5.45,5.92,11.38,1.54,6.18,1094.1,302.63,159909.66,55.08,35.89,10.49,36.63,36.76,4.82,1.66,36.79,0.6,24.0,51.2,9.384,42,e00fce68f8f5a1da595c7249,2022-10-01 05:23:02.396000+00:00,2022-10-01T05:23:02.624Z,2022-10-01T05:23:02.624Z
FFMF54yCQB,MOOSPMPSParser,1664602320,5.84,5.84,0.0,9.23,0.84,0.0,0.0,11.49,1.13,0.0,1461.71,387.23,0.0,63.56,0.0,8.92,0.0,0.0,3.17,1.41,0.0,0.0,0.0,0.0,6.323,42,e00fce6835b6173deb1a1f49,2022-10-01 05:32:01.700000+00:00,2022-10-01T05:32:01.963Z,2022-10-01T05:32:01.963Z
AqnGzhw7uw,MOOSPMPSParser,1664602381,5.3,5.3,4.99,9.36,0.93,6.95,8.27,13.4,1.42,9.0,1167.01,326.17,160225.39,63.56,37.8,13.19,39.7,40.04,5.98,2.55,40.13,0.69,23.7,53.5,8.467,42,e00fce68f8f5a1da595c7249,2022-10-01 05:33:05.116000+00:00,2022-10-01T05:33:05.313Z,2022-10-01T05:33:05.313Z
1JkR82qbWE,MOOSPMPSParser,1664602920,5.05,5.05,0.0,8.86,0.89,0.0,0.0,11.52,1.11,0.0,1338.75,358.1,0.0,68.37,0.0,10.31,0.0,0.0,3.74,1.76,0.0,0.0,0.0,0.0,3.388,42,e00fce6835b6173deb1a1f49,2022-10-01 05:42:01.692000+00:00,2022-10-01T05:42:01.885Z,2022-10-01T05:42:01.885Z
BVr9HZOEmu,MOOSPMPSParser,1664602981,5.31,5.31,5.36,10.45,1.13,8.62,10.97,15.3,1.47,12.26,1157.29,326.5,160518.11,74.7,39.2,17.94,42.47,43.07,7.22,2.6,43.22,0.79,23.3,55.3,6.286,42,e00fce68f8f5a1da595c7249,2022-10-01 05:43:02.329000+00:00,2022-10-01T05:43:02.517Z,2022-10-01T05:43:02.517Z
PlRbIKWrKG,MOOSPMPSParser,1664603520,5.25,5.25,0.0,8.51,0.92,0.0,0.0,11.06,1.21,0.0,1362.5,364.13,0.0,65.57,0.0,8.44,0.0,0.0,3.67,1.7,0.0,0.0,0.0,0.0,2.831,42,e00fce6835b6173deb1a1f49,2022-10-01 05:52:01.695000+00:00,2022-10-01T05:52:01.920Z,2022-10-01T05:52:01.920Z
tAP9rYYwTM,MOOSPMPSParser,1664603581,5.03,5.03,5.23,9.19,0.98,7.97,9.91,12.94,1.34,10.98,1135.54,316.58,160799.36,66.57,38.8,12.97,41.52,42.02,5.81,1.7,42.14,0.73,23.0,56.7,6.415,42,e00fce68f8f5a1da595c7249,2022-10-01 05:53:02.646000+00:00,2022-10-01T05:53:02.835Z,2022-10-01T05:53:02.835Z
