objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
EiCSBlcM8Z,MOOSPMPSParser,1659733621,2.13,2.13,1.98,3.57,0.26,2.1,2.1,3.79,0.26,2.1,582.57,160.8,448442.88,28.72,15.79,1.66,15.84,15.85,0.43,0.0,15.85,0.42,29.5,30.9,46.34,42,e00fce68f8f5a1da595c7249,2022-08-05 21:07:02.615000+00:00,2022-08-05T21:07:02.850Z,2022-08-05T21:07:02.850Z
TsZnOg5GhD,MOOSPMPSParser,1659733680,3.51,3.51,2.62,4.5,0.39,2.78,2.78,4.91,0.43,2.78,747.48,217.8,291809.72,24.27,20.9,1.19,20.95,20.96,0.36,0.15,20.96,0.5,21.1,51.7,33.538,42,e00fce68a145996ae3d821b8,2022-08-05 21:07:58.376000+00:00,2022-08-05T21:07:58.569Z,2022-08-05T21:07:58.569Z
LdoM38M77t,MOOSPMPSParser,1659733680,1.67,1.67,2.07,2.78,0.28,2.18,2.18,2.8,0.28,2.18,528.08,151.53,593.15,18.31,16.44,1.07,16.48,16.49,0.0,0.0,16.49,0.44,26.5,41.9,0.0,43,e00fce6856818e5885f65487,2022-08-05 21:08:02.636000+00:00,2022-08-05T21:08:02.860Z,2022-08-05T21:08:02.860Z
5pmrfXbxXO,MOOSPMPSParser,1659733800,1.75,1.75,2.36,2.92,0.23,2.49,2.49,3.05,0.23,2.49,703.89,185.27,364257.19,25.04,18.78,1.34,18.83,18.83,0.17,0.08,18.84,0.46,18.5,57.3,24.314,42,e00fce6835b6173deb1a1f49,2022-08-05 21:09:59.396000+00:00,2022-08-05T21:09:59.587Z,2022-08-05T21:09:59.587Z
uR0BR0lOWf,MOOSPMPSParser,1659734221,1.61,1.61,1.54,2.58,0.21,1.63,1.63,3.04,0.26,1.63,454.49,126.23,448573.88,21.49,12.29,1.44,12.33,12.33,0.84,0.08,12.34,0.43,28.6,35.6,44.759,42,e00fce68f8f5a1da595c7249,2022-08-05 21:17:01.096000+00:00,2022-08-05T21:17:01.296Z,2022-08-05T21:17:01.296Z
rAGQ4zyLBI,MOOSPMPSParser,1659734220,1.71,1.71,1.99,2.83,2.83,2.11,2.11,2.83,2.83,2.11,534.81,153.92,13.92,21.46,15.87,0.7,15.91,15.91,0.0,0.0,15.91,0.43,26.6,41.4,-1.645,43,e00fce6856818e5885f65487,2022-08-05 21:17:03.469000+00:00,2022-08-05T21:17:03.688Z,2022-08-05T21:17:03.688Z
PeTTIqssKX,MOOSPMPSParser,1659734280,3.0,3.0,2.44,3.77,0.33,2.58,2.58,4.17,0.39,2.58,763.62,220.55,291996.88,23.97,19.41,0.85,19.46,19.46,0.39,0.17,19.47,0.49,21.9,45.6,35.651,42,e00fce68a145996ae3d821b8,2022-08-05 21:17:58.362000+00:00,2022-08-05T21:17:58.599Z,2022-08-05T21:17:58.599Z
ppAKBm7b2J,MOOSPMPSParser,1659734280,1.85,1.85,1.68,3.96,3.96,1.78,1.78,3.96,3.96,1.78,604.9,172.65,29.35,29.67,13.36,1.54,13.4,13.4,0.0,0.0,13.4,0.43,26.6,41.2,0.0,43,e00fce6856818e5885f65487,2022-08-05 21:18:06.343000+00:00,2022-08-05T21:18:06.656Z,2022-08-05T21:18:06.656Z
oUMyYCI4qX,MOOSPMPSParser,1659734340,1.94,1.94,1.96,3.83,3.83,2.07,2.07,3.83,3.83,2.07,626.88,175.62,43.03,23.9,15.6,1.85,15.63,15.64,0.0,0.0,15.64,0.44,26.6,41.3,0.0,43,e00fce6856818e5885f65487,2022-08-05 21:19:02.994000+00:00,2022-08-05T21:19:03.249Z,2022-08-05T21:19:03.249Z
iiWem3pZPh,MOOSPMPSParser,1659734400,1.39,1.39,1.95,2.53,0.24,2.06,2.06,2.72,0.24,2.06,631.67,163.67,364403.44,26.92,15.53,1.3,15.57,15.57,0.22,0.13,15.57,0.48,18.7,56.9,25.974,42,e00fce6835b6173deb1a1f49,2022-08-05 21:19:59.397000+00:00,2022-08-05T21:19:59.600Z,2022-08-05T21:19:59.600Z
pxubHvDFAq,MOOSPMPSParser,1659734400,1.62,1.62,1.79,2.62,2.62,1.9,1.9,2.62,2.62,1.9,511.08,144.18,55.55,19.7,14.28,1.36,14.31,14.32,0.0,0.0,14.32,0.44,26.6,41.4,0.0,43,e00fce6856818e5885f65487,2022-08-05 21:20:02.961000+00:00,2022-08-05T21:20:03.203Z,2022-08-05T21:20:03.203Z
SccOwHcNWz,MOOSPMPSParser,1659734460,2.04,2.04,1.96,3.38,3.38,2.07,2.07,3.38,3.38,2.07,559.04,165.67,69.24,19.0,15.6,3.62,15.64,15.65,0.0,0.0,15.65,0.43,26.6,41.3,0.0,43,e00fce6856818e5885f65487,2022-08-05 21:21:02.873000+00:00,2022-08-05T21:21:03.096Z,2022-08-05T21:21:03.096Z
L7twunFqwY,MOOSPMPSParser,1659734520,2.27,2.27,2.13,3.8,3.8,2.25,2.25,4.24,4.24,2.25,667.88,189.16,84.12,23.96,16.97,2.43,17.01,17.02,0.78,0.0,17.02,0.43,26.6,41.2,0.0,43,e00fce6856818e5885f65487,2022-08-05 21:22:02.864000+00:00,2022-08-05T21:22:03.092Z,2022-08-05T21:22:03.092Z
nIuK4DLITm,MOOSPMPSParser,1659734580,1.96,1.96,2.0,3.63,3.63,2.12,2.12,3.71,3.71,2.12,597.65,167.92,98.12,24.04,15.96,1.76,16.0,16.0,0.16,0.0,16.01,0.43,26.5,41.4,0.0,43,e00fce6856818e5885f65487,2022-08-05 21:23:03.567000+00:00,2022-08-05T21:23:03.770Z,2022-08-05T21:23:03.770Z
FaXMKhASnd,MOOSPMPSParser,1659734640,2.0,2.0,1.82,3.41,3.41,1.92,1.92,3.41,3.41,1.92,607.76,176.18,110.8,16.2,14.46,3.1,14.49,14.5,0.0,0.0,14.5,0.44,26.5,41.3,0.0,43,e00fce6856818e5885f65487,2022-08-05 21:24:03.463000+00:00,2022-08-05T21:24:03.660Z,2022-08-05T21:24:03.660Z
CuXykmBKqe,MOOSPMPSParser,1659734700,2.16,2.16,1.78,3.41,3.41,1.88,1.88,3.41,3.41,1.88,600.65,178.88,123.23,22.27,14.17,1.96,14.21,14.21,0.0,0.0,14.22,0.44,26.5,41.3,0.0,43,e00fce6856818e5885f65487,2022-08-05 21:25:02.937000+00:00,2022-08-05T21:25:03.120Z,2022-08-05T21:25:03.120Z
6f6CN6g5Me,MOOSPMPSParser,1659734760,1.16,1.16,1.92,2.06,2.06,2.03,2.03,2.06,2.06,2.03,441.53,125.82,136.64,19.8,15.28,0.35,15.32,15.32,0.0,0.0,15.32,0.44,26.5,41.1,0.0,43,e00fce6856818e5885f65487,2022-08-05 21:26:03.467000+00:00,2022-08-05T21:26:03.658Z,2022-08-05T21:26:03.658Z
69RwWg930E,MOOSPMPSParser,1659734821,1.52,1.52,1.72,2.53,0.2,1.82,1.82,2.88,0.2,1.82,426.66,118.2,448696.03,20.29,13.68,1.65,13.72,13.73,0.51,0.34,13.73,0.42,27.8,36.1,45.044,42,e00fce68f8f5a1da595c7249,2022-08-05 21:27:01.162000+00:00,2022-08-05T21:27:01.377Z,2022-08-05T21:27:01.377Z
v0ATvf0P6p,MOOSPMPSParser,1659734820,1.96,1.96,2.03,3.44,3.44,2.14,2.14,3.44,3.44,2.14,569.77,160.67,150.78,24.38,16.13,1.69,16.17,16.17,0.0,0.0,16.18,0.44,26.5,41.1,0.0,43,e00fce6856818e5885f65487,2022-08-05 21:27:02.871000+00:00,2022-08-05T21:27:03.108Z,2022-08-05T21:27:03.108Z
SB9j1vC03S,MOOSPMPSParser,1659734880,3.15,3.15,2.96,4.06,0.45,3.13,3.13,4.5,0.49,3.13,719.45,211.4,292180.78,22.11,23.55,1.15,23.61,23.62,0.38,0.21,23.63,0.47,22.7,47.7,36.692,42,e00fce68a145996ae3d821b8,2022-08-05 21:27:58.376000+00:00,2022-08-05T21:27:58.546Z,2022-08-05T21:27:58.546Z
K9aRBo1gmi,MOOSPMPSParser,1659734880,1.39,1.39,2.19,3.14,3.14,2.31,2.31,3.14,3.14,2.31,533.18,151.71,166.04,23.35,17.39,2.24,17.44,17.44,0.0,0.0,17.45,0.43,26.5,41.1,0.0,43,e00fce6856818e5885f65487,2022-08-05 21:28:02.961000+00:00,2022-08-05T21:28:03.151Z,2022-08-05T21:28:03.151Z
