objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
qLozzZzH6u,MOOSPMPSParser,1663592701,9.4,9.4,7.32,12.95,1.27,7.78,7.81,14.99,1.46,7.82,1825.82,462.55,35234.29,64.04,58.26,4.59,58.45,58.47,1.88,0.91,58.48,0.51,11.2,84.4,6.011,42,e00fce68a145996ae3d821b8,2022-09-19 13:05:01.243000+00:00,2022-09-19T13:05:01.523Z,2022-09-19T13:05:01.523Z
gywXZmq8gh,MOOSPMPSParser,1663593001,9.52,9.52,6.43,14.82,1.63,6.89,6.97,15.71,1.65,7.01,1778.97,526.73,84791.05,82.5,51.1,8.55,51.32,51.35,0.92,0.69,51.36,0.5,12.2,79.6,8.63,43,e00fce6856818e5885f65487,2022-09-19 13:09:58.993000+00:00,2022-09-19T13:09:59.223Z,2022-09-19T13:09:59.223Z
nA1rJIrTDx,MOOSPMPSParser,1663593301,8.86,8.86,6.58,12.47,1.0,7.07,7.17,13.78,1.12,7.22,1466.77,432.13,35728.09,64.73,52.22,3.74,52.47,52.5,1.28,0.56,52.52,0.55,11.2,83.6,5.151,42,e00fce68a145996ae3d821b8,2022-09-19 13:15:01.268000+00:00,2022-09-19T13:15:01.507Z,2022-09-19T13:15:01.507Z
r91skWMtur,MOOSPMPSParser,1663593601,8.98,8.98,6.76,14.02,1.34,7.14,7.14,15.16,1.45,7.14,1688.2,500.46,85257.42,82.27,53.78,8.02,53.91,53.93,1.37,0.74,53.94,0.46,12.2,78.8,8.01,43,e00fce6856818e5885f65487,2022-09-19 13:19:58.877000+00:00,2022-09-19T13:19:59.071Z,2022-09-19T13:19:59.071Z
95ZxsyYUKT,MOOSPMPSParser,1663593901,8.66,8.66,6.9,12.29,1.23,7.35,7.4,13.82,1.39,7.42,1431.93,424.19,36195.28,62.69,54.83,3.53,55.03,55.05,1.36,0.94,55.06,0.52,11.3,83.0,6.546,42,e00fce68a145996ae3d821b8,2022-09-19 13:25:01.251000+00:00,2022-09-19T13:25:01.476Z,2022-09-19T13:25:01.476Z
rGW2ygfBtI,MOOSPMPSParser,1663594201,8.36,8.36,5.7,12.51,1.16,6.03,6.03,13.14,1.28,6.03,1592.71,464.17,85693.05,69.96,45.38,6.42,45.49,45.5,0.8,0.32,45.51,0.47,12.4,76.2,12.297,43,e00fce6856818e5885f65487,2022-09-19 13:29:58.842000+00:00,2022-09-19T13:29:59.032Z,2022-09-19T13:29:59.032Z
DLebi4UzlX,MOOSPMPSParser,1663594501,7.91,7.91,6.71,10.91,1.14,7.16,7.22,12.2,1.34,7.25,1321.23,386.85,36636.65,57.61,53.3,3.22,53.5,53.53,0.93,0.54,53.54,0.52,12.0,80.9,8.845,42,e00fce68a145996ae3d821b8,2022-09-19 13:35:01.261000+00:00,2022-09-19T13:35:01.461Z,2022-09-19T13:35:01.461Z
wEDj5nUuAk,MOOSPMPSParser,1663594801,8.63,8.63,6.43,13.21,1.65,6.8,6.8,14.22,1.92,6.8,1639.84,479.81,86124.84,74.64,51.17,7.64,51.3,51.31,1.09,0.37,51.32,0.47,12.8,76.7,13.412,43,e00fce6856818e5885f65487,2022-09-19 13:39:58.918000+00:00,2022-09-19T13:39:59.157Z,2022-09-19T13:39:59.157Z
DMnXfYEHDx,MOOSPMPSParser,1663595101,8.51,8.51,6.55,11.75,1.01,7.09,7.23,13.59,1.3,7.3,1425.76,417.69,37084.34,59.32,52.0,3.94,52.29,52.33,1.71,1.22,52.34,0.54,12.0,80.6,7.18,42,e00fce68a145996ae3d821b8,2022-09-19 13:45:01.238000+00:00,2022-09-19T13:45:01.450Z,2022-09-19T13:45:01.450Z
rMBrA3srX8,MOOSPMPSParser,1663595401,7.93,7.93,5.95,12.35,1.14,6.3,6.3,13.36,1.24,6.3,1523.43,447.24,86552.7,68.69,47.4,7.37,47.52,47.53,1.28,0.56,47.54,0.46,12.9,75.8,14.313,43,e00fce6856818e5885f65487,2022-09-19 13:49:58.837000+00:00,2022-09-19T13:49:59.031Z,2022-09-19T13:49:59.031Z
6o9eMoE1DU,MOOSPMPSParser,1663595701,8.06,8.06,6.54,10.99,1.25,6.95,6.99,12.67,1.42,7.0,1342.09,395.29,37524.82,58.59,51.99,4.04,52.16,52.18,1.03,0.7,52.19,0.52,12.5,78.7,9.846,42,e00fce68a145996ae3d821b8,2022-09-19 13:55:01.253000+00:00,2022-09-19T13:55:01.497Z,2022-09-19T13:55:01.497Z
Rhp5hY3Wyv,MOOSPMPSParser,1663596001,8.53,8.53,5.84,12.7,1.36,6.18,6.19,13.47,1.48,6.19,1604.54,471.33,86969.87,71.35,46.5,6.74,46.63,46.64,0.81,0.57,46.65,0.48,13.2,74.8,15.719,43,e00fce6856818e5885f65487,2022-09-19 13:59:58.980000+00:00,2022-09-19T13:59:59.224Z,2022-09-19T13:59:59.224Z
