objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
8llAq0VPG7,MOOSPMPSParser,1661781901,4.18,4.18,4.11,6.77,0.6,4.35,4.36,7.55,0.66,4.36,1156.54,306.89,117569.02,50.94,32.71,4.34,32.8,32.81,1.0,0.4,32.82,0.5,15.4,64.5,15.195,42,e00fce6835b6173deb1a1f49,2022-08-29 14:04:59.230000+00:00,2022-08-29T14:04:59.496Z,2022-08-29T14:04:59.496Z
YEH7pAJZAu,MOOSPMPSParser,1661781961,4.66,4.66,4.22,8.3,0.89,4.47,4.47,9.09,0.93,4.47,1006.84,284.38,126858.99,56.85,33.56,7.12,33.66,33.68,1.24,0.23,33.68,0.5,15.2,65.4,19.118,42,e00fce68f8f5a1da595c7249,2022-08-29 14:05:58.139000+00:00,2022-08-29T14:05:58.338Z,2022-08-29T14:05:58.338Z
oXBCsAK9EN,MOOSPMPSParser,1661782501,4.43,4.43,3.9,6.63,0.63,4.13,4.13,7.33,0.66,4.13,1181.88,315.13,117863.75,45.92,31.07,2.95,31.15,31.16,0.98,0.48,31.16,0.5,15.9,62.5,15.327,42,e00fce6835b6173deb1a1f49,2022-08-29 14:14:59.254000+00:00,2022-08-29T14:14:59.460Z,2022-08-29T14:14:59.460Z
FTraQNs9kE,MOOSPMPSParser,1661782561,4.86,4.86,4.47,8.41,0.62,4.72,4.72,9.34,0.66,4.72,1048.17,295.13,127145.3,57.9,35.55,7.13,35.65,35.67,1.46,0.36,35.67,0.48,15.7,63.2,19.116,42,e00fce68f8f5a1da595c7249,2022-08-29 14:15:58.767000+00:00,2022-08-29T14:15:58.983Z,2022-08-29T14:15:58.983Z
JeT9vWh13E,MOOSPMPSParser,1661783101,4.14,4.14,3.87,6.41,0.65,4.09,4.09,7.01,0.69,4.09,1101.85,295.75,118146.23,48.78,30.79,3.1,30.87,30.88,0.87,0.4,30.89,0.49,16.4,59.2,16.947,42,e00fce6835b6173deb1a1f49,2022-08-29 14:24:59.245000+00:00,2022-08-29T14:24:59.486Z,2022-08-29T14:24:59.486Z
EcPfS3ZJBQ,MOOSPMPSParser,1661783220,4.43,4.43,3.68,7.39,0.69,3.89,3.89,8.04,0.75,3.89,977.51,276.62,127434.25,52.04,29.27,4.31,29.36,29.37,1.03,0.31,29.38,0.47,16.3,59.5,21.452,42,e00fce68f8f5a1da595c7249,2022-08-29 14:26:57.647000+00:00,2022-08-29T14:26:57.844Z,2022-08-29T14:26:57.844Z
W4JAvVfcAf,MOOSPMPSParser,1661783701,3.66,3.66,4.0,5.95,0.58,4.23,4.23,6.48,0.67,4.23,1042.53,280.39,118412.97,47.75,31.82,3.56,31.9,31.91,0.77,0.28,31.92,0.49,16.9,57.6,18.629,42,e00fce6835b6173deb1a1f49,2022-08-29 14:34:59.263000+00:00,2022-08-29T14:34:59.472Z,2022-08-29T14:34:59.472Z
XodBtO03wb,MOOSPMPSParser,1661783820,4.06,4.06,3.81,6.75,0.7,4.03,4.03,7.87,0.84,4.03,942.0,263.3,127685.41,48.78,30.31,5.73,30.4,30.41,1.89,0.28,30.42,0.48,16.9,59.7,23.684,42,e00fce68f8f5a1da595c7249,2022-08-29 14:36:57.664000+00:00,2022-08-29T14:36:57.862Z,2022-08-29T14:36:57.862Z
MwCDSTTtGG,MOOSPMPSParser,1661784301,3.55,3.55,3.18,5.77,0.69,3.37,3.37,6.26,0.77,3.37,1046.33,281.55,118672.87,43.97,25.34,3.2,25.4,25.41,0.6,0.25,25.41,0.48,17.5,55.9,18.666,42,e00fce6835b6173deb1a1f49,2022-08-29 14:44:59.230000+00:00,2022-08-29T14:44:59.446Z,2022-08-29T14:44:59.446Z
rdCkAFcWMZ,MOOSPMPSParser,1661784420,4.13,4.13,3.43,6.95,0.69,3.63,3.63,8.31,0.74,3.63,911.01,255.07,127934.48,48.42,27.28,7.03,27.36,27.37,2.13,0.55,27.38,0.47,17.6,58.0,24.291,42,e00fce68f8f5a1da595c7249,2022-08-29 14:46:57.161000+00:00,2022-08-29T14:46:57.390Z,2022-08-29T14:46:57.390Z
n6Kq0GYLGf,MOOSPMPSParser,1661784901,3.65,3.65,3.51,5.37,0.53,3.72,3.73,5.91,0.6,3.73,1017.95,274.84,118936.35,39.93,27.96,2.83,28.04,28.05,0.7,0.27,28.06,0.5,18.1,54.4,20.292,42,e00fce6835b6173deb1a1f49,2022-08-29 14:54:59.717000+00:00,2022-08-29T14:54:59.930Z,2022-08-29T14:54:59.930Z
WCOKalJg01,MOOSPMPSParser,1661785020,4.04,4.04,3.51,7.13,0.66,3.71,3.71,8.3,0.8,3.71,925.81,261.23,128181.26,51.35,27.92,6.13,28.0,28.01,1.89,0.51,28.02,0.49,18.9,53.8,25.632,42,e00fce68f8f5a1da595c7249,2022-08-29 14:56:57.162000+00:00,2022-08-29T14:56:57.354Z,2022-08-29T14:56:57.354Z
