objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
U4sQGgFiDx,MOOSPMPSParser,1657976401,4.94,4.94,3.31,7.04,0.7,3.5,3.5,7.28,0.7,3.5,1238.2,331.83,30201.14,52.64,26.38,1.29,26.45,26.45,0.29,0.04,26.46,0.42,18.3,90.4,7.022,42,e00fce6835b6173deb1a1f49,2022-07-16 12:59:59.948000+00:00,2022-07-16T13:00:00.285Z,2022-07-16T13:00:00.285Z
Kj6Ng7l5wv,MOOSPMPSParser,1657976640,6.34,6.34,3.89,7.57,0.77,4.12,4.12,8.0,0.78,4.12,1178.78,345.01,15094.18,37.78,30.98,1.24,31.06,31.07,0.42,0.21,31.08,0.46,18.4,89.4,8.559,42,e00fce6856818e5885f65487,2022-07-16 13:04:01.340000+00:00,2022-07-16T13:04:01.557Z,2022-07-16T13:04:01.557Z
QxA3F1No1J,MOOSPMPSParser,1657976940,4.93,4.93,3.74,7.74,0.8,3.96,3.96,8.11,0.87,3.96,1013.3,287.64,28638.63,50.24,29.76,4.14,29.85,29.86,0.62,0.14,29.87,0.42,18.2,89.9,15.041,42,e00fce68f8f5a1da595c7249,2022-07-16 13:09:01.157000+00:00,2022-07-16T13:09:01.348Z,2022-07-16T13:09:01.348Z
lRbQZZ5OQH,MOOSPMPSParser,1657977001,4.54,4.54,3.24,6.55,0.67,3.42,3.42,6.67,0.67,3.42,1179.74,315.12,30444.47,50.44,25.76,1.58,25.82,25.83,0.12,0.08,25.84,0.42,18.4,89.1,7.762,42,e00fce6835b6173deb1a1f49,2022-07-16 13:10:00.019000+00:00,2022-07-16T13:10:00.268Z,2022-07-16T13:10:00.268Z
3MGhZNvtDa,MOOSPMPSParser,1657977240,6.21,6.21,3.77,7.81,0.83,3.99,3.99,8.34,0.89,3.99,1191.81,348.15,15352.99,41.74,30.01,1.42,30.08,30.09,0.53,0.26,30.1,0.43,18.6,88.3,9.505,42,e00fce6856818e5885f65487,2022-07-16 13:14:01.322000+00:00,2022-07-16T13:14:01.498Z,2022-07-16T13:14:01.498Z
CswI0fNR9x,MOOSPMPSParser,1657977541,5.33,5.33,3.46,8.06,0.85,3.66,3.66,8.68,0.91,3.66,1072.6,303.74,28877.46,52.93,27.55,4.28,27.63,27.64,1.04,0.09,27.65,0.42,18.5,89.5,15.542,42,e00fce68f8f5a1da595c7249,2022-07-16 13:19:01.180000+00:00,2022-07-16T13:19:01.386Z,2022-07-16T13:19:01.386Z
NH7sDuDzZ3,MOOSPMPSParser,1657977601,4.87,4.87,3.52,7.0,0.71,3.72,3.72,7.49,0.73,3.72,1230.28,330.59,30689.29,49.15,28.02,2.19,28.09,28.1,0.68,0.2,28.11,0.41,18.6,89.2,8.403,42,e00fce6835b6173deb1a1f49,2022-07-16 13:19:59.979000+00:00,2022-07-16T13:20:00.236Z,2022-07-16T13:20:00.236Z
W5yZwiuAHR,MOOSPMPSParser,1657977840,6.5,6.5,3.7,8.17,0.78,3.92,3.92,8.72,0.87,3.92,1240.75,364.1,15623.46,42.23,29.47,1.69,29.55,29.56,0.44,0.26,29.56,0.44,18.8,87.7,8.953,42,e00fce6856818e5885f65487,2022-07-16 13:24:01.338000+00:00,2022-07-16T13:24:01.550Z,2022-07-16T13:24:01.550Z
bE8lk2PAnL,MOOSPMPSParser,1657978141,5.0,5.0,3.45,7.86,0.81,3.65,3.65,8.35,0.81,3.65,1053.52,300.2,29126.94,51.02,27.46,3.46,27.55,27.56,0.79,0.18,27.56,0.42,18.7,88.8,15.788,42,e00fce68f8f5a1da595c7249,2022-07-16 13:29:01.160000+00:00,2022-07-16T13:29:01.381Z,2022-07-16T13:29:01.381Z
eaP4P9xwKb,MOOSPMPSParser,1657978201,4.77,4.77,3.64,6.78,0.59,3.84,3.84,7.02,0.59,3.84,1217.49,327.1,30941.2,47.07,28.94,1.99,29.01,29.02,0.28,0.21,29.03,0.42,18.9,88.5,8.804,42,e00fce6835b6173deb1a1f49,2022-07-16 13:29:59.948000+00:00,2022-07-16T13:30:00.637Z,2022-07-16T13:30:00.637Z
VXUhDyKg3F,MOOSPMPSParser,1657978440,6.49,6.49,4.08,8.1,0.82,4.31,4.31,8.32,0.84,4.31,1212.79,355.84,15894.01,42.18,32.44,1.07,32.53,32.53,0.16,0.08,32.54,0.43,19.0,87.4,9.639,42,e00fce6856818e5885f65487,2022-07-16 13:34:01.318000+00:00,2022-07-16T13:34:01.522Z,2022-07-16T13:34:01.522Z
