objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
BcXKq9cerN,MOOSPMPSParser,1685603101,5.21,5.21,6.07,7.54,7.54,7.96,9.22,9.29,9.29,9.85,1061.24,311.79,1295265.38,49.33,46.61,4.06,48.25,48.49,1.91,1.0,48.51,0.65,18.5,60.0,18.616,42,e00fce68a145996ae3d821b8,2023-06-01 07:05:00.872000+00:00,2023-06-01T07:05:01.141Z,2023-06-01T07:05:01.141Z
p8NujL3HP4,MOOSPMPSParser,1685603161,3.09,3.09,4.45,5.28,5.28,5.2,5.62,6.06,6.06,5.82,911.26,248.4,12039.61,47.76,34.85,3.29,35.43,35.52,1.06,0.49,35.53,0.61,18.8,57.6,37.266,42,e00fce68f8f5a1da595c7249,2023-06-01 07:06:02.488000+00:00,2023-06-01T07:06:02.704Z,2023-06-01T07:06:02.704Z
OAzvPHRXOB,MOOSPMPSParser,1685603701,5.82,5.82,6.29,8.26,8.26,7.26,7.77,9.76,9.76,8.02,1146.98,334.76,1295650.88,52.81,49.36,3.59,50.1,50.2,1.51,1.0,50.22,0.6,18.2,60.9,17.449,42,e00fce68a145996ae3d821b8,2023-06-01 07:15:00.802000+00:00,2023-06-01T07:15:01.042Z,2023-06-01T07:15:01.042Z
igmApzmquB,MOOSPMPSParser,1685603761,3.11,3.11,3.84,5.46,5.46,4.43,4.73,6.75,6.75,4.88,932.6,252.04,12300.97,46.83,30.16,4.76,30.6,30.67,1.75,0.91,30.68,0.58,18.7,57.8,37.855,42,e00fce68f8f5a1da595c7249,2023-06-01 07:16:02.488000+00:00,2023-06-01T07:16:02.707Z,2023-06-01T07:16:02.707Z
UD0jgsDH7a,MOOSPMPSParser,1685604301,8.83,8.83,10.28,12.24,12.24,11.9,12.74,14.61,14.61,13.16,1600.47,470.49,1296198.0,70.19,80.69,5.32,81.92,82.09,2.39,1.33,82.12,0.6,18.2,60.1,16.962,42,e00fce68a145996ae3d821b8,2023-06-01 07:25:00.897000+00:00,2023-06-01T07:25:01.124Z,2023-06-01T07:25:01.124Z
2W5g2QWi7L,MOOSPMPSParser,1685604361,3.37,3.37,4.5,5.98,5.98,5.18,5.52,7.24,7.24,5.69,964.71,263.98,12582.14,52.6,35.35,6.02,35.85,35.92,1.66,0.73,35.93,0.57,18.5,58.7,37.884,42,e00fce68f8f5a1da595c7249,2023-06-01 07:26:02.416000+00:00,2023-06-01T07:26:02.633Z,2023-06-01T07:26:02.633Z
Y5deBxC3F9,MOOSPMPSParser,1685604901,13.88,13.88,14.5,18.8,18.8,15.75,16.1,21.6,21.6,16.27,2336.68,685.08,1296992.12,108.44,114.93,6.7,115.64,115.74,2.56,1.64,115.77,0.55,17.9,60.6,16.836,42,e00fce68a145996ae3d821b8,2023-06-01 07:35:00.801000+00:00,2023-06-01T07:35:01.044Z,2023-06-01T07:35:01.044Z
3oOROwZckh,MOOSPMPSParser,1685604961,3.49,3.49,4.53,5.99,5.99,5.23,5.6,7.42,7.42,5.79,997.94,269.44,12868.25,54.4,35.51,5.63,36.05,36.12,1.8,0.96,36.14,0.57,18.2,60.1,37.385,42,e00fce68f8f5a1da595c7249,2023-06-01 07:36:02.485000+00:00,2023-06-01T07:36:02.694Z,2023-06-01T07:36:02.694Z
fEk5MqG1fo,MOOSPMPSParser,1685605501,20.78,20.7,16.31,28.28,28.28,17.39,17.5,32.59,32.59,17.56,3395.4,996.19,1298156.88,158.65,129.7,9.85,130.16,130.22,3.82,2.3,130.25,0.54,17.7,61.4,16.763,42,e00fce68a145996ae3d821b8,2023-06-01 07:45:00.720000+00:00,2023-06-01T07:45:00.972Z,2023-06-01T07:45:00.972Z
UbezHHv2o9,MOOSPMPSParser,1685605561,3.28,3.28,4.16,5.62,5.62,4.85,5.22,6.61,6.61,5.4,946.2,256.47,13143.31,45.93,32.58,4.44,33.11,33.18,1.4,0.62,33.19,0.6,17.9,61.6,36.084,42,e00fce68f8f5a1da595c7249,2023-06-01 07:46:02.502000+00:00,2023-06-01T07:46:02.693Z,2023-06-01T07:46:02.693Z
kU3wBzK8NP,MOOSPMPSParser,1685606101,15.04,15.04,7.15,20.45,20.45,7.68,7.78,23.27,23.27,7.83,2498.14,736.24,1298975.5,108.69,56.77,6.74,57.03,57.06,2.87,1.88,57.08,0.55,17.0,64.3,16.471,42,e00fce68a145996ae3d821b8,2023-06-01 07:55:00.871000+00:00,2023-06-01T07:55:01.060Z,2023-06-01T07:55:01.060Z
AF60V3Os6m,MOOSPMPSParser,1685606161,3.37,3.37,5.03,6.2,6.2,5.96,6.48,7.59,7.59,6.74,1004.67,270.56,13457.12,55.15,39.32,5.23,40.06,40.16,1.71,0.93,40.18,0.57,17.5,63.4,29.137,42,e00fce68f8f5a1da595c7249,2023-06-01 07:56:02.411000+00:00,2023-06-01T07:56:02.641Z,2023-06-01T07:56:02.641Z
