objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
Ebgs0OGqD4,MOOSPMPSParser,1685246401,3.96,3.96,3.17,5.59,5.59,3.35,3.35,6.07,6.07,3.35,1106.31,290.06,11903.25,40.95,25.23,2.48,25.3,25.3,0.62,0.35,25.31,0.46,24.2,54.5,31.978,42,e00fce68f8f5a1da595c7249,2023-05-28 04:00:02.906000+00:00,2023-05-28T04:00:03.187Z,2023-05-28T04:00:03.187Z
CTyZOKVKWC,MOOSPMPSParser,1685246640,6.51,6.51,4.73,8.43,8.43,5.04,5.06,9.59,9.59,5.08,1295.6,375.1,1128653.25,43.75,37.62,2.85,37.75,37.77,1.23,0.81,37.78,0.51,24.2,51.3,23.802,42,e00fce68a145996ae3d821b8,2023-05-28 04:04:02.962000+00:00,2023-05-28T04:04:03.159Z,2023-05-28T04:04:03.159Z
vyAI3dyNfk,MOOSPMPSParser,1685247001,3.84,3.84,3.43,5.68,5.68,3.63,3.63,6.19,6.19,3.63,1090.61,287.57,12134.9,40.21,27.29,2.99,27.36,27.37,0.64,0.34,27.38,0.48,23.4,58.0,29.434,42,e00fce68f8f5a1da595c7249,2023-05-28 04:10:02.676000+00:00,2023-05-28T04:10:02.860Z,2023-05-28T04:10:02.860Z
j28nidwHRC,MOOSPMPSParser,1685247240,7.92,7.92,6.63,10.25,10.25,8.86,10.38,12.1,12.1,11.14,1530.51,444.23,1129050.88,57.31,50.66,4.17,52.63,52.92,1.9,1.14,52.95,0.65,23.8,52.7,17.726,42,e00fce68a145996ae3d821b8,2023-05-28 04:14:03.125000+00:00,2023-05-28T04:14:03.347Z,2023-05-28T04:14:03.347Z
gCcEOs5xUY,MOOSPMPSParser,1685247601,4.67,4.67,3.96,7.2,7.2,4.19,4.19,7.9,7.9,4.19,1266.45,334.23,12396.68,50.92,31.56,4.26,31.64,31.65,0.86,0.34,31.66,0.48,22.3,62.7,25.518,42,e00fce68f8f5a1da595c7249,2023-05-28 04:20:02.907000+00:00,2023-05-28T04:20:03.090Z,2023-05-28T04:20:03.090Z
2bv9dIUvRT,MOOSPMPSParser,1685247840,7.48,7.48,5.6,9.98,9.98,6.93,7.76,12.34,12.34,8.18,1466.98,423.71,1129449.38,58.33,43.39,5.31,44.5,44.66,2.74,1.73,44.68,0.62,23.2,53.8,14.734,42,e00fce68a145996ae3d821b8,2023-05-28 04:24:03.042000+00:00,2023-05-28T04:24:03.229Z,2023-05-28T04:24:03.229Z
DK9fhkpknm,MOOSPMPSParser,1685248201,5.14,5.14,3.77,7.29,7.29,3.98,3.98,8.04,8.04,3.98,1309.68,346.37,12687.5,51.39,29.98,3.24,30.06,30.07,1.11,0.61,30.07,0.47,22.4,61.6,25.434,42,e00fce68f8f5a1da595c7249,2023-05-28 04:30:02.659000+00:00,2023-05-28T04:30:02.866Z,2023-05-28T04:30:02.866Z
rcg3vRao7E,MOOSPMPSParser,1685248440,7.38,7.38,5.42,9.37,9.37,6.38,6.92,10.88,10.88,7.18,1424.61,411.89,1129822.75,49.96,42.4,3.69,43.15,43.26,1.41,0.99,43.27,0.58,23.0,55.4,15.075,42,e00fce68a145996ae3d821b8,2023-05-28 04:34:08.498000+00:00,2023-05-28T04:34:08.703Z,2023-05-28T04:34:08.703Z
WvH8RqrVgF,MOOSPMPSParser,1685248801,5.45,5.45,5.03,8.23,8.23,5.4,5.47,8.8,8.8,5.5,1388.44,369.24,13007.12,56.92,39.98,3.57,40.16,40.19,0.81,0.31,40.2,0.52,21.9,63.0,25.838,42,e00fce68f8f5a1da595c7249,2023-05-28 04:40:02.654000+00:00,2023-05-28T04:40:02.844Z,2023-05-28T04:40:02.844Z
OAwZi8ZGsl,MOOSPMPSParser,1685249040,8.15,8.15,5.17,10.34,10.34,5.64,5.78,11.54,11.54,5.86,1562.05,453.81,1130190.38,49.51,40.99,3.09,41.26,41.3,1.16,0.56,41.31,0.52,22.9,55.1,14.981,42,e00fce68a145996ae3d821b8,2023-05-28 04:44:03.055000+00:00,2023-05-28T04:44:03.289Z,2023-05-28T04:44:03.289Z
1geMxo0U5u,MOOSPMPSParser,1685249401,5.8,5.8,4.69,8.87,8.87,5.01,5.05,9.75,9.75,5.07,1481.28,391.5,13349.04,62.41,37.3,5.27,37.44,37.46,1.12,0.48,37.47,0.51,21.6,63.9,25.063,42,e00fce68f8f5a1da595c7249,2023-05-28 04:50:02.882000+00:00,2023-05-28T04:50:03.095Z,2023-05-28T04:50:03.095Z
JnnNABPxxe,MOOSPMPSParser,1685249640,8.38,8.38,5.93,10.31,10.31,6.71,7.07,11.81,11.81,7.25,1582.02,457.84,1130567.62,51.58,46.67,3.5,47.23,47.3,1.41,0.9,47.32,0.54,22.9,53.3,15.613,42,e00fce68a145996ae3d821b8,2023-05-28 04:54:03.062000+00:00,2023-05-28T04:54:03.299Z,2023-05-28T04:54:03.299Z
