objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
lR6r75Di7O,MOOSPMPSParser,1684242181,8.28,8.28,6.51,11.83,11.83,6.88,6.88,13.22,13.22,6.88,1536.11,451.6,706253.56,64.24,51.83,3.55,51.96,51.97,1.34,0.99,51.98,0.49,18.0,70.4,14.056,42,e00fce68a145996ae3d821b8,2023-05-16 13:02:59.042000+00:00,2023-05-16T13:02:59.256Z,2023-05-16T13:02:59.256Z
J54uDsflrd,MOOSPMPSParser,1684242361,4.26,4.26,3.82,6.25,6.25,4.04,4.04,6.87,6.87,4.04,1131.04,300.25,22051.22,47.17,30.41,2.51,30.48,30.49,0.78,0.52,30.5,0.49,16.5,73.6,14.153,42,e00fce68f8f5a1da595c7249,2023-05-16 13:06:01.698000+00:00,2023-05-16T13:06:01.875Z,2023-05-16T13:06:01.875Z
oQ5FNcm1Yz,MOOSPMPSParser,1684242781,8.37,8.37,6.48,11.85,11.85,6.86,6.86,12.98,12.98,6.86,1562.48,458.39,706701.19,61.33,51.59,3.04,51.72,51.74,1.23,0.91,51.75,0.5,18.2,68.2,13.621,42,e00fce68a145996ae3d821b8,2023-05-16 13:12:58.972000+00:00,2023-05-16T13:12:59.179Z,2023-05-16T13:12:59.179Z
BljIUWW0DQ,MOOSPMPSParser,1684242961,4.26,4.26,3.94,6.52,6.52,4.18,4.19,7.24,7.24,4.2,1159.68,310.56,22325.6,49.23,31.31,2.69,31.41,31.42,0.97,0.48,31.43,0.5,17.0,72.2,17.635,42,e00fce68f8f5a1da595c7249,2023-05-16 13:16:01.681000+00:00,2023-05-16T13:16:01.933Z,2023-05-16T13:16:01.933Z
MWBOf9Y9BI,MOOSPMPSParser,1684243381,7.62,7.62,4.49,10.49,10.49,4.75,4.75,12.1,12.1,4.75,1460.2,423.96,707094.88,56.43,35.75,4.04,35.84,35.85,1.17,0.83,35.86,0.49,18.4,65.5,14.636,42,e00fce68a145996ae3d821b8,2023-05-16 13:22:59.122000+00:00,2023-05-16T13:22:59.329Z,2023-05-16T13:22:59.329Z
HnkFUshNw7,MOOSPMPSParser,1684243561,4.72,4.72,4.02,7.06,7.06,4.26,4.28,8.19,8.19,4.28,1213.36,327.57,22615.86,55.38,31.95,3.77,32.04,32.06,1.59,0.44,32.06,0.49,17.4,71.5,17.243,42,e00fce68f8f5a1da595c7249,2023-05-16 13:26:01.685000+00:00,2023-05-16T13:26:01.876Z,2023-05-16T13:26:01.876Z
IRCwwIaFaP,MOOSPMPSParser,1684243981,5.6,5.6,4.62,7.14,7.14,4.89,4.89,7.91,7.91,4.89,1089.59,316.79,707412.0,39.68,36.79,2.03,36.88,36.89,0.73,0.48,36.9,0.48,18.9,62.4,16.159,42,e00fce68a145996ae3d821b8,2023-05-16 13:32:58.885000+00:00,2023-05-16T13:32:59.091Z,2023-05-16T13:32:59.091Z
QqIT1dpFpt,MOOSPMPSParser,1684244161,4.99,4.99,4.21,7.68,7.68,4.45,4.45,8.22,8.22,4.45,1254.43,339.77,22912.42,57.6,33.49,3.55,33.57,33.58,0.75,0.41,33.59,0.48,17.4,72.0,16.264,42,e00fce68f8f5a1da595c7249,2023-05-16 13:36:01.833000+00:00,2023-05-16T13:36:02.030Z,2023-05-16T13:36:02.030Z
6aZevU1shy,MOOSPMPSParser,1684244581,5.49,5.49,4.31,7.1,7.1,4.56,4.57,7.99,7.99,4.57,1092.63,317.53,707716.31,37.84,34.27,2.24,34.36,34.37,0.99,0.38,34.38,0.51,19.1,62.0,15.739,42,e00fce68a145996ae3d821b8,2023-05-16 13:42:59.070000+00:00,2023-05-16T13:42:59.261Z,2023-05-16T13:42:59.261Z
dgtCYpOGCH,MOOSPMPSParser,1684244761,5.06,5.06,4.52,7.62,7.62,4.78,4.79,8.44,8.44,4.79,1270.59,341.01,23214.01,53.31,36.0,4.41,36.09,36.1,1.06,0.56,36.11,0.49,17.7,71.7,16.442,42,e00fce68f8f5a1da595c7249,2023-05-16 13:46:01.867000+00:00,2023-05-16T13:46:02.061Z,2023-05-16T13:46:02.061Z
0kVtN5C07Y,MOOSPMPSParser,1684245181,5.02,5.02,4.09,6.29,6.29,4.33,4.33,7.33,7.33,4.33,1012.45,291.61,707982.12,33.68,32.57,2.18,32.66,32.67,0.95,0.62,32.67,0.48,19.3,61.2,16.927,42,e00fce68a145996ae3d821b8,2023-05-16 13:52:58.884000+00:00,2023-05-16T13:52:59.072Z,2023-05-16T13:52:59.072Z
6uIX0PpLA3,MOOSPMPSParser,1684245361,5.16,5.16,4.75,8.05,8.05,5.1,5.17,8.94,8.94,5.2,1299.02,349.49,23527.49,59.76,37.72,5.18,37.89,37.92,1.2,0.47,37.92,0.5,18.0,70.4,16.799,42,e00fce68f8f5a1da595c7249,2023-05-16 13:56:01.694000+00:00,2023-05-16T13:56:01.885Z,2023-05-16T13:56:01.885Z
