objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
I2MNsVRCBH,MOOSPMPSParser,1658822761,4.81,4.81,3.78,7.14,0.58,4.0,4.0,7.57,0.6,4.0,1196.19,324.32,72688.2,50.85,30.11,3.07,30.18,30.19,0.61,0.25,30.2,0.47,9.4,86.5,12.181,42,e00fce6835b6173deb1a1f49,2022-07-26 08:06:03.583000+00:00,2022-07-26T08:06:03.820Z,2022-07-26T08:06:03.820Z
fgOp8o72mY,MOOSPMPSParser,1658822940,5.72,5.72,6.16,10.14,0.96,6.52,6.52,11.09,1.12,6.52,1212.51,344.04,101710.33,68.47,48.99,8.03,49.15,49.16,1.53,0.16,49.17,0.49,11.6,68.8,21.952,42,e00fce68f8f5a1da595c7249,2022-07-26 08:08:59.735000+00:00,2022-07-26T08:08:59.956Z,2022-07-26T08:08:59.956Z
X51F4ZWowu,MOOSPMPSParser,1658823361,4.5,4.5,3.78,6.71,0.71,4.0,4.0,7.06,0.77,4.0,1126.35,303.38,72941.28,48.84,30.11,2.75,30.18,30.19,0.47,0.17,30.2,0.47,9.3,87.1,11.596,42,e00fce6835b6173deb1a1f49,2022-07-26 08:16:03.094000+00:00,2022-07-26T08:16:03.288Z,2022-07-26T08:16:03.288Z
yeJSS6V9iJ,MOOSPMPSParser,1658823540,6.57,6.57,6.17,11.61,1.08,6.53,6.53,13.17,1.29,6.53,1315.3,377.92,102146.41,76.76,49.12,11.55,49.27,49.29,2.45,0.48,49.3,0.48,12.0,68.6,21.658,42,e00fce68f8f5a1da595c7249,2022-07-26 08:18:59.808000+00:00,2022-07-26T08:19:00.018Z,2022-07-26T08:19:00.018Z
LEoGA2TlXj,MOOSPMPSParser,1658823961,4.58,4.58,3.86,6.6,0.71,4.09,4.09,6.77,0.71,4.09,1144.33,307.08,73196.34,46.89,30.77,2.05,30.84,30.85,0.26,0.05,30.86,0.45,9.2,87.4,11.963,42,e00fce6835b6173deb1a1f49,2022-07-26 08:26:03.102000+00:00,2022-07-26T08:26:03.343Z,2022-07-26T08:26:03.343Z
M4JhWllos7,MOOSPMPSParser,1658824140,6.83,6.83,6.83,11.78,1.05,7.22,7.22,13.17,1.31,7.22,1410.39,401.02,102596.82,79.49,54.33,10.17,54.5,54.52,2.4,0.18,54.53,0.49,11.9,69.1,19.285,42,e00fce68f8f5a1da595c7249,2022-07-26 08:28:59.745000+00:00,2022-07-26T08:28:59.940Z,2022-07-26T08:28:59.940Z
fKdIYOKZnk,MOOSPMPSParser,1658824561,4.35,4.35,3.28,6.57,0.7,3.47,3.47,6.85,0.74,3.47,1112.15,299.85,73442.62,47.61,26.15,2.61,26.21,26.22,0.35,0.17,26.23,0.48,9.1,87.5,11.402,42,e00fce6835b6173deb1a1f49,2022-07-26 08:36:03.086000+00:00,2022-07-26T08:36:03.379Z,2022-07-26T08:36:03.379Z
a3Ycj0tfjr,MOOSPMPSParser,1658824740,6.19,6.19,6.38,10.78,1.09,6.75,6.75,11.74,1.21,6.75,1276.5,361.84,103039.4,72.02,50.79,8.23,50.95,50.96,1.48,0.42,50.97,0.48,11.6,69.1,19.727,42,e00fce68f8f5a1da595c7249,2022-07-26 08:38:59.727000+00:00,2022-07-26T08:38:59.921Z,2022-07-26T08:38:59.921Z
3BZOhXgD58,MOOSPMPSParser,1658825161,4.4,4.4,3.63,6.61,0.71,3.87,3.89,7.13,0.72,3.91,1128.16,304.2,73689.76,48.08,28.84,2.87,28.94,28.95,0.54,0.25,28.96,0.49,9.2,86.1,11.97,42,e00fce6835b6173deb1a1f49,2022-07-26 08:46:03.582000+00:00,2022-07-26T08:46:03.831Z,2022-07-26T08:46:03.831Z
sZeMhFdogp,MOOSPMPSParser,1658825340,6.43,6.43,6.08,11.06,1.13,6.45,6.46,12.02,1.42,6.47,1313.62,370.76,103476.5,75.45,48.36,8.22,48.53,48.55,1.53,0.39,48.56,0.5,11.4,68.7,21.394,42,e00fce68f8f5a1da595c7249,2022-07-26 08:48:59.737000+00:00,2022-07-26T08:48:59.957Z,2022-07-26T08:48:59.957Z
0myumAINoz,MOOSPMPSParser,1658825761,4.46,4.46,3.77,6.67,0.65,3.98,3.98,7.06,0.68,3.98,1113.09,304.12,73945.01,50.13,29.98,2.25,30.06,30.07,0.52,0.14,30.07,0.47,8.9,87.2,11.055,42,e00fce6835b6173deb1a1f49,2022-07-26 08:56:03.095000+00:00,2022-07-26T08:56:03.394Z,2022-07-26T08:56:03.394Z
H4MmInAGR2,MOOSPMPSParser,1658825940,6.21,6.21,6.27,10.88,1.14,6.63,6.63,12.16,1.34,6.63,1277.46,364.16,103904.15,75.65,49.86,8.07,50.01,50.03,2.02,0.58,50.04,0.48,11.8,68.6,22.162,42,e00fce68f8f5a1da595c7249,2022-07-26 08:58:59.728000+00:00,2022-07-26T08:58:59.901Z,2022-07-26T08:58:59.901Z
