objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
IrWVGAlk2x,MOOSPMPSParser,1658761440,0.24,0.24,1.34,0.71,0.02,1.42,1.42,0.81,0.02,1.42,406.97,106.25,51076.1,10.57,10.7,0.56,10.73,10.73,0.13,0.0,10.73,0.45,17.4,60.1,26.25,42,e00fce6835b6173deb1a1f49,2022-07-25 15:04:00.211000+00:00,2022-07-25T15:04:00.463Z,2022-07-25T15:04:00.463Z
MVLI4t5p5r,MOOSPMPSParser,1658761740,3.56,3.56,2.45,5.33,0.6,2.59,2.59,5.7,0.6,2.59,822.4,230.36,68678.78,36.78,19.51,1.7,19.56,19.57,0.6,0.09,19.58,0.39,17.8,68.6,16.451,42,e00fce68f8f5a1da595c7249,2022-07-25 15:09:01.025000+00:00,2022-07-25T15:09:01.335Z,2022-07-25T15:09:01.335Z
PtwDwLXoJ7,MOOSPMPSParser,1658762040,0.04,0.04,0.8,0.31,0.04,0.84,0.84,0.4,0.07,0.84,348.1,89.66,51132.71,7.8,6.33,0.47,6.35,6.35,0.12,0.07,6.35,0.44,17.4,54.2,26.795,42,e00fce6835b6173deb1a1f49,2022-07-25 15:14:00.196000+00:00,2022-07-25T15:14:00.389Z,2022-07-25T15:14:00.389Z
DY9oA9UUHI,MOOSPMPSParser,1658762340,3.52,3.52,2.62,5.68,0.64,2.78,2.78,5.83,0.64,2.78,835.72,232.68,68850.06,38.44,20.88,1.8,20.95,20.96,0.27,0.0,20.96,0.38,18.1,69.6,16.598,42,e00fce68f8f5a1da595c7249,2022-07-25 15:19:00.984000+00:00,2022-07-25T15:19:01.262Z,2022-07-25T15:19:01.262Z
zEF3t5F5DC,MOOSPMPSParser,1658762640,0.18,0.18,1.12,0.57,0.1,1.19,1.19,0.69,0.1,1.19,368.2,97.53,51195.44,9.94,8.93,0.83,8.96,8.96,0.29,0.1,8.96,0.43,17.7,53.5,27.456,42,e00fce6835b6173deb1a1f49,2022-07-25 15:24:00.196000+00:00,2022-07-25T15:24:00.543Z,2022-07-25T15:24:00.543Z
YE9shCQ1Y8,MOOSPMPSParser,1658762940,4.16,4.16,2.54,6.09,0.57,2.69,2.69,6.37,0.57,2.69,912.34,253.26,69032.34,36.55,20.21,2.79,20.27,20.28,0.5,0.0,20.29,0.42,18.9,64.2,17.603,42,e00fce68f8f5a1da595c7249,2022-07-25 15:29:01.087000+00:00,2022-07-25T15:29:01.288Z,2022-07-25T15:29:01.288Z
sJAG2FFXqy,MOOSPMPSParser,1658763240,0.24,0.24,1.03,0.57,0.07,1.09,1.09,0.7,0.07,1.09,384.84,100.1,51269.21,10.15,8.19,0.56,8.21,8.21,0.12,0.04,8.21,0.42,17.6,55.1,27.299,42,e00fce6835b6173deb1a1f49,2022-07-25 15:34:00.229000+00:00,2022-07-25T15:34:00.414Z,2022-07-25T15:34:00.414Z
jJD6JYOxD3,MOOSPMPSParser,1658763540,4.28,4.28,3.01,6.69,0.79,3.19,3.19,7.13,0.93,3.19,929.27,263.44,69223.05,41.59,23.99,3.66,24.06,24.07,0.78,0.09,24.07,0.42,19.2,62.9,19.738,42,e00fce68f8f5a1da595c7249,2022-07-25 15:39:01.038000+00:00,2022-07-25T15:39:01.242Z,2022-07-25T15:39:01.242Z
dCsfFTApQe,MOOSPMPSParser,1658763840,0.17,0.17,0.96,0.57,0.07,1.02,1.02,0.65,0.09,1.02,381.89,101.12,51339.54,12.05,7.65,0.44,7.67,7.67,0.13,0.05,7.67,0.43,18.1,54.7,27.046,42,e00fce6835b6173deb1a1f49,2022-07-25 15:44:00.211000+00:00,2022-07-25T15:44:00.430Z,2022-07-25T15:44:00.430Z
dVXC911Iho,MOOSPMPSParser,1658764140,5.26,5.26,3.31,7.68,0.74,3.5,3.5,8.03,0.74,3.5,1089.22,308.81,69451.95,46.25,26.32,2.92,26.4,26.41,0.6,0.09,26.42,0.41,19.2,66.7,22.786,42,e00fce68f8f5a1da595c7249,2022-07-25 15:49:00.988000+00:00,2022-07-25T15:49:01.183Z,2022-07-25T15:49:01.183Z
DKeADd1hjH,MOOSPMPSParser,1658764440,0.18,0.18,1.77,0.65,0.2,1.87,1.87,0.74,0.22,1.87,395.25,103.89,51417.57,11.55,14.07,0.49,14.11,14.11,0.14,0.05,14.11,0.43,18.6,53.2,27.322,42,e00fce6835b6173deb1a1f49,2022-07-25 15:54:00.196000+00:00,2022-07-25T15:54:00.439Z,2022-07-25T15:54:00.439Z
OOgh2G9pX2,MOOSPMPSParser,1658764740,5.39,5.39,3.3,7.89,0.73,3.48,3.48,8.23,0.73,3.48,1109.93,312.05,69696.98,51.06,26.22,2.75,26.3,26.31,0.5,0.17,26.31,0.41,19.7,62.7,24.228,42,e00fce68f8f5a1da595c7249,2022-07-25 15:59:00.932000+00:00,2022-07-25T15:59:01.190Z,2022-07-25T15:59:01.190Z
