objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
BUhGOQrPh6,MOOSPMPSParser,1661879041,4.85,4.85,3.21,7.0,0.74,3.4,3.4,7.59,0.83,3.4,1032.42,300.48,32933.03,38.51,25.56,4.52,25.62,25.63,0.75,0.34,25.64,0.45,27.0,37.9,50.907,43,e00fce6856818e5885f65487,2022-08-30 17:04:01.172000+00:00,2022-08-30T17:04:01.347Z,2022-08-30T17:04:01.347Z
8NH1HEBFEK,MOOSPMPSParser,1661879340,3.68,3.68,2.79,5.59,0.65,2.95,2.95,6.14,0.7,2.95,828.27,232.53,162854.08,38.13,22.21,2.94,22.28,22.29,0.86,0.18,22.29,0.44,29.1,32.4,46.373,42,e00fce68f8f5a1da595c7249,2022-08-30 17:09:01.891000+00:00,2022-08-30T17:09:02.200Z,2022-08-30T17:09:02.200Z
ohsnVITAwx,MOOSPMPSParser,1661879340,3.23,3.23,3.36,4.92,0.56,3.55,3.55,5.22,0.57,3.55,999.82,263.42,156268.19,36.64,26.73,2.13,26.8,26.81,0.49,0.18,26.82,0.48,27.7,34.9,34.517,42,e00fce6835b6173deb1a1f49,2022-08-30 17:09:02.031000+00:00,2022-08-30T17:09:02.272Z,2022-08-30T17:09:02.272Z
YkLalYNgku,MOOSPMPSParser,1661879641,4.54,4.54,3.15,6.59,0.69,3.33,3.33,6.85,0.73,3.33,1001.67,288.92,33169.71,37.6,25.05,2.8,25.11,25.12,0.31,0.08,25.12,0.43,27.5,35.4,53.276,43,e00fce6856818e5885f65487,2022-08-30 17:14:01.118000+00:00,2022-08-30T17:14:01.338Z,2022-08-30T17:14:01.338Z
jrUOR2mG2t,MOOSPMPSParser,1661879940,3.67,3.67,2.62,5.47,0.58,2.77,2.77,6.3,0.67,2.77,839.77,232.97,163041.55,36.83,20.82,3.0,20.89,20.89,1.35,0.34,20.9,0.43,28.9,33.5,48.804,42,e00fce68f8f5a1da595c7249,2022-08-30 17:19:00.773000+00:00,2022-08-30T17:19:00.991Z,2022-08-30T17:19:00.991Z
up5woq84o9,MOOSPMPSParser,1661879940,3.52,3.52,2.87,5.05,0.54,3.04,3.04,5.59,0.54,3.04,1045.07,271.8,156488.09,37.06,22.88,2.04,22.94,22.94,0.69,0.35,22.95,0.44,28.0,34.9,35.708,42,e00fce6835b6173deb1a1f49,2022-08-30 17:19:02.045000+00:00,2022-08-30T17:19:02.249Z,2022-08-30T17:19:02.249Z
txe7CzTxfR,MOOSPMPSParser,1661880241,4.65,4.65,3.32,6.41,0.64,3.51,3.51,6.87,0.7,3.51,1007.75,291.09,33412.16,33.27,26.43,2.5,26.5,26.51,0.49,0.4,26.51,0.43,28.7,33.7,54.896,43,e00fce6856818e5885f65487,2022-08-30 17:24:01.124000+00:00,2022-08-30T17:24:01.302Z,2022-08-30T17:24:01.302Z
KiJW117k29,MOOSPMPSParser,1661880540,3.38,3.38,2.76,5.39,0.5,2.92,2.92,6.45,0.66,2.92,838.3,233.05,163236.89,40.63,22.0,3.53,22.06,22.07,1.59,0.63,22.07,0.44,29.7,32.3,50.556,42,e00fce68f8f5a1da595c7249,2022-08-30 17:29:00.783000+00:00,2022-08-30T17:29:00.975Z,2022-08-30T17:29:00.975Z
FKBB6MccPj,MOOSPMPSParser,1661880540,3.09,3.09,2.95,4.66,0.44,3.12,3.12,5.19,0.5,3.12,1072.19,273.61,156703.7,38.06,23.52,1.89,23.58,23.58,0.78,0.24,23.59,0.41,29.0,33.8,36.693,42,e00fce6835b6173deb1a1f49,2022-08-30 17:29:02.055000+00:00,2022-08-30T17:29:02.261Z,2022-08-30T17:29:02.261Z
Yd2Bu3Afpy,MOOSPMPSParser,1661880841,4.61,4.61,3.0,6.78,0.66,3.17,3.17,7.41,0.76,3.17,1007.3,296.6,33643.73,37.18,23.88,3.4,23.94,23.95,0.89,0.72,23.95,0.44,30.0,32.1,55.782,43,e00fce6856818e5885f65487,2022-08-30 17:34:01.219000+00:00,2022-08-30T17:34:01.448Z,2022-08-30T17:34:01.448Z
