objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
1nbT4QCIUn,MOOSPMPSParser,1682824020,4.81,4.81,2.48,5.71,5.71,2.63,2.63,6.07,6.07,2.63,1039.77,293.65,262432.94,22.68,19.76,1.12,19.81,19.82,0.44,0.22,19.82,0.49,26.6,49.4,29.692,42,e00fce68a145996ae3d821b8,2023-04-30 03:07:01.060000+00:00,2023-04-30T03:07:01.236Z,2023-04-30T03:07:01.236Z
Wcq0kUs96u,MOOSPMPSParser,1682824081,3.64,3.64,2.61,4.71,4.71,3.0,3.2,5.66,5.66,3.29,1116.46,284.1,55848.96,28.23,20.52,2.61,20.81,20.85,1.17,0.73,20.86,0.52,26.6,54.6,32.117,42,e00fce68f8f5a1da595c7249,2023-04-30 03:08:01.455000+00:00,2023-04-30T03:08:01.721Z,2023-04-30T03:08:01.721Z
TUG7GYbnHg,MOOSPMPSParser,1682824620,4.49,4.49,2.46,5.41,5.41,2.6,2.6,5.94,5.94,2.6,989.72,278.5,262597.41,21.79,19.59,1.41,19.63,19.64,0.68,0.32,19.64,0.5,26.5,49.0,30.954,42,e00fce68a145996ae3d821b8,2023-04-30 03:17:00.971000+00:00,2023-04-30T03:17:01.167Z,2023-04-30T03:17:01.167Z
o2F849ydSn,MOOSPMPSParser,1682824681,3.87,3.87,2.68,5.07,5.07,3.03,3.19,5.69,5.69,3.27,1131.23,288.88,56027.18,31.45,21.15,2.12,21.39,21.43,0.75,0.36,21.43,0.51,26.2,55.4,31.821,42,e00fce68f8f5a1da595c7249,2023-04-30 03:18:01.612000+00:00,2023-04-30T03:18:01.819Z,2023-04-30T03:18:01.819Z
8JjlY5X6vI,MOOSPMPSParser,1682825220,5.34,5.34,3.37,6.34,6.34,3.56,3.56,6.9,6.9,3.56,1121.02,317.25,262813.34,24.02,26.83,1.69,26.9,26.9,0.68,0.33,26.91,0.5,26.0,51.3,30.04,42,e00fce68a145996ae3d821b8,2023-04-30 03:27:00.888000+00:00,2023-04-30T03:27:01.116Z,2023-04-30T03:27:01.116Z
GWdowpSDKJ,MOOSPMPSParser,1682825281,4.16,4.16,2.74,5.59,5.59,3.07,3.21,6.6,6.6,3.28,1174.81,304.76,56193.98,34.97,21.64,3.42,21.86,21.9,1.42,0.71,21.9,0.52,26.0,56.3,30.625,42,e00fce68f8f5a1da595c7249,2023-04-30 03:28:04.338000+00:00,2023-04-30T03:28:04.526Z,2023-04-30T03:28:04.526Z
x5nHOHzRMv,MOOSPMPSParser,1682825820,6.26,6.26,4.12,7.68,7.68,4.72,5.03,8.52,8.52,5.18,1303.08,372.08,263092.31,35.76,32.35,2.39,32.8,32.86,0.84,0.44,32.87,0.58,25.6,52.4,27.155,42,e00fce68a145996ae3d821b8,2023-04-30 03:37:01.046000+00:00,2023-04-30T03:37:01.725Z,2023-04-30T03:37:01.725Z
lcWzKCODej,MOOSPMPSParser,1682825881,4.21,4.21,2.88,5.71,5.71,3.25,3.43,6.34,6.34,3.51,1178.42,304.96,56374.8,35.01,22.69,2.41,22.95,22.99,0.88,0.3,23.0,0.5,25.7,57.5,30.039,42,e00fce68f8f5a1da595c7249,2023-04-30 03:38:01.688000+00:00,2023-04-30T03:38:01.868Z,2023-04-30T03:38:01.868Z
f09cz55M4k,MOOSPMPSParser,1682826420,7.6,7.6,4.61,9.31,9.31,5.07,5.23,10.38,10.38,5.31,1505.91,429.76,263421.78,42.05,36.52,2.83,36.8,36.84,1.12,0.58,36.85,0.52,25.7,51.4,27.124,42,e00fce68a145996ae3d821b8,2023-04-30 03:47:00.978000+00:00,2023-04-30T03:47:01.177Z,2023-04-30T03:47:01.177Z
zhWOYltWtH,MOOSPMPSParser,1682826481,4.07,4.07,2.5,5.44,5.44,2.68,2.71,6.29,6.29,2.73,1177.42,299.19,56558.12,34.68,19.89,2.61,19.97,19.98,1.15,0.67,19.99,0.49,25.4,57.8,29.788,42,e00fce68f8f5a1da595c7249,2023-04-30 03:48:01.489000+00:00,2023-04-30T03:48:01.685Z,2023-04-30T03:48:01.685Z
fWyFcxET0h,MOOSPMPSParser,1682827020,7.0,7.0,3.13,8.51,8.51,3.64,3.92,9.24,9.24,4.06,1408.19,402.49,263700.22,38.56,24.5,2.04,24.89,24.95,0.77,0.35,24.96,0.56,25.7,50.7,27.875,42,e00fce68a145996ae3d821b8,2023-04-30 03:57:01.033000+00:00,2023-04-30T03:57:01.218Z,2023-04-30T03:57:01.218Z
4NUKxXGywm,MOOSPMPSParser,1682827081,4.05,4.05,2.37,5.62,5.62,2.52,2.54,6.09,6.09,2.54,1181.45,303.04,56745.18,34.13,18.88,2.22,18.94,18.95,0.83,0.25,18.95,0.49,25.2,57.9,29.941,42,e00fce68f8f5a1da595c7249,2023-04-30 03:58:01.519000+00:00,2023-04-30T03:58:01.771Z,2023-04-30T03:58:01.771Z
