objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
jrsIZHUb5H,MOOSPMPSParser,1663279500,0.46,0.46,0.82,0.84,0.11,0.87,0.87,0.96,0.17,0.87,278.88,78.19,3363.2,6.48,6.53,0.36,6.55,6.55,0.17,0.17,6.55,0.49,25.7,36.9,33.547,42,e00fce68a145996ae3d821b8,2022-09-15 22:05:01.963000+00:00,2022-09-15T22:05:02.185Z,2022-09-15T22:05:02.185Z
U9AigohUPk,MOOSPMPSParser,1663279620,0.54,0.54,0.88,1.04,0.13,0.93,0.93,1.22,0.13,0.93,274.89,76.59,362686.41,9.25,6.99,1.02,7.01,7.01,0.26,0.08,7.01,0.43,29.6,29.7,46.474,43,e00fce6856818e5885f65487,2022-09-15 22:06:59.732000+00:00,2022-09-15T22:06:59.938Z,2022-09-15T22:06:59.938Z
CZSGzm3Iof,MOOSPMPSParser,1663280100,0.57,0.57,0.85,0.84,0.1,0.9,0.9,1.01,0.1,0.9,290.03,81.36,3428.58,6.57,6.8,0.36,6.82,6.82,0.28,0.22,6.82,0.5,24.7,39.3,34.222,42,e00fce68a145996ae3d821b8,2022-09-15 22:15:01.958000+00:00,2022-09-15T22:15:02.200Z,2022-09-15T22:15:02.200Z
YsFgeQgvm7,MOOSPMPSParser,1663280220,0.37,0.37,0.7,0.82,0.08,0.74,0.74,1.02,0.08,0.74,247.97,68.86,362742.38,7.42,5.61,0.84,5.62,5.62,0.17,0.09,5.62,0.44,28.4,31.4,48.209,43,e00fce6856818e5885f65487,2022-09-15 22:17:00.304000+00:00,2022-09-15T22:17:00.499Z,2022-09-15T22:17:00.499Z
r3LAER6dj6,MOOSPMPSParser,1663280700,0.25,0.25,0.77,0.45,0.05,0.81,0.81,0.55,0.06,0.81,254.57,72.32,3485.77,5.08,6.11,0.21,6.12,6.12,0.08,0.05,6.12,0.5,25.2,36.3,33.838,42,e00fce68a145996ae3d821b8,2022-09-15 22:25:02.020000+00:00,2022-09-15T22:25:02.331Z,2022-09-15T22:25:02.331Z
UZGErCCvlL,MOOSPMPSParser,1663280820,0.34,0.34,0.74,0.65,0.1,0.78,0.78,0.65,0.1,0.78,257.04,71.2,362790.0,6.88,5.88,0.43,5.9,5.9,0.0,0.0,5.9,0.42,30.4,28.7,48.276,43,e00fce6856818e5885f65487,2022-09-15 22:26:59.719000+00:00,2022-09-15T22:26:59.882Z,2022-09-15T22:26:59.882Z
nDOW64HMkL,MOOSPMPSParser,1663281300,0.61,0.61,0.84,0.82,0.09,0.89,0.89,0.85,0.09,0.89,281.44,79.41,3543.72,6.7,6.71,0.27,6.73,6.73,0.04,0.0,6.73,0.48,25.9,35.7,34.225,42,e00fce68a145996ae3d821b8,2022-09-15 22:35:02.467000+00:00,2022-09-15T22:35:02.654Z,2022-09-15T22:35:02.654Z
NhbcCCCa6S,MOOSPMPSParser,1663281420,0.49,0.49,0.64,0.92,0.09,0.68,0.68,0.95,0.12,0.68,263.09,73.53,362834.22,7.56,5.1,0.52,5.11,5.11,0.0,0.0,5.12,0.43,31.0,27.3,48.454,43,e00fce6856818e5885f65487,2022-09-15 22:36:59.815000+00:00,2022-09-15T22:37:00.013Z,2022-09-15T22:37:00.013Z
GgLBbkUwU4,MOOSPMPSParser,1663281900,0.35,0.35,0.84,0.63,0.05,0.89,0.89,0.78,0.05,0.89,263.25,73.83,3598.55,6.5,6.68,0.48,6.7,6.7,0.13,0.09,6.7,0.5,26.1,33.2,34.544,42,e00fce68a145996ae3d821b8,2022-09-15 22:45:01.970000+00:00,2022-09-15T22:45:02.189Z,2022-09-15T22:45:02.189Z
ln45wbzNRo,MOOSPMPSParser,1663282020,0.41,0.41,0.7,0.82,0.05,0.74,0.74,0.82,0.05,0.74,263.6,74.51,362881.03,6.43,5.57,0.35,5.58,5.59,0.0,0.0,5.59,0.44,30.9,25.7,49.115,43,e00fce6856818e5885f65487,2022-09-15 22:46:59.909000+00:00,2022-09-15T22:47:00.102Z,2022-09-15T22:47:00.102Z
UAsSpLMeIL,MOOSPMPSParser,1663282500,0.25,0.25,0.83,0.57,0.04,0.88,0.88,0.62,0.04,0.88,256.18,72.03,3652.88,6.19,6.6,0.17,6.61,6.62,0.05,0.05,6.62,0.47,25.8,33.5,35.037,42,e00fce68a145996ae3d821b8,2022-09-15 22:55:02.005000+00:00,2022-09-15T22:55:02.224Z,2022-09-15T22:55:02.224Z
7vN4QUbhsL,MOOSPMPSParser,1663282620,0.36,0.36,0.67,0.69,0.09,0.71,0.71,0.78,0.09,0.71,240.39,68.6,362930.34,6.86,5.33,0.44,5.34,5.34,0.19,0.0,5.35,0.43,29.9,27.2,48.782,43,e00fce6856818e5885f65487,2022-09-15 22:56:59.876000+00:00,2022-09-15T22:57:00.080Z,2022-09-15T22:57:00.080Z
