objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
jZWXk5DT1T,MOOSPMPSParser,1663326420,23.44,20.36,37.82,32.3,5.67,40.08,40.15,37.32,7.36,40.18,3511.36,1023.18,30211.65,161.6,300.94,10.74,301.79,301.89,4.51,2.5,301.95,0.52,11.1,90.0,4.869,42,e00fce68a145996ae3d821b8,2022-09-16 11:07:00.918000+00:00,2022-09-16T11:07:01.144Z,2022-09-16T11:07:01.144Z
9e5wcTFZh4,MOOSPMPSParser,1663326601,29.0,22.85,6.23,42.95,1.23,6.59,6.59,45.45,1.27,6.59,5088.88,1491.73,388796.72,226.27,49.61,19.32,49.73,49.75,2.92,1.61,49.76,0.48,12.1,85.5,7.964,43,e00fce6856818e5885f65487,2022-09-16 11:09:58.921000+00:00,2022-09-16T11:09:59.197Z,2022-09-16T11:09:59.197Z
1sk0VGkGFn,MOOSPMPSParser,1663327020,12.34,11.49,9.55,17.25,1.85,10.24,10.36,19.98,2.01,10.42,1927.28,564.04,30885.6,91.16,75.89,6.36,76.22,76.26,2.39,1.21,76.28,0.55,11.1,91.3,6.759,42,e00fce68a145996ae3d821b8,2022-09-16 11:17:00.945000+00:00,2022-09-16T11:17:01.148Z,2022-09-16T11:17:01.148Z
0FCxCS8gnf,MOOSPMPSParser,1663327201,13.31,12.5,18.36,20.42,3.47,19.56,19.67,21.8,4.04,19.73,2396.33,706.73,389518.19,115.54,145.98,11.12,146.49,146.55,1.72,1.0,146.58,0.51,12.1,85.9,9.578,43,e00fce6856818e5885f65487,2022-09-16 11:19:58.945000+00:00,2022-09-16T11:19:59.168Z,2022-09-16T11:19:59.168Z
C4IlJf85dR,MOOSPMPSParser,1663327620,15.98,15.81,6.89,22.42,1.27,7.43,7.54,26.78,1.35,7.6,2496.84,723.04,31766.06,113.38,54.69,9.28,54.97,55.0,3.65,2.08,55.02,0.55,11.3,90.8,5.77,42,e00fce68a145996ae3d821b8,2022-09-16 11:27:00.917000+00:00,2022-09-16T11:27:01.146Z,2022-09-16T11:27:01.146Z
KvxZjjUJdI,MOOSPMPSParser,1663327801,11.02,11.02,6.48,17.0,1.31,7.02,7.17,18.02,1.38,7.24,2070.6,606.47,390080.22,97.43,51.38,8.69,51.68,51.72,1.28,0.64,51.74,0.52,12.2,85.3,8.443,43,e00fce6856818e5885f65487,2022-09-16 11:29:58.920000+00:00,2022-09-16T11:29:59.168Z,2022-09-16T11:29:59.168Z
LsEBgYoH6p,MOOSPMPSParser,1663328220,8.84,8.84,7.03,12.46,1.19,7.47,7.51,14.3,1.48,7.52,1432.86,422.39,32227.25,64.69,55.94,4.78,56.12,56.14,1.68,1.18,56.15,0.53,11.2,91.4,6.122,42,e00fce68a145996ae3d821b8,2022-09-16 11:37:00.935000+00:00,2022-09-16T11:37:01.122Z,2022-09-16T11:37:01.122Z
frqcbeT36f,MOOSPMPSParser,1663328401,8.39,8.39,6.66,12.56,1.24,7.16,7.25,13.75,1.25,7.3,1584.24,465.59,390519.31,71.7,52.92,7.0,53.17,53.2,1.34,0.84,53.21,0.52,12.2,85.0,8.792,43,e00fce6856818e5885f65487,2022-09-16 11:39:58.921000+00:00,2022-09-16T11:39:59.118Z,2022-09-16T11:39:59.118Z
HnBYDbsGs1,MOOSPMPSParser,1663328820,7.27,7.27,5.73,10.38,1.04,6.18,6.28,12.16,1.22,6.33,1220.3,360.99,32664.38,57.38,45.44,3.74,45.68,45.71,1.52,0.96,45.72,0.56,11.3,89.5,6.671,42,e00fce68a145996ae3d821b8,2022-09-16 11:47:00.918000+00:00,2022-09-16T11:47:01.194Z,2022-09-16T11:47:01.194Z
c0LRmCTeoE,MOOSPMPSParser,1663329001,6.87,6.87,5.43,11.08,1.07,5.9,6.03,12.13,1.1,6.09,1323.23,389.78,390915.38,68.35,43.01,8.18,43.28,43.31,1.15,0.55,43.32,0.54,12.1,84.3,10.25,43,e00fce6856818e5885f65487,2022-09-16 11:49:58.923000+00:00,2022-09-16T11:49:59.119Z,2022-09-16T11:49:59.119Z
Ydz2lo1191,MOOSPMPSParser,1663329420,6.73,6.73,6.38,9.5,1.01,6.87,6.97,11.94,1.22,7.02,1135.46,336.19,33082.4,55.0,50.69,4.43,50.94,50.97,2.11,1.09,50.98,0.56,11.0,88.6,6.415,42,e00fce68a145996ae3d821b8,2022-09-16 11:57:01.398000+00:00,2022-09-16T11:57:01.613Z,2022-09-16T11:57:01.613Z
itQZGAeWbw,MOOSPMPSParser,1663329601,7.07,7.07,4.88,11.22,0.92,5.28,5.38,12.23,0.92,5.42,1361.94,401.83,391321.62,66.25,38.73,7.29,38.94,38.97,1.21,0.51,38.98,0.53,11.9,83.7,8.213,43,e00fce6856818e5885f65487,2022-09-16 11:59:58.982000+00:00,2022-09-16T11:59:59.168Z,2022-09-16T11:59:59.168Z
