objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
GM8EtLR5v9,MOOSPMPSParser,1662703560,13.95,13.95,11.0,18.14,1.73,11.65,11.68,20.62,1.93,11.69,2316.39,679.58,64028.61,99.86,87.51,5.17,87.76,87.79,2.09,1.24,87.81,0.51,17.0,54.3,24.063,42,e00fce68a145996ae3d821b8,2022-09-09 06:06:01.881000+00:00,2022-09-09T06:06:02.161Z,2022-09-09T06:06:02.161Z
4OsS2OKLMd,MOOSPMPSParser,1662703561,11.85,11.85,9.79,17.87,1.69,10.36,10.36,19.06,1.75,10.36,2213.37,650.5,596765.56,100.45,77.97,7.64,78.16,78.19,1.45,0.86,78.2,0.45,17.9,50.8,34.162,43,e00fce6856818e5885f65487,2022-09-09 06:06:03.404000+00:00,2022-09-09T06:06:03.598Z,2022-09-09T06:06:03.598Z
uNd1qvoEOE,MOOSPMPSParser,1662704160,12.34,12.34,11.43,16.42,1.96,12.1,12.12,18.66,2.2,12.12,2081.8,607.6,64807.27,89.45,90.96,5.02,91.2,91.23,2.26,1.23,91.25,0.51,16.9,53.2,23.694,42,e00fce68a145996ae3d821b8,2022-09-09 06:16:01.890000+00:00,2022-09-09T06:16:02.100Z,2022-09-09T06:16:02.100Z
Zv3H6nYo8l,MOOSPMPSParser,1662704161,11.77,11.77,10.86,17.48,2.04,11.48,11.48,19.23,2.16,11.48,2216.99,652.35,597415.31,97.23,86.45,10.52,86.66,86.69,2.27,1.01,86.71,0.48,17.8,50.5,31.656,43,e00fce6856818e5885f65487,2022-09-09 06:16:03.900000+00:00,2022-09-09T06:16:04.108Z,2022-09-09T06:16:04.108Z
brHp2rJqT1,MOOSPMPSParser,1662704760,13.72,13.72,13.53,18.41,1.83,14.31,14.31,21.31,2.16,14.32,2311.46,675.74,65645.8,100.7,107.72,6.5,107.99,108.02,2.76,1.6,108.05,0.51,17.1,56.9,24.862,42,e00fce68a145996ae3d821b8,2022-09-09 06:26:01.969000+00:00,2022-09-09T06:26:02.173Z,2022-09-09T06:26:02.173Z
bWE9jDAMFM,MOOSPMPSParser,1662704761,11.9,11.9,10.88,18.35,2.26,11.51,11.51,19.84,2.35,11.51,2263.76,658.01,598143.0,105.08,86.62,9.35,86.84,86.86,1.74,0.89,86.88,0.46,17.8,55.0,35.297,43,e00fce6856818e5885f65487,2022-09-09 06:26:03.477000+00:00,2022-09-09T06:26:03.682Z,2022-09-09T06:26:03.682Z
ZcmtTgy8BS,MOOSPMPSParser,1662705360,16.69,16.69,13.94,23.1,2.42,14.85,14.93,25.45,2.59,14.97,2758.81,816.46,66608.95,128.44,110.88,6.64,111.26,111.3,2.66,1.24,111.33,0.55,16.8,60.5,22.071,42,e00fce68a145996ae3d821b8,2022-09-09 06:36:01.881000+00:00,2022-09-09T06:36:02.098Z,2022-09-09T06:36:02.098Z
lwn4IdSrlo,MOOSPMPSParser,1662705361,15.86,15.86,13.15,23.53,2.61,13.91,13.91,25.81,2.89,13.92,2903.09,852.71,599013.31,131.39,104.64,11.58,104.91,104.94,2.87,1.81,104.97,0.48,17.5,58.5,32.532,43,e00fce6856818e5885f65487,2022-09-09 06:36:03.420000+00:00,2022-09-09T06:36:03.678Z,2022-09-09T06:36:03.678Z
uiBLrM3n2s,MOOSPMPSParser,1662705960,15.98,15.98,11.2,21.27,1.66,11.84,11.84,23.24,1.85,11.85,2633.11,776.07,67469.45,107.67,89.13,5.55,89.36,89.39,1.88,1.08,89.41,0.5,16.3,58.9,22.239,42,e00fce68a145996ae3d821b8,2022-09-09 06:46:01.879000+00:00,2022-09-09T06:46:02.137Z,2022-09-09T06:46:02.137Z
Hm51c5zUyh,MOOSPMPSParser,1662705961,14.85,14.85,9.84,22.49,1.7,10.41,10.42,24.26,1.8,10.42,2718.95,797.5,599812.31,125.93,78.3,13.03,78.51,78.53,2.02,0.95,78.55,0.48,17.1,56.4,33.417,43,e00fce6856818e5885f65487,2022-09-09 06:46:03.398000+00:00,2022-09-09T06:46:03.623Z,2022-09-09T06:46:03.623Z
cthG77TEwZ,MOOSPMPSParser,1662706560,12.9,12.9,10.55,17.07,1.75,11.16,11.16,19.46,2.01,11.17,2148.83,632.36,68214.96,89.38,84.01,5.44,84.22,84.25,2.01,1.18,84.26,0.5,16.2,58.8,25.458,42,e00fce68a145996ae3d821b8,2022-09-09 06:56:01.886000+00:00,2022-09-09T06:56:02.096Z,2022-09-09T06:56:02.096Z
SQMfXhD3hN,MOOSPMPSParser,1662706561,11.89,11.89,9.3,17.91,1.78,9.84,9.85,19.39,1.94,9.85,2222.97,653.45,600489.62,100.24,74.06,9.01,74.25,74.27,1.81,0.94,74.29,0.49,16.8,56.8,36.245,43,e00fce6856818e5885f65487,2022-09-09 06:56:03.899000+00:00,2022-09-09T06:56:04.151Z,2022-09-09T06:56:04.151Z
