objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,n_PM5_P,n_PM10_P,n_PM10_b,typ_size_b,temp_C,rh,o3,moos,coreid,published_at,createdAt,updatedAt
dqT8ulUoIR,MOOSPMPSParser,1684033561,9.5,9.5,5.25,11.52,11.52,6.14,6.62,12.65,12.65,6.86,1850.55,523.15,584809.38,51.65,41.16,3.01,41.84,41.94,1.14,0.77,41.96,0.53,28.5,48.8,19.217,42,e00fce68a145996ae3d821b8,2023-05-14 03:06:03.117000+00:00,2023-05-14T03:06:03.351Z,2023-05-14T03:06:03.351Z
60jGPoXnpR,MOOSPMPSParser,1684033680,22.72,20.55,6.17,29.12,27.51,6.52,6.52,30.55,30.45,6.52,4802.51,1244.53,11147.29,144.52,49.12,9.79,49.24,49.26,2.0,1.08,49.27,0.44,27.1,56.4,21.707,42,e00fce68f8f5a1da595c7249,2023-05-14 03:08:02.330000+00:00,2023-05-14T03:08:02.621Z,2023-05-14T03:08:02.621Z
wGax1GhxG5,MOOSPMPSParser,1684034161,9.49,9.49,5.63,11.44,11.44,6.37,6.72,12.56,12.56,6.89,1824.94,523.8,585147.25,51.56,44.36,2.91,44.88,44.96,1.11,0.61,44.97,0.53,28.0,50.2,19.669,42,e00fce68a145996ae3d821b8,2023-05-14 03:16:02.945000+00:00,2023-05-14T03:16:03.144Z,2023-05-14T03:16:03.144Z
oT2PMCyLHA,MOOSPMPSParser,1684034280,8.11,8.11,3.52,10.84,10.84,3.73,3.73,11.71,11.71,3.73,1942.05,501.58,11449.22,58.11,28.05,5.11,28.12,28.13,1.21,0.52,28.13,0.44,27.3,53.3,31.315,42,e00fce68f8f5a1da595c7249,2023-05-14 03:18:02.342000+00:00,2023-05-14T03:18:02.547Z,2023-05-14T03:18:02.547Z
W3wkQHqaIL,MOOSPMPSParser,1684034761,12.86,12.86,6.25,15.71,15.71,6.61,6.61,17.07,17.07,6.61,2416.55,695.33,585632.25,71.31,49.78,3.56,49.9,49.92,1.34,0.82,49.93,0.49,27.7,51.0,16.482,42,e00fce68a145996ae3d821b8,2023-05-14 03:26:03.047000+00:00,2023-05-14T03:26:03.216Z,2023-05-14T03:26:03.216Z
hSzI6T0cGN,MOOSPMPSParser,1684034880,9.65,9.65,3.74,12.37,12.37,3.95,3.95,13.41,13.41,3.95,2204.94,566.46,11786.22,66.94,29.74,4.52,29.82,29.83,1.49,0.83,29.83,0.45,26.6,56.3,31.799,42,e00fce68f8f5a1da595c7249,2023-05-14 03:28:02.394000+00:00,2023-05-14T03:28:02.554Z,2023-05-14T03:28:02.554Z
IEhHdJ6GOB,MOOSPMPSParser,1684035361,10.22,10.22,5.63,12.09,12.09,5.96,5.96,13.14,13.14,5.96,1958.19,558.46,585996.69,47.97,44.84,2.84,44.95,44.97,1.0,0.58,44.98,0.48,27.4,53.7,17.593,42,e00fce68a145996ae3d821b8,2023-05-14 03:36:02.959000+00:00,2023-05-14T03:36:03.206Z,2023-05-14T03:36:03.206Z
d8c7tH2hw3,MOOSPMPSParser,1684035480,6.43,6.43,3.08,8.67,8.67,3.26,3.26,9.39,9.39,3.26,1619.47,415.9,12046.32,52.97,24.53,3.2,24.59,24.59,0.9,0.47,24.6,0.46,26.6,55.0,32.184,42,e00fce68f8f5a1da595c7249,2023-05-14 03:38:02.337000+00:00,2023-05-14T03:38:02.539Z,2023-05-14T03:38:02.539Z
wQnEtF1R1O,MOOSPMPSParser,1684035961,11.05,11.05,5.5,13.08,13.08,5.82,5.82,14.22,14.22,5.82,2112.14,602.22,586390.56,54.84,43.81,2.96,43.92,43.93,1.3,0.7,43.94,0.47,26.9,55.1,16.208,42,e00fce68a145996ae3d821b8,2023-05-14 03:46:03.141000+00:00,2023-05-14T03:46:03.341Z,2023-05-14T03:46:03.341Z
SEsrp1sRDs,MOOSPMPSParser,1684036080,6.15,6.15,3.42,8.16,8.16,3.62,3.62,8.81,8.81,3.62,1539.02,399.02,12286.53,49.35,27.24,3.19,27.31,27.31,0.92,0.52,27.32,0.46,26.4,54.5,34.233,42,e00fce68f8f5a1da595c7249,2023-05-14 03:48:02.231000+00:00,2023-05-14T03:48:02.425Z,2023-05-14T03:48:02.425Z
YZpfupXG1A,MOOSPMPSParser,1684036561,12.1,12.1,6.06,14.13,14.13,6.4,6.4,14.96,14.96,6.4,2270.35,650.36,586792.31,54.1,48.21,2.42,48.33,48.34,0.9,0.46,48.35,0.47,26.6,56.1,17.907,42,e00fce68a145996ae3d821b8,2023-05-14 03:56:02.895000+00:00,2023-05-14T03:56:03.109Z,2023-05-14T03:56:03.109Z
YOsAe1WCT0,MOOSPMPSParser,1684036680,5.95,5.95,3.52,7.94,7.94,3.72,3.72,8.34,8.34,3.72,1510.89,388.65,12519.97,45.74,28.0,3.18,28.07,28.07,0.51,0.26,28.08,0.46,26.4,54.5,35.254,42,e00fce68f8f5a1da595c7249,2023-05-14 03:58:02.177000+00:00,2023-05-14T03:58:02.367Z,2023-05-14T03:58:02.367Z
