unixtime,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,temp_C,rh,o3,lat,lon,coreid,C1_T,C2_rh,C3_o3,b,o3_cal
1758474000,-9,-9,6554,-9,-9,6554,27,53,13.228,35.670338,-119.239067,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,26.374231802387996
1758474001,60,44,33,63,54,33,27,60,17.402,35.949532,-119.050011,e00fce6858b443fd80f27170,0.662670487,0.209990819,0.699541715,-13.32328832,29.34168889343
1758474000,5,5,5,5,5,5,29,42,23.735,36.139004,-120.368385,e00fce68d6b773b56ce8baa0,0.903406121,0.472949501,0.778436959,-32.72829099,31.810566782865003
1758474000,101,67,63,107,75,65,27,65,21.134,36.526531,-119.290321,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,29.899159458862
1758474001,8,8,4,9,9,4,28,43,0.0,36.03756,-120.173264,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1758474001,8,8,5,8,8,5,28,46,36.276,36.005283,-120.11731,e00fce68e88237db75a60608,0.452680826,0.266996906,0.741711781,-22.88896785,28.974289521556003
1758474601,59,43,32,62,54,32,27,57,19.79,35.949543,-119.050026,e00fce6858b443fd80f27170,0.662670487,0.209990819,0.699541715,-13.32328832,30.382222051849997
1758474600,-9,-9,6554,-9,-9,6554,27,52,15.166,35.670383,-119.23909,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,27.385806877186
1758474600,98,65,60,103,74,62,27,64,26.625,36.526554,-119.290306,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,33.587112079625
1758474600,5,5,5,5,5,5,30,41,22.653,36.139023,-120.368393,e00fce68d6b773b56ce8baa0,0.903406121,0.472949501,0.778436959,-32.72829099,31.398754613227005
1758474601,8,8,4,8,8,4,28,42,0.0,36.037586,-120.173141,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1758474601,8,8,4,8,8,4,28,44,35.612,36.005264,-120.117432,e00fce68e88237db75a60608,0.452680826,0.266996906,0.741711781,-22.88896785,27.947799086971997
1758475200,-9,-9,6554,-9,-9,6554,27,51,15.179,35.670326,-119.239044,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,27.320793032808993
1758475200,5,5,5,6,6,5,31,42,22.815,36.13905,-120.368385,e00fce68d6b773b56ce8baa0,0.903406121,0.472949501,0.778436959,-32.72829099,32.901217022584994
1758475201,59,43,33,62,53,33,28,57,21.851,35.949593,-119.049957,e00fce6858b443fd80f27170,0.662670487,0.209990819,0.699541715,-13.32328832,32.486648013465
1758475200,98,64,62,105,74,65,27,63,31.368,36.52655,-119.290344,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,36.756464936024
1758475201,8,8,4,8,8,4,29,40,0.0,36.037495,-120.173225,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1758475201,7,7,4,8,8,4,28,45,36.991,36.005219,-120.117424,e00fce68e88237db75a60608,0.452680826,0.266996906,0.741711781,-22.88896785,29.237616538970997
1758475800,-9,-9,6554,-9,-9,6554,28,49,17.176,35.670422,-119.239044,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,29.179316353896
1758475801,59,43,33,62,53,33,28,55,23.33,35.949581,-119.049942,e00fce6858b443fd80f27170,0.662670487,0.209990819,0.699541715,-13.32328832,33.10128857194999
1758475800,5,5,5,5,5,5,31,42,24.606,36.139019,-120.368408,e00fce68d6b773b56ce8baa0,0.903406121,0.472949501,0.778436959,-32.72829099,34.295397616154
1758475800,99,65,63,106,75,65,28,62,32.33,36.526535,-119.290337,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,37.83084552669
1758475801,7,7,3,8,8,3,29,39,0.0,36.037567,-120.173256,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1758475801,8,8,4,8,8,4,29,42,37.137,36.005272,-120.117493,e00fce68e88237db75a60608,0.452680826,0.266996906,0.741711781,-22.88896785,28.997596566997004
1758476400,-9,-9,6554,-9,-9,6554,28,46,19.587,35.670254,-119.239052,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,30.310856075977
1758476401,59,43,33,62,53,33,28,54,24.418,35.949654,-119.050011,e00fce6858b443fd80f27170,0.662670487,0.209990819,0.699541715,-13.32328832,33.652399138869995
1758476400,98,65,62,106,75,64,28,62,32.717,36.526512,-119.290283,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,38.099158506381
1758476400,5,5,5,5,5,5,31,40,26.777,36.138931,-120.36837,e00fce68d6b773b56ce8baa0,0.903406121,0.472949501,0.778436959,-32.72829099,35.039485252143
1758476401,6,6,3,7,7,3,29,38,0.0,36.037632,-120.173241,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1758476401,7,7,4,7,7,4,29,42,38.115,36.005199,-120.117294,e00fce68e88237db75a60608,0.452680826,0.266996906,0.741711781,-22.88896785,29.722990688815003
1758477000,0,0,2,0,0,2,24,41,25.584,40.594212,-105.075768,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-999.0,-999.0
1758477000,-9,-9,6554,-9,-9,6554,28,44,22.18,35.67028,-119.239113,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,31.61646670178
1758477001,59,43,32,62,53,33,28,54,25.218,35.949528,-119.049973,e00fce6858b443fd80f27170,0.662670487,0.209990819,0.699541715,-13.32328832,34.21203251087
1758477000,94,62,60,101,73,62,28,60,33.617,36.526505,-119.290306,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,38.485059972081004
1758477000,5,5,5,5,5,5,32,40,27.739,36.138931,-120.36837,e00fce68d6b773b56ce8baa0,0.903406121,0.472949501,0.778436959,-32.72829099,36.69174772770099
1758477001,6,6,3,7,7,3,29,39,0.0,36.037651,-120.173241,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1758477001,7,7,4,7,7,4,29,41,38.924,36.005199,-120.117294,e00fce68e88237db75a60608,0.452680826,0.266996906,0.741711781,-22.88896785,30.056038613644
