unixtime,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,temp_C,rh,o3,lat,lon,coreid,C1_T,C2_rh,C3_o3,b,o3_cal
1785477600,7,7,4,8,8,4,26,42,12.82,35.94965,-119.04995,e00fce6808784ceaf209f949,0.0,0.0,0.0,-999.0,-999.0
1785477601,1,1,1,1,1,2,28,32,30.942,36.139015,-120.368439,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-999.0,-999.0
1785477601,0,0,1,0,0,2,28,32,36.308,36.139011,-120.368362,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,38.650378688068
1785477600,1,1,2,1,1,3,30,28,39.149,36.13903,-120.36837,e00fce6850cac69f647dc199,0.0,0.0,0.0,-999.0,-999.0
1785477600,1,1,2,2,2,2,28,32,26.617,36.138885,-120.368393,e00fce6876826e255108c6bd,0.0,0.0,0.0,-999.0,-999.0
1785477600,0,0,2,0,0,2,28,33,24.393,36.138985,-120.368362,e00fce68d6b773b56ce8baa0,0.903406121,0.472949501,0.778436959,-32.72829099,27.162826671887004
1785477600,3,3,3,3,3,3,28,41,29.052,36.762749,-119.798691,e00fce68e88237db75a60608,0.452680826,0.266996906,0.741711781,-22.88896785,22.281179085611996
1785477601,3,3,3,3,3,4,30,32,37.331,3.3e-05,0.002245,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,38.779786644883
1785477601,3,3,0,3,3,0,30,29,29.639,36.187565,-119.822075,e00fce68e739ecbcf9e91965,0.0,0.0,0.0,-999.0,-999.0
1785477601,1,1,2,2,2,2,27,34,23.904,36.523327,-119.27877,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1785478200,6,6,4,7,7,4,26,42,13.406,35.949589,-119.049896,e00fce6808784ceaf209f949,0.0,0.0,0.0,-999.0,-999.0
1785478201,1,1,2,1,1,2,27,34,28.413,36.139095,-120.368378,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-999.0,-999.0
1785478200,0,0,2,0,0,3,27,34,22.91,36.139103,-120.368378,e00fce68d6b773b56ce8baa0,0.903406121,0.472949501,0.778436959,-32.72829099,25.57794804169
1785478201,0,0,2,0,0,2,27,34,35.452,36.139072,-120.368416,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,37.429978980891995
1785478200,1,1,2,1,1,3,30,29,37.559,36.138996,-120.368393,e00fce6850cac69f647dc199,0.0,0.0,0.0,-999.0,-999.0
1785478200,1,1,2,1,1,2,27,34,24.602,36.139008,-120.368347,e00fce6876826e255108c6bd,0.0,0.0,0.0,-999.0,-999.0
1785478201,1,1,2,2,2,2,28,32,26.741,36.523365,-119.278862,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1785478201,2,2,3,3,3,4,29,32,37.152,3.3e-05,0.002245,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,38.129230746336006
1785478200,3,3,3,3,3,4,27,41,27.142,36.762722,-119.798706,e00fce68e88237db75a60608,0.452680826,0.266996906,0.741711781,-22.88896785,20.411828757902
1785478201,3,3,0,4,4,0,29,29,32.074,36.187565,-119.822075,e00fce68e739ecbcf9e91965,0.0,0.0,0.0,-999.0,-999.0
1785478800,5,5,3,5,5,3,25,40,17.725,35.949501,-119.049942,e00fce6808784ceaf209f949,0.0,0.0,0.0,-999.0,-999.0
1785478801,1,1,2,1,1,2,27,34,28.465,36.139011,-120.368423,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-999.0,-999.0
1785478801,1,1,2,1,1,2,26,36,25.429,36.523357,-119.279007,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1785478800,1,1,2,1,1,3,30,29,37.194,36.138954,-120.36837,e00fce6850cac69f647dc199,0.0,0.0,0.0,-999.0,-999.0
1785478800,0,0,2,0,0,3,27,35,22.075,36.139103,-120.368378,e00fce68d6b773b56ce8baa0,0.903406121,0.472949501,0.778436959,-32.72829099,25.400902681924997
