unixtime,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,temp_C,rh,o3,lat,lon,coreid,C1_T,C2_rh,C3_o3,b,o3_cal
1762419600,1,1,1,1,1,1,12,85,16.506,36.138973,-120.368149,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,21.174531640658003
1762419600,0,0,0,0,0,0,12,84,3.889,36.139099,-120.368347,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,10.098514175219
1762419601,1,1,1,1,1,1,11,86,0.0,36.139038,-120.368347,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1762420200,0,0,1,0,0,1,11,85,4.075,36.139023,-120.368347,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,9.388586336825002
1762420201,1,1,1,2,2,1,11,86,0.0,36.138985,-120.368393,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1762420200,2,2,2,2,2,2,11,85,16.293,36.138992,-120.368378,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,20.500403025548998
1762420800,0,0,1,0,0,1,11,85,2.873,36.139153,-120.36824,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,8.716347437683
1762420800,2,2,2,2,2,2,11,85,14.487,36.138992,-120.368378,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,19.248275786991
1762420801,2,2,2,2,2,2,11,86,0.0,36.138954,-120.368324,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1762421400,0,0,1,0,0,1,11,86,2.469,36.139153,-120.36824,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,8.562687896399
1762421400,2,2,2,3,3,2,11,85,13.595,36.13913,-120.36837,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,18.629838634835004
1762421401,2,2,2,2,2,2,11,87,0.0,36.138962,-120.36834,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1762422000,0,0,1,0,0,1,11,86,2.252,36.139126,-120.368279,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,8.441326963692001
1762422000,2,2,2,3,3,2,11,86,12.692,36.139042,-120.368393,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,18.122816119556
1762422001,3,3,2,3,3,2,11,88,0.001,36.138893,-120.36837,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1762422600,0,0,2,0,0,2,11,87,2.114,36.139072,-120.368401,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,8.436432436694
1762422601,4,4,3,5,5,3,10,88,0.0,36.139015,-120.368103,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1762422600,4,4,3,5,5,3,11,86,12.9,36.139019,-120.368393,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,18.267025679699998
