unixtime,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,temp_C,rh,o3,lat,lon,coreid,C1_T,C2_rh,C3_o3,b,o3_cal
1751580000,8,8,3,9,9,3,38,26,55.329,36.785347,-119.773155,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,55.783978482757995
1751580000,1,1,1,1,1,1,42,11,512.865,36.139,-120.368248,e00fce68e739ecbcf9e91965,0.0,0.0,0.0,-9.9999,-9.9999
1751580000,7,7,3,7,7,3,38,26,60.946,36.78548,-119.773163,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,56.189221287458
1751580001,1,1,1,1,1,1,41,11,511.034,36.139042,-120.368408,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1751580000,0,0,1,0,0,1,35,20,54.195,40.594238,-105.075806,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1751580001,4,4,3,4,4,3,38,28,60.195,36.785431,-119.77314,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1751580001,1,1,1,1,1,1,44,10,20.887,36.139084,-120.368393,e00fce6876826e255108c6bd,0.0,0.0,0.0,-9.9999,-9.9999
1751580001,9,9,3,10,10,3,38,26,64.751,36.785507,-119.773102,e00fce68f12da1a0c5de6248,0.921919559,-0.041250808,0.35141,-1.253362498,55.461208646
1751580000,8,8,3,8,8,3,38,26,73.042,36.785492,-119.773109,e00fce68e88237db75a60608,0.69845682,0.091347691,0.494049694,-9.968352006,55.034424869148
1751580001,7,7,3,7,7,3,38,26,56.047,36.785454,-119.77314,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,54.999282036031005
1751580001,1,1,3,1,1,3,38,27,52.211,36.785412,-119.773087,e00fce686dc2ef0a68fa40b0,1.146965956,-0.094976874,0.260554446,1.84195658,56.46609549010601
1751580600,9,9,3,9,9,3,38,25,55.559,36.785473,-119.773071,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,55.875809038217994
1751580601,3,3,3,4,4,3,38,28,58.754,36.785416,-119.773094,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1751580600,7,7,3,7,7,3,38,26,60.359,36.785412,-119.773079,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,55.89824364230701
1751580601,1,1,3,1,1,3,38,26,50.341,36.78537,-119.773079,e00fce686dc2ef0a68fa40b0,1.146965956,-0.094976874,0.260554446,1.84195658,56.073835550086
1751580600,1,1,1,1,1,1,41,11,512.846,36.13895,-120.368042,e00fce68e739ecbcf9e91965,0.0,0.0,0.0,-9.9999,-9.9999
1751580601,1,1,1,1,1,1,41,11,511.032,36.139118,-120.368408,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1751580600,8,8,3,9,9,3,38,25,72.918,36.785389,-119.773125,e00fce68e88237db75a60608,0.69845682,0.091347691,0.494049694,-9.968352006,54.88181501609199
1751580601,9,9,3,9,9,3,38,26,65.429,36.785522,-119.773056,e00fce68f12da1a0c5de6248,0.921919559,-0.041250808,0.35141,-1.253362498,55.699464625999994
1751580601,1,1,1,1,1,1,44,10,21.343,36.139061,-120.368416,e00fce6876826e255108c6bd,0.0,0.0,0.0,-9.9999,-9.9999
1751580600,0,0,1,0,0,1,35,18,52.47,40.59412,-105.075836,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1751580601,7,7,3,8,8,3,38,25,55.442,36.785473,-119.773132,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,54.750044262866
1751581200,9,9,3,9,9,3,38,25,54.732,36.785442,-119.773094,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,55.576098530264
1751581200,7,7,3,7,7,3,38,25,60.512,36.785385,-119.77314,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,55.876762821176
1751581200,1,1,1,1,1,1,40,12,512.965,36.139027,-120.368347,e00fce68e739ecbcf9e91965,0.0,0.0,0.0,-9.9999,-9.9999
1751581201,4,4,3,4,4,3,38,28,59.146,36.785454,-119.77317,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1751581201,1,1,3,1,1,3,38,26,50.166,36.785442,-119.773056,e00fce686dc2ef0a68fa40b0,1.146965956,-0.094976874,0.260554446,1.84195658,56.028238522036006
1751581201,9,9,3,9,9,3,38,26,63.582,36.785522,-119.773056,e00fce68f12da1a0c5de6248,0.921919559,-0.041250808,0.35141,-1.253362498,55.050410356
1751581200,8,8,4,8,8,4,38,25,72.762,36.7854,-119.773132,e00fce68e88237db75a60608,0.69845682,0.091347691,0.494049694,-9.968352006,54.80474326382799
1751581201,1,1,1,1,1,1,40,12,511.048,36.13905,-120.368408,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1751581201,8,8,3,8,8,3,38,25,55.35,36.785404,-119.773117,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,54.71022676655
1751581201,1,1,1,1,1,1,43,11,22.511,36.13905,-120.368378,e00fce6876826e255108c6bd,0.0,0.0,0.0,-9.9999,-9.9999
1751581200,0,0,1,0,0,1,35,20,56.376,40.59412,-105.075836,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1751581800,8,8,3,9,9,3,38,25,53.444,36.785442,-119.773094,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,55.109318440487996
1751581800,1,1,1,1,1,1,41,11,513.047,36.138988,-120.368416,e00fce68e739ecbcf9e91965,0.0,0.0,0.0,-9.9999,-9.9999
1751581800,7,7,3,7,7,3,39,25,59.194,36.785446,-119.773094,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,56.087230584762
1751581800,0,0,1,0,0,1,35,20,53.133,40.594013,-105.075752,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1751581801,0,0,1,1,1,1,40,11,511.225,36.139126,-120.36837,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1751581801,3,3,3,4,4,3,38,27,57.678,36.785473,-119.773109,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
1751581801,9,9,3,9,9,3,38,25,62.173,36.785473,-119.773079,e00fce68f12da1a0c5de6248,0.921919559,-0.041250808,0.35141,-1.253362498,54.596524474
1751581800,8,8,3,8,8,3,39,25,71.137,36.78537,-119.773132,e00fce68e88237db75a60608,0.69845682,0.091347691,0.494049694,-9.968352006,54.700369331077994
1751581801,1,1,3,2,2,3,38,26,50.68,36.785404,-119.773125,e00fce686dc2ef0a68fa40b0,1.146965956,-0.094976874,0.260554446,1.84195658,56.16216350728
1751581801,7,7,3,7,7,3,39,25,54.005,36.785446,-119.773094,e00fce68e28dcbc9a589be10,0.797232548,-0.012605545,0.432798873,0.775110947,54.925344830365006
1751581801,1,1,1,1,1,1,43,10,22.018,36.139023,-120.368263,e00fce6876826e255108c6bd,0.0,0.0,0.0,-9.9999,-9.9999
1751582400,8,8,3,9,9,3,39,23,52.738,36.785473,-119.773087,e00fce6858b443fd80f27170,0.976431549,-0.008476968,0.362406902,-1.151630692,55.846844652676005
1751582400,7,7,3,7,7,3,39,24,58.263,36.785408,-119.773094,e00fce682bbf742cd0b6768a,0.863804282,0.097323376,0.495702973,-9.376862597,55.528407740899
1751582400,1,1,1,1,1,1,40,12,513.01,36.139023,-120.368431,e00fce68e739ecbcf9e91965,0.0,0.0,0.0,-9.9999,-9.9999
1751582401,0,0,1,0,0,1,39,12,511.196,36.139038,-120.368362,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-9.9999,-9.9999
1751582400,0,0,1,0,0,1,35,18,51.692,40.594189,-105.075958,e00fce68b74b750aa2a7da46,0.0,0.0,0.0,-9.9999,-9.9999
1751582401,9,9,3,9,9,3,39,24,61.643,36.785622,-119.773048,e00fce68f12da1a0c5de6248,0.921919559,-0.041250808,0.35141,-1.253362498,55.373447541
1751582400,8,8,3,8,8,3,39,24,70.408,36.785347,-119.773056,e00fce68e88237db75a60608,0.69845682,0.091347691,0.494049694,-9.968352006,54.24885941315199
1751582401,3,3,3,4,4,3,39,26,56.922,36.78545,-119.773079,e00fce68d6b773b56ce8baa0,0.0,0.0,0.0,-9.9999,-9.9999
