unixtime,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,temp_C,rh,o3,lat,lon,coreid,C1_T,C2_rh,C3_o3,b,o3_cal
1782446400,43,31,34,47,36,36,30,32,26.271,36.138943,-120.368286,e00fce6858b443fd80f27170,0.662670487,0.209990819,0.699541715,-13.32328832,31.654192892765
1782446400,41,30,34,43,34,35,29,33,514.031,36.139164,-120.368187,e00fce682bbf742cd0b6768a,0.576134442,0.318332836,0.85992166,-25.50959952,443.72967369746
1782446401,43,32,35,48,38,36,29,32,32.299,36.139027,-120.368416,e00fce68e739ecbcf9e91965,0.0,0.0,0.0,-999.0,-999.0
1782446401,32,24,30,34,27,31,29,33,27.703,36.139004,-120.368317,e00fce68d6b773b56ce8baa0,0.903406121,0.472949501,0.778436959,-32.72829099,30.642859127176997
1782446401,66,48,53,70,60,54,29,33,513.647,36.139164,-120.368187,e00fce682bbf742cd0b6768a,0.576134442,0.318332836,0.85992166,-25.50959952,443.3994637800201
1782446400,34,26,28,38,31,29,29,33,461.485,36.139061,-120.368393,e00fce6850cac69f647dc199,0.0,0.0,0.0,-999.0,-999.0
1782446401,49,35,41,55,41,42,30,31,516.632,36.139042,-120.368401,e00fce6876826e255108c6bd,0.0,0.0,0.0,-999.0,-999.0
1782446401,46,33,36,51,39,36,29,34,31.445,36.139042,-120.368416,e00fce6808784ceaf209f949,0.0,0.0,0.0,-999.0,-999.0
1782446401,54,39,40,59,44,42,29,32,30.876,36.139011,-120.368439,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,33.777984595068006
1782446402,66,48,53,71,60,53,29,33,513.01,36.139164,-120.368187,e00fce682bbf742cd0b6768a,0.576134442,0.318332836,0.85992166,-25.50959952,442.8516936826
1782446400,40,29,29,44,34,29,29,32,29.065,36.139168,-120.36837,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-999.0,-999.0
1782446403,66,48,52,71,60,53,29,33,513.52,36.139164,-120.368187,e00fce682bbf742cd0b6768a,0.576134442,0.318332836,0.85992166,-25.50959952,443.2902537292
1782446404,66,48,52,71,60,52,29,33,513.902,36.139164,-120.368187,e00fce682bbf742cd0b6768a,0.576134442,0.318332836,0.85992166,-25.50959952,443.61874380332006
