unixtime,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,temp_C,rh,o3,lat,lon,coreid,C1_T,C2_rh,C3_o3,b,o3_cal
1782518401,0,0,2,0,0,2,36,26,33.594,36.138977,-120.368347,e00fce68d6b773b56ce8baa0,0.903406121,0.472949501,0.778436959,-32.72829099,38.241827592646
1782518400,2,2,2,2,2,2,35,26,33.168,36.138947,-120.368401,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-999.0,-999.0
1782518400,1,1,2,1,1,2,35,27,512.927,36.138927,-120.368454,e00fce682bbf742cd0b6768a,0.576134442,0.318332836,0.85992166,-25.50959952,444.32712982082
1782518401,2,2,2,2,2,2,34,26,33.813,36.139065,-120.368416,e00fce6858b443fd80f27170,0.662670487,0.209990819,0.699541715,-13.32328832,38.320873541295
1782518401,2,2,2,2,2,2,35,26,40.853,36.138966,-120.368355,e00fce68e739ecbcf9e91965,0.0,0.0,0.0,-999.0,-999.0
1782518401,2,2,2,2,2,2,35,27,511.863,36.138927,-120.368454,e00fce682bbf742cd0b6768a,0.576134442,0.318332836,0.85992166,-25.50959952,443.41217317458
1782518400,1,1,2,1,1,2,36,25,33.623,36.138985,-120.368408,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1782518401,1,1,2,1,1,2,34,26,39.677,36.139107,-120.36834,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,41.797867379661
1782518402,2,2,2,2,2,2,35,27,512.118,36.138927,-120.368454,e00fce682bbf742cd0b6768a,0.576134442,0.318332836,0.85992166,-25.50959952,443.63145319788003
1782518401,2,2,2,2,2,2,34,27,515.895,36.139061,-120.368408,e00fce6876826e255108c6bd,0.0,0.0,0.0,-999.0,-999.0
1782518400,1,1,2,1,1,2,35,26,512.008,36.139019,-120.36834,e00fce6850cac69f647dc199,0.0,0.0,0.0,-999.0,-999.0
1782518403,2,2,2,3,3,2,35,27,513.392,36.138927,-120.368454,e00fce682bbf742cd0b6768a,0.576134442,0.318332836,0.85992166,-25.50959952,444.72699339272003
1782518404,2,2,2,3,3,2,35,27,512.627,36.138927,-120.368454,e00fce682bbf742cd0b6768a,0.576134442,0.318332836,0.85992166,-25.50959952,444.06915332281994
1782518405,2,2,2,3,3,2,35,26,512.882,36.138927,-120.368454,e00fce682bbf742cd0b6768a,0.576134442,0.318332836,0.85992166,-25.50959952,443.97010051012
