unixtime,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,temp_C,rh,o3,lat,lon,coreid,C1_T,C2_rh,C3_o3,b,o3_cal
1759100401,15,15,8,16,16,8,28,47,41.235,35.949593,-119.049973,e00fce6858b443fd80f27170,0.662670487,0.209990819,0.699541715,-13.32328832,43.94665642702499
1759100401,-9,-9,6554,-9,-9,6554,30,44,32.19,35.670479,-119.239044,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,38.987200701489996
1759100400,12,12,6,12,12,6,31,42,53.813,36.526577,-119.290298,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,51.92387117490901
1759100400,8,8,5,9,9,5,28,47,0.0,36.037632,-120.17318,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1759100401,6,6,3,6,6,3,29,43,39.384,36.005314,-120.117249,e00fce68e88237db75a60608,0.452680826,0.266996906,0.741711781,-22.88896785,30.931219844903993
1759101000,0,0,3,1,1,3,28,48,27.871,36.139042,-120.368362,e00fce68d6b773b56ce8baa0,0.903406121,0.472949501,0.778436959,-32.72829099,36.964472930289
1759101001,15,15,8,16,16,8,28,46,39.415,35.949596,-119.049988,e00fce6858b443fd80f27170,0.662670487,0.209990819,0.699541715,-13.32328832,42.463499686725
1759101000,11,11,6,12,12,6,30,42,55.92,36.526505,-119.290314,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,52.85823380756001
1759101001,-9,-9,6554,-9,-9,6554,30,44,32.293,35.67041,-119.238976,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,39.044805199502996
1759101000,6,6,3,6,6,3,28,46,0.0,36.037552,-120.173256,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1759101001,6,6,3,6,6,3,29,44,38.569,36.005268,-120.117271,e00fce68e88237db75a60608,0.452680826,0.266996906,0.741711781,-22.88896785,30.593721649388996
1759101600,1,1,2,1,1,2,28,47,28.248,36.139053,-120.368362,e00fce68d6b773b56ce8baa0,0.903406121,0.472949501,0.778436959,-32.72829099,36.784994162832
1759101601,16,16,8,17,17,8,29,46,39.355,35.949543,-119.050087,e00fce6858b443fd80f27170,0.662670487,0.209990819,0.699541715,-13.32328832,43.08419767082499
1759101600,12,12,6,12,12,6,30,42,54.007,36.526581,-119.290321,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,51.531921843351
1759101600,7,7,4,8,8,4,28,47,0.0,36.037689,-120.173111,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1759101601,-9,-9,6554,-9,-9,6554,30,44,32.768,35.67041,-119.238976,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,39.310457010728
1759101601,5,5,3,6,6,3,28,45,38.484,36.005207,-120.117317,e00fce68e88237db75a60608,0.452680826,0.266996906,0.741711781,-22.88896785,30.344992228004003
1759102201,15,15,8,15,15,8,29,46,39.751,35.949619,-119.050049,e00fce6858b443fd80f27170,0.662670487,0.209990819,0.699541715,-13.32328832,43.36121618996499
1759102200,12,12,6,12,12,6,30,44,55.173,36.526592,-119.290337,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,52.578409566389006
1759102201,-9,-9,6554,-9,-9,6554,30,44,32.777,35.670357,-119.238983,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,39.315490413466996
1759102200,6,6,3,6,6,3,27,47,0.0,36.037663,-120.173187,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1759102200,0,0,2,1,1,2,27,48,28.351,36.138958,-120.368355,e00fce68d6b773b56ce8baa0,0.903406121,0.472949501,0.778436959,-32.72829099,36.434716549609
1759102201,5,5,3,5,5,3,29,44,37.951,36.005291,-120.11721,e00fce68e88237db75a60608,0.452680826,0.266996906,0.741711781,-22.88896785,30.135343768731005
