unixtime,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,temp_C,rh,o3,lat,lon,coreid,C1_T,C2_rh,C3_o3,b,o3_cal
1759741200,22,22,8,22,22,8,15,71,16.832,35.949543,-119.050003,e00fce6858b443fd80f27170,0.662670487,0.209990819,0.699541715,-13.32328832,23.30080328088
1759741201,-9,-9,6554,-9,-9,6554,15,72,3.66,35.670361,-119.239037,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,11.76173768886
1759741200,1,1,3,2,2,3,15,69,0.004,36.139095,-120.368347,e00fce68d6b773b56ce8baa0,0.903406121,0.472949501,0.778436959,-32.72829099,13.459430141835995
1759741200,23,23,7,24,24,7,15,78,8.531,36.526608,-119.290291,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,16.391412685482997
1759741200,8,8,4,8,8,4,17,58,0.0,36.037552,-120.173218,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1759741201,5,5,3,5,5,3,17,58,25.248,36.00523,-120.117271,e00fce68e88237db75a60608,0.452680826,0.266996906,0.741711781,-22.88896785,19.019165786688
1759741801,-9,-9,6554,-9,-9,6554,15,72,5.85,35.670422,-119.239075,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,12.986532355349999
1759741800,22,22,7,23,23,7,15,79,8.981,36.526577,-119.290382,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,16.822445626333
1759741800,1,1,3,2,2,3,15,70,0.065,36.138958,-120.368401,e00fce68d6b773b56ce8baa0,0.903406121,0.472949501,0.778436959,-32.72829099,13.979864297334998
1759741800,8,8,4,9,9,4,17,59,0.0,36.037617,-120.173241,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1759741800,25,25,9,26,26,9,15,72,16.641,35.949596,-119.04998,e00fce6858b443fd80f27170,0.662670487,0.209990819,0.699541715,-13.32328832,23.377181632314997
