unixtime,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,temp_C,rh,o3,lat,lon,coreid,C1_T,C2_rh,C3_o3,b,o3_cal
1790179200,5,5,4,5,5,4,28,31,45.27,36.138969,-120.368347,e00fce6850cac69f647dc199,0.0,0.0,0.0,-999.0,-999.0
1790179201,8,8,4,8,8,4,21,55,25.659,36.503063,-120.325317,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-999.0,-999.0
1790179201,34,32,18,36,36,18,21,62,17.651,36.523247,-119.278694,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1790179200,11,11,5,11,11,5,25,44,20.673,35.949631,-119.050011,e00fce6808784ceaf209f949,0.0,0.0,0.0,-999.0,-999.0
1790179200,30,30,16,31,31,18,22,54,5.796,35.775005,-119.238533,e00fce68e88237db75a60608,0.452680826,0.266996906,0.741711781,-22.88896785,5.786804728675996
1790179201,7,7,0,8,8,0,24,49,28.79,8.2e-05,-0.004244,e00fce68e28dcbc9a589be10,0.526452479,0.119041104,0.693315193,-6.705252523,31.723165475469997
1790179201,2,2,3,2,2,4,22,51,20.759,36.198803,-120.104507,e00fce686dc2ef0a68fa40b0,0.88623581,0.072284315,0.559266971,-8.783187255,26.010323680989003
1790179201,12,12,8,14,14,8,20,61,13.433,36.433655,-119.923317,e00fce6876826e255108c6bd,0.0,0.0,0.0,-999.0,-999.0
1790179200,11,11,0,12,12,0,21,54,13.054,36.187469,-119.822098,e00fce68e739ecbcf9e91965,0.0,0.0,0.0,-999.0,-999.0
1790179800,21,21,13,22,22,13,22,56,10.961,35.963135,-119.291786,e00fce68d6b773b56ce8baa0,0.903406121,0.472949501,0.778436959,-32.72829099,22.164263235599
1790179800,5,5,3,5,5,3,29,30,50.164,36.139008,-120.368347,e00fce6850cac69f647dc199,0.0,0.0,0.0,-999.0,-999.0
1790179801,33,32,17,36,36,17,21,60,17.911,36.523239,-119.27877,e00fce68f12da1a0c5de6248,0.0,0.0,0.0,-999.0,-999.0
1790179801,8,8,4,9,9,4,22,55,26.196,36.503109,-120.325348,e00fce68e77e43df92405fdb,0.0,0.0,0.0,-999.0,-999.0
1790179800,11,11,5,12,12,5,25,46,21.449,35.949486,-119.049889,e00fce6808784ceaf209f949,0.0,0.0,0.0,-999.0,-999.0
1790179800,30,29,15,31,31,15,22,52,7.854,35.774956,-119.23867,e00fce68e88237db75a60608,0.452680826,0.266996906,0.741711781,-22.88896785,6.779253761973997
