unixtime,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,temp_C,rh,o3,lat,lon,coreid,C1_T,C2_rh,C3_o3,b,o3_cal
1751216400,5,5,5,6,6,5,30,38,29.728,36.785412,-119.77314,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,35.29017545
1751216400,14,14,7,14,14,7,30,38,54.426,36.785423,-119.773163,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,40.13239741
1751216400,15,15,6,15,15,6,30,37,44.725,36.785442,-119.77314,e00fce68f12da1a0c5de6248,0.738278937,-0.067,0.399,0.896,38.41064311
1751216401,13,13,6,14,14,6,30,37,37.787,36.785465,-119.773102,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,38.28567788
1751216400,4,4,3,5,5,3,35,20,513.047,36.139,-120.368401,e00fce68e739ecbcf9e91965,,,,,
1751216400,8,8,6,8,8,6,31,39,43.718,36.785534,-119.773125,e00fce68d6b773b56ce8baa0,,,,,
1751216401,14,14,6,14,14,6,30,37,36.514,36.785393,-119.773132,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,39.50412218
1751216401,13,13,6,14,14,6,30,38,41.739,36.785427,-119.77314,e00fce682bbf742cd0b6768a,0.594442065,-0.117,0.426,8.44,39.60807595
1751216401,3,3,2,4,4,2,35,20,511.316,36.138988,-120.368286,e00fce68e77e43df92405fdb,,,,,
1751217000,7,7,6,8,8,6,31,38,45.199,36.785446,-119.773094,e00fce68d6b773b56ce8baa0,,,,,
1751217000,13,13,6,13,13,6,30,37,56.138,36.785423,-119.773163,e00fce68e88237db75a60608,0.501347447,-0.113,0.399,7.67,40.92848541000001
1751217000,5,5,5,5,5,5,30,38,34.397,36.785336,-119.773224,e00fce686dc2ef0a68fa40b0,0.673641315,-0.097,0.412,6.519,37.21380345
1751217001,12,12,6,12,12,6,31,37,39.919,36.78548,-119.773163,e00fce68e28dcbc9a589be10,0.573744196,-0.042,0.496,3.885,39.916894076
1751217000,4,4,3,4,4,3,35,21,513.054,36.139023,-120.368317,e00fce68e739ecbcf9e91965,,,,,
1751217001,13,13,5,14,14,5,31,36,37.605,36.785408,-119.773117,e00fce6858b443fd80f27170,0.644855406,-0.164,0.39,11.986,40.738467586
