objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver,coreid,published_at,createdAt,updatedAt
Ez1Yp7Bj0L,MOOSPMv3Parser,1783620000,2,2,1,2,2,1,1,3,3,1,507,131,38737,19,10,1,10,10,33,14,10,0,33,38,25,23,40.511,60,1,36.139023,-120.368408,173.444,5,600,58,3,e00fce6808784ceaf209f949,2026-07-09 18:00:02.038000+00:00,2026-07-09T18:00:02.731Z,2026-07-09T18:00:02.731Z
3fGjZ8OQr8,MOOSPMv3Parser,1783620000,1,1,1,2,2,2,2,2,2,2,531,114,85,17,11,1,12,12,33,16,12,0,34,39,25,24,511.928,48,1,36.139088,-120.368385,174.382004,9,600,58,3,e00fce6850cac69f647dc199,2026-07-09 18:00:02.343000+00:00,2026-07-09T18:00:02.994Z,2026-07-09T18:00:02.994Z
itQ0aqRK6w,MOOSPMv3Parser,1783620001,5,5,4,8,8,4,4,8,8,4,1262,350,33478,51,31,2,31,31,32,23,31,0,31,38,34,28,49.178,108,3277,36.76268,-119.798676,51.970001,0,600,58,3,e00fce68e28dcbc9a589be10,2026-07-09 18:00:03.138000+00:00,2026-07-09T18:00:03.999Z,2026-07-09T18:00:03.999Z
Cgi5Da3Ih4,MOOSPMv3Parser,1783620001,1,1,4,3,3,4,4,4,4,4,392,283,33212,42,31,3,31,31,33,29,31,0,31,37,35,29,41.527,92,1,36.762768,-119.798721,64.313004,7,600,58,3,e00fce68d6b773b56ce8baa0,2026-07-09 18:00:02.976000+00:00,2026-07-09T18:00:04.271Z,2026-07-09T18:00:04.271Z
XftJTGsuDx,MOOSPMv3Parser,1783620001,1,1,1,2,2,1,1,2,2,1,398,116,44917,14,11,0,11,11,34,16,11,0,34,39,25,23,512.955,56,1,36.138988,-120.368309,183.567993,5,540,58,3,e00fce682bbf742cd0b6768a,2026-07-09 18:00:03.145000+00:00,2026-07-09T18:00:04.424Z,2026-07-09T18:00:04.424Z
5Hrat9z96d,MOOSPMv3Parser,1783620001,2,2,1,3,3,1,1,3,3,1,962,154,36177,18,8,1,9,9,34,14,9,0,33,39,24,22,33.357,81,1,36.139111,-120.368408,186.576996,6,600,58,3,e00fce68e77e43df92405fdb,2026-07-09 18:00:03.531000+00:00,2026-07-09T18:00:04.549Z,2026-07-09T18:00:04.549Z
lVBvBMT9Id,MOOSPMv3Parser,1783620001,2,2,2,2,2,2,2,2,2,2,470,127,276,16,12,1,12,12,32,18,12,0,34,37,25,24,34.886,29,1,36.138958,-120.368355,187.229004,7,600,58,3,e00fce68f12da1a0c5de6248,2026-07-09 18:00:03.316000+00:00,2026-07-09T18:00:04.654Z,2026-07-09T18:00:04.654Z
dppQPCfoyn,MOOSPMv3Parser,1783620002,0,0,2,0,0,2,2,0,0,2,369,111,24255258,9,14,0,14,14,34,16,14,0,34,39,25,23,512.5,54,1,36.138988,-120.368309,183.567993,5,1,58,3,e00fce682bbf742cd0b6768a,2026-07-09 18:00:04.024000+00:00,2026-07-09T18:00:05.373Z,2026-07-09T18:00:05.373Z
symIiizAnt,MOOSPMv3Parser,1783620003,0,0,2,0,0,2,2,0,0,2,381,115,24255270,8,13,0,14,14,34,16,14,0,34,39,25,23,513.392,54,1,36.138988,-120.368309,183.567993,5,1,58,3,e00fce682bbf742cd0b6768a,2026-07-09 18:00:04.899000+00:00,2026-07-09T18:00:05.587Z,2026-07-09T18:00:05.587Z
DjcfW2PsAn,MOOSPMv3Parser,1783620000,1,1,1,2,2,1,1,2,2,1,359,107,28535,16,11,1,11,11,0,0,11,0,33,39,24,23,515.625,97,1,36.139034,-120.368477,168.177002,9,600,58,3,e00fce6876826e255108c6bd,2026-07-09 18:00:04.879000+00:00,2026-07-09T18:00:06.224Z,2026-07-09T18:00:06.224Z
bs2gHOKhbe,MOOSPMv3Parser,1783620001,1,1,0,3,3,0,0,3,3,0,694,161,72525,27,0,1,0,0,34,13,0,0,33,39,25,23,41.981,54,1,36.139046,-120.368301,183.470001,9,600,58,3,e00fce68e739ecbcf9e91965,2026-07-09 18:00:04.705000+00:00,2026-07-09T18:00:06.377Z,2026-07-09T18:00:06.377Z
uRfVmzrWLa,MOOSPMv3Parser,1783620004,1,1,2,1,1,2,2,1,1,2,381,115,24255282,8,13,0,13,13,34,15,13,0,34,39,24,23,511.735,54,1,36.138988,-120.368309,183.567993,5,1,58,3,e00fce682bbf742cd0b6768a,2026-07-09 18:00:05.935000+00:00,2026-07-09T18:00:06.961Z,2026-07-09T18:00:06.961Z
Av04690FN3,MOOSPMv3Parser,1783620005,1,1,2,1,1,2,2,1,1,2,381,115,24255294,8,13,0,13,13,34,15,13,0,34,39,24,23,511.48,54,1,36.138988,-120.368309,183.567993,5,1,58,3,e00fce682bbf742cd0b6768a,2026-07-09 18:00:06.910000+00:00,2026-07-09T18:00:08.173Z,2026-07-09T18:00:08.173Z
AzJ4DM9uWl,MOOSPMv3Parser,1783620006,2,2,2,2,2,2,2,2,2,2,402,126,24255306,12,13,0,13,13,34,15,13,0,34,39,24,23,512.882,54,1,36.138988,-120.368309,183.567993,5,1,58,3,e00fce682bbf742cd0b6768a,2026-07-09 18:00:07.950000+00:00,2026-07-09T18:00:08.347Z,2026-07-09T18:00:08.347Z
Ay5HHeCEGi,MOOSPMv3Parser,1783620007,2,2,2,2,2,2,2,2,2,2,402,126,24255318,12,13,0,13,13,34,15,13,0,34,39,24,23,513.52,54,1,36.138988,-120.368309,183.567993,5,1,58,3,e00fce682bbf742cd0b6768a,2026-07-09 18:00:08.913000+00:00,2026-07-09T18:00:09.468Z,2026-07-09T18:00:09.468Z
40clb3dDQa,MOOSPMv3Parser,1783620008,2,2,2,2,2,2,2,2,2,2,402,126,24255330,12,13,0,13,13,34,15,13,0,34,39,24,23,513.52,54,1,36.138988,-120.368309,183.567993,5,1,58,3,e00fce682bbf742cd0b6768a,2026-07-09 18:00:09.929000+00:00,2026-07-09T18:00:10.357Z,2026-07-09T18:00:10.357Z
iPvz3gzPkn,MOOSPMv3Parser,1783620009,2,2,2,2,2,2,2,2,2,2,414,128,24255342,14,13,0,13,13,34,15,13,0,34,39,24,23,512.118,54,1,36.138988,-120.368309,183.567993,5,1,58,3,e00fce682bbf742cd0b6768a,2026-07-09 18:00:10.917000+00:00,2026-07-09T18:00:11.118Z,2026-07-09T18:00:11.118Z
