objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,moos,counter,ver,coreid,published_at,createdAt,updatedAt
dx1ZICHLAG,MOOSPMv3Parser,1689327601,1.59,1.59,2.0,2.39,2.39,2.14,2.18,2.54,2.54,2.2,427.23,120.11,74762.93,17.75,15.63,1.38,15.73,15.74,22.3,33.9,15.74,0.46,24.6,24.4,39.5,39.7,0.009,206.5,2.0,35.61319,-119.689636,48.847,10,58,600,1,e00fce68e88237db75a60608,2023-07-14 09:40:04.612000+00:00,2023-07-14T09:40:04.765Z,2023-07-14T09:40:04.765Z
AkeJb5MRq0,MOOSPMv3Parser,1689327601,2.22,2.22,3.22,4.05,4.05,3.38,3.39,4.53,4.53,3.4,525.87,164.35,82883.32,31.63,25.13,2.73,25.24,25.24,0.2,0.0,25.24,0.44,21.5,21.3,58.5,58.0,10.674,211.3,1.0,36.43388,-119.922859,32.226002,8,58,600,1,e00fce6876826e255108c6bd,2023-07-14 09:40:05.055000+00:00,2023-07-14T09:40:05.254Z,2023-07-14T09:40:05.254Z
7rkJNEtNLk,MOOSPMv3Parser,1689328200,0.74,0.74,1.46,1.47,1.47,1.56,1.58,1.65,1.65,1.59,301.99,88.15,146438.09,15.71,11.39,0.85,11.46,11.47,22.5,40.9,11.47,0.46,24.4,24.6,42.8,42.2,14.376,244.2,3.0,36.785301,-119.773163,70.68,7,58,600,1,e00fce6856818e5885f65487,2023-07-14 09:50:01.856000+00:00,2023-07-14T09:50:02.044Z,2023-07-14T09:50:02.044Z
sN8NUZbYoy,MOOSPMv3Parser,1689328201,0.0,0.0,0.26,0.0,0.0,0.4,0.51,0.0,0.0,0.55,44.81,11.22,32.31,1.42,1.9,0.23,2.05,2.08,22.8,43.4,2.09,0.79,0.0,24.8,0.0,48.6,0.0,162.7,1.0,47.047623,-122.882011,40.300999,5,58,600,2,e00fce68afb0ec9f5087904a,2023-07-14 09:50:02.160000+00:00,2023-07-14T09:50:02.364Z,2023-07-14T09:50:02.364Z
oghMAnDTWS,MOOSPMv3Parser,1689328200,2.19,2.19,1.99,3.35,3.35,2.09,2.09,3.76,3.76,2.09,602.45,157.53,70678.11,23.22,15.58,1.71,15.63,15.64,20.4,43.2,15.64,0.43,22.1,22.1,46.0,45.0,15.131,228.1,1.0,36.634274,-120.382347,27.475,6,58,600,1,e00fce6835b6173deb1a1f49,2023-07-14 09:50:02.265000+00:00,2023-07-14T09:50:02.426Z,2023-07-14T09:50:02.426Z
ICNYVNfQta,MOOSPMv3Parser,1689328200,1.44,1.44,2.06,2.43,2.43,2.25,2.31,2.76,2.76,2.34,463.22,127.05,6230.56,21.59,16.05,1.97,16.19,16.21,19.6,43.9,16.22,0.45,21.4,21.1,48.1,48.9,12.045,243.8,1.4,36.138912,-120.368362,172.673004,9,58,600,1,e00fce6808784ceaf209f949,2023-07-14 09:50:02.262000+00:00,2023-07-14T09:50:02.472Z,2023-07-14T09:50:02.472Z
ed1W9OSx9v,MOOSPMv3Parser,1689328201,1.41,1.41,2.06,2.4,2.4,2.16,2.16,2.66,2.66,2.16,481.02,128.43,7452.33,21.22,16.12,1.37,16.18,16.18,21.3,40.1,16.18,0.43,23.3,23.1,42.0,41.8,36.03,48.2,5.0,36.010406,-120.140343,210.873001,9,58,600,1,e00fce6850cac69f647dc199,2023-07-14 09:50:02.633000+00:00,2023-07-14T09:50:02.833Z,2023-07-14T09:50:02.833Z
u5ygiADUAn,MOOSPMv3Parser,1689328201,8.96,8.96,5.42,13.03,13.03,5.68,5.68,13.79,13.79,5.68,1906.73,494.14,30306.04,70.41,42.4,5.28,42.57,42.57,19.2,50.8,42.58,0.42,19.8,20.4,63.0,61.1,0.091,272.9,1.0,36.529163,-119.293541,66.332001,8,58,600,1,e00fce68e739ecbcf9e91965,2023-07-14 09:50:02.721000+00:00,2023-07-14T09:50:02.891Z,2023-07-14T09:50:02.891Z
Hn3ONweDfj,MOOSPMv3Parser,1689328201,-9.0,-9.0,1.95,-9.0,-9.0,2.19,2.32,-9.0,-9.0,2.37,-9.0,-9.0,214.56,-9.0,15.14,-9.0,15.32,15.34,-9.9,-9.9,15.35,0.62,21.2,20.6,48.6,51.0,13.808,239.2,3276.7,36.138924,-120.368317,154.744003,5,58,600,2,e00fce68e28dcbc9a589be10,2023-07-14 09:50:02.883000+00:00,2023-07-14T09:50:03.057Z,2023-07-14T09:50:03.057Z
GtAONUAQjt,MOOSPMv3Parser,1689328200,1.3,1.3,1.94,2.11,2.11,2.04,2.05,2.27,2.27,2.06,432.25,122.31,32714.38,15.7,15.15,0.81,15.22,15.23,20.6,40.5,15.23,0.46,22.2,22.5,43.9,40.6,20.808,51.6,8.0,36.130131,-120.333878,166.987,10,58,599,1,e00fce68f12da1a0c5de6248,2023-07-14 09:50:03.121000+00:00,2023-07-14T09:50:03.336Z,2023-07-14T09:50:03.336Z
O5fAAxYf2U,MOOSPMv3Parser,1689328201,1.27,1.27,1.93,2.19,2.19,2.02,2.02,2.4,2.4,2.02,432.88,120.22,74776.05,20.48,15.06,1.05,15.12,15.12,22.1,34.3,15.12,0.44,24.2,24.2,40.3,40.1,0.004,221.1,2.0,35.613255,-119.689575,59.472,11,58,600,1,e00fce68e88237db75a60608,2023-07-14 09:50:04.368000+00:00,2023-07-14T09:50:04.568Z,2023-07-14T09:50:04.568Z
P23k9L8VvO,MOOSPMv3Parser,1689328201,2.54,2.54,3.14,4.44,4.44,3.31,3.31,4.95,4.95,3.32,565.54,176.61,82904.79,34.8,24.58,2.56,24.68,24.69,0.2,0.2,24.69,0.44,20.7,20.9,61.8,60.1,9.46,215.0,1.0,36.433865,-119.922829,33.782001,8,58,600,1,e00fce6876826e255108c6bd,2023-07-14 09:50:05.124000+00:00,2023-07-14T09:50:05.331Z,2023-07-14T09:50:05.331Z
