objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver,coreid,published_at,createdAt,updatedAt
CAvJltcsoe,MOOSPMv3Parser,1786611600,5,5,5,7,7,5,5,8,8,5,1105,308,105868,48,36,2,36,36,22,52,36,0,23,25,56,52,9.711,104,2,36.5233,-119.278885,96.083,6,599,58,3,e00fce68f12da1a0c5de6248,2026-08-13 09:00:02.344000+00:00,2026-08-13T09:00:02.853Z,2026-08-13T09:00:02.853Z
myVPRJXt4a,MOOSPMv3Parser,1786611601,0,0,2,0,0,2,2,0,0,2,222,138,43138,21,16,2,16,16,23,32,16,0,26,26,32,34,26.734,2,16,36.138962,-120.368431,183.389999,5,600,58,3,e00fce68d6b773b56ce8baa0,2026-08-13 09:00:02.254000+00:00,2026-08-13T09:00:02.986Z,2026-08-13T09:00:02.986Z
kkrmFvcq6Y,MOOSPMv3Parser,1786611600,3,3,0,4,4,0,0,5,5,0,718,177,0,31,0,2,0,0,24,30,0,2,25,26,39,40,22.444,60,110,36.187511,-119.822044,30.118999,8,599,58,3,e00fce68e739ecbcf9e91965,2026-08-13 09:00:03.136000+00:00,2026-08-13T09:00:03.844Z,2026-08-13T09:00:03.844Z
hKc7reEBIH,MOOSPMv3Parser,1786611601,3,3,3,5,5,3,3,5,5,3,701,200,63863,34,25,2,25,25,23,30,25,0,24,25,42,41,23.545,51,3277,3.1e-05,0.002265,33216.242188,6,600,58,3,e00fce68e28dcbc9a589be10,2026-08-13 09:00:02.820000+00:00,2026-08-13T09:00:03.963Z,2026-08-13T09:00:03.963Z
oSr6nbrk4W,MOOSPMv3Parser,1786611601,16,16,13,24,24,14,14,25,25,14,3214,822,105538,152,103,11,104,104,22,51,104,0,25,24,49,51,21.784,99,2,36.762718,-119.798805,59.735001,9,600,58,3,e00fce68e88237db75a60608,2026-08-13 09:00:03.559000+00:00,2026-08-13T09:00:04.176Z,2026-08-13T09:00:04.176Z
CqrIqk3RWx,MOOSPMv3Parser,1786611601,35,28,16,50,41,17,17,52,49,17,7099,1760,3474,284,125,21,126,126,21,41,126,0,22,23,51,50,16.029,450,1,36.503075,-120.325424,61.173,0,600,58,3,e00fce68e77e43df92405fdb,2026-08-13 09:00:03.094000+00:00,2026-08-13T09:00:04.330Z,2026-08-13T09:00:04.330Z
IYRkMKKyRH,MOOSPMv3Parser,1786611600,2,2,2,3,3,2,2,3,3,2,520,129,47850,19,17,1,17,17,23,23,17,0,29,25,27,34,513.139,4,11,36.138954,-120.368416,167.774994,0,600,58,3,e00fce6850cac69f647dc199,2026-08-13 09:00:04.055000+00:00,2026-08-13T09:00:04.579Z,2026-08-13T09:00:04.579Z
uYYOOpHagj,MOOSPMv3Parser,1786611601,0,0,1,0,0,1,1,0,0,1,183,100,4279,13,8,1,8,8,24,31,8,0,25,26,32,32,36.523,8,5,36.138901,-120.368408,163.259003,9,601,58,3,e00fce686dc2ef0a68fa40b0,2026-08-13 09:00:03.620000+00:00,2026-08-13T09:00:04.648Z,2026-08-13T09:00:04.648Z
mypc9j3E9V,MOOSPMv3Parser,1786611601,3,3,3,5,5,3,3,5,5,3,785,212,64962,34,20,2,21,21,22,38,21,0,23,25,48,46,13.556,212,2,35.94968,-119.049797,130.977005,8,600,58,3,e00fce6808784ceaf209f949,2026-08-13 09:00:04.670000+00:00,2026-08-13T09:00:05.012Z,2026-08-13T09:00:05.012Z
VvwlIwsKsC,MOOSPMv3Parser,1786611601,23,21,18,34,32,19,19,36,36,19,3797,1181,10343,218,139,16,140,140,0,0,140,0,23,25,53,51,13.692,90,1,36.433556,-119.923416,14.176,8,600,58,3,e00fce6876826e255108c6bd,2026-08-13 09:00:05.013000+00:00,2026-08-13T09:00:05.313Z,2026-08-13T09:00:05.313Z
XLxrGu1xLn,MOOSPMv3Parser,1786612200,5,5,4,7,7,5,5,8,8,5,1092,303,105722,42,35,2,35,35,22,53,35,0,23,24,55,52,9.196,105,2,36.523285,-119.278786,74.987999,6,600,58,3,e00fce68f12da1a0c5de6248,2026-08-13 09:10:02.432000+00:00,2026-08-13T09:10:02.640Z,2026-08-13T09:10:02.640Z
DSFpdji1oU,MOOSPMv3Parser,1786612201,0,0,2,0,0,2,2,0,0,2,216,134,43151,20,16,2,16,16,24,32,16,0,25,26,33,34,26.65,1,18,36.138977,-120.368462,161.921997,5,600,58,3,e00fce68d6b773b56ce8baa0,2026-08-13 09:10:02.498000+00:00,2026-08-13T09:10:02.732Z,2026-08-13T09:10:02.732Z
1RccDxcKwj,MOOSPMv3Parser,1786612201,3,3,3,5,5,3,3,5,5,3,718,203,63885,39,25,3,25,25,23,31,25,0,24,25,43,41,23.296,63,3277,3.1e-05,0.002265,33216.242188,6,600,58,3,e00fce68e28dcbc9a589be10,2026-08-13 09:10:02.828000+00:00,2026-08-13T09:10:03.054Z,2026-08-13T09:10:03.054Z
Oam0Fgkww8,MOOSPMv3Parser,1786612201,38,29,17,53,43,18,18,56,51,18,7496,1891,3591,301,134,23,135,135,21,42,135,0,22,22,52,51,17.825,443,1,36.503139,-120.325401,53.358002,8,600,58,3,e00fce68e77e43df92405fdb,2026-08-13 09:10:02.898000+00:00,2026-08-13T09:10:03.097Z,2026-08-13T09:10:03.097Z
VaTl3Yo83X,MOOSPMv3Parser,1786612200,3,3,0,5,5,0,0,5,5,0,741,190,0,35,0,3,0,0,23,30,0,2,25,26,39,40,22.489,63,104,36.187439,-119.822014,22.002001,8,599,58,3,e00fce68e739ecbcf9e91965,2026-08-13 09:10:03.208000+00:00,2026-08-13T09:10:03.412Z,2026-08-13T09:10:03.412Z
6153oP0vEj,MOOSPMv3Parser,1786612201,16,16,13,25,25,13,13,25,25,13,3285,831,105626,152,101,13,101,101,22,51,101,0,25,24,49,51,21.663,92,2,36.762711,-119.798798,54.591,10,600,58,3,e00fce68e88237db75a60608,2026-08-13 09:10:03.587000+00:00,2026-08-13T09:10:03.724Z,2026-08-13T09:10:03.724Z
HpCoxDaqG3,MOOSPMv3Parser,1786612201,0,0,1,0,0,1,1,0,0,1,185,100,4292,15,7,1,7,7,24,31,7,0,25,26,32,32,36.846,7,5,36.139015,-120.368462,145.720001,8,600,58,3,e00fce686dc2ef0a68fa40b0,2026-08-13 09:10:03.800000+00:00,2026-08-13T09:10:03.949Z,2026-08-13T09:10:03.949Z
0AiEvG0hg8,MOOSPMv3Parser,1786612200,2,2,2,3,3,2,2,3,3,2,543,133,47865,21,16,2,16,16,23,23,16,0,29,25,27,34,513.27,3,13,36.139008,-120.36837,168.259995,9,600,58,3,e00fce6850cac69f647dc199,2026-08-13 09:10:04.358000+00:00,2026-08-13T09:10:04.517Z,2026-08-13T09:10:04.517Z
