objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,moos,counter,ver,coreid,published_at,createdAt,updatedAt
Oy9oZaG6L0,MOOSPMv3Parser,1678345201,0.0,0.0,0.97,0.01,0.01,1.03,1.04,0.04,0.04,1.04,83.44,21.81,76.9,3.51,7.64,0.17,7.67,7.67,20.7,38.1,7.68,0.48,0,21.8,0,43.2,0,115.9,1,47.047516,-122.882149,42.375999,0,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 07:00:01.481000+00:00,2023-03-09T07:00:01.674Z,2023-03-09T07:00:01.674Z
WfuRQCG9TC,MOOSPMv3Parser,1678345801,0.02,0.02,1.09,0.04,0.04,1.15,1.16,0.14,0.14,1.16,116.36,29.9,84.37,4.39,8.56,0.36,8.6,8.6,20.6,38.0,8.61,0.47,0,21.7,0,42.8,0,108.9,1,47.047558,-122.882057,48.838001,7,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 07:10:01.523000+00:00,2023-03-09T07:10:01.712Z,2023-03-09T07:10:01.712Z
oIDLeFMkDd,MOOSPMv3Parser,1678346401,0.03,0.03,1.19,0.09,0.09,1.26,1.27,0.25,0.25,1.28,112.37,28.5,92.47,4.76,9.3,0.59,9.35,9.35,20.4,37.8,9.35,0.48,0,21.5,0,42.5,0,98.3,1,47.04752,-122.882027,31.958,8,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 07:20:01.535000+00:00,2023-03-09T07:20:01.733Z,2023-03-09T07:20:01.733Z
luEJ2fmQ4S,MOOSPMv3Parser,1678347001,0.01,0.01,1.25,0.11,0.11,1.33,1.36,0.14,0.14,1.37,123.24,30.73,100.93,5.37,9.73,0.39,9.79,9.8,20.4,37.9,9.8,0.51,0,21.5,0,43.1,0,91.8,1,47.047516,-122.881935,49.035999,7,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 07:30:01.560000+00:00,2023-03-09T07:30:01.807Z,2023-03-09T07:30:01.807Z
3LXNf9JTgA,MOOSPMv3Parser,1678347601,0.0,0.0,1.12,0.08,0.08,1.21,1.23,0.13,0.13,1.25,95.49,25.27,108.47,3.58,8.7,0.7,8.77,8.78,20.5,37.9,8.78,0.52,0,21.5,0,43.0,0,93.4,1,47.04763,-122.882133,31.752001,8,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 07:40:01.536000+00:00,2023-03-09T07:40:01.753Z,2023-03-09T07:40:01.753Z
svqxWPN7TZ,MOOSPMv3Parser,1678348201,0.04,0.04,1.29,0.25,0.25,1.39,1.43,0.3,0.3,1.44,141.38,37.83,117.17,6.59,10.04,0.5,10.12,10.13,20.4,37.6,10.14,0.52,0,21.5,0,42.5,0,87.2,1,47.047699,-122.881996,75.639999,6,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 07:50:01.549000+00:00,2023-03-09T07:50:01.762Z,2023-03-09T07:50:01.762Z
