objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,moos,counter,ver,coreid,published_at,createdAt,updatedAt
yzahmqluxE,MOOSPMv3Parser,1678384801,0.0,0.0,0.19,0.0,0.0,0.2,0.2,0.0,0.0,0.2,39.3,9.63,452.99,1.65,1.43,0.05,1.44,1.44,20.3,38.0,1.44,0.43,0.0,21.0,0.0,43.5,0.075,73.9,1.0,47.047462,-122.88192,40.457001,7,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 18:00:03.085000+00:00,2023-03-09T18:00:03.280Z,2023-03-09T18:00:03.280Z
W0JCJRCdpY,MOOSPMv3Parser,1678384800,0.04,0.04,6327.52,0.25,0.25,6327.52,6327.52,0.25,0.25,6327.52,62.88,17.04,6327.52,4.04,6327.52,0.0,6327.52,6327.52,20.1,20.9,6327.52,63.28,0.0,327.7,0.0,655.3,0.483,6327.5,6327.5,0.0,0.0,0.0,0,58,29,1,e00fce68f8f5a1da595c7249,2023-03-09 18:00:03.261000+00:00,2023-03-09T18:00:03.455Z,2023-03-09T18:00:03.455Z
nO5pciiTnu,MOOSPMv3Parser,1678385040,0.02,0.02,6452.68,0.09,0.09,6452.68,6452.68,0.09,0.09,6452.68,82.47,18.38,6452.68,2.75,6452.68,0.0,6452.68,6452.68,20.4,19.8,6452.68,64.53,0.0,327.7,0.0,655.3,0.716,6452.7,6452.7,0.0,0.0,0.0,0,58,65,1,e00fce68f8f5a1da595c7249,2023-03-09 18:04:03.270000+00:00,2023-03-09T18:04:03.448Z,2023-03-09T18:04:03.448Z
USXHJRznd7,MOOSPMv3Parser,1678385281,0.02,0.02,6451.1,0.09,0.09,6451.1,6451.1,0.09,0.09,6451.1,63.82,13.87,6451.1,1.82,6451.1,0.0,6451.1,6451.1,20.6,19.3,6451.1,64.51,0.0,327.7,0.0,655.3,2.143,6451.1,6451.1,0.0,0.0,0.0,0,58,64,1,e00fce68f8f5a1da595c7249,2023-03-09 18:08:03.112000+00:00,2023-03-09T18:08:03.376Z,2023-03-09T18:08:03.376Z
WQuRwQmBB5,MOOSPMv3Parser,1678385401,0.0,0.0,0.16,0.0,0.0,0.17,0.17,0.01,0.01,0.17,45.9,10.23,454.11,1.59,1.27,0.17,1.28,1.28,20.5,37.6,1.28,0.44,0.0,21.6,0.0,42.5,0.0,72.5,1.0,47.047573,-122.882118,27.785,3,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 18:10:03.063000+00:00,2023-03-09T18:10:03.292Z,2023-03-09T18:10:03.292Z
DAFAiQ1nKT,MOOSPMv3Parser,1678385401,0.0,0.0,0.44,0.8,0.8,0.54,0.6,0.8,0.8,0.61,26.4,6.0,2.81,2.2,3.37,0.0,3.44,3.44,20.4,19.3,3.44,0.44,24.5,23.9,16.3,15.2,0.273,0.0,0.0,0.0,0.0,0.0,0,58,7,1,e00fce68f8f5a1da595c7249,2023-03-09 18:10:04.093000+00:00,2023-03-09T18:10:04.305Z,2023-03-09T18:10:04.305Z
r3gUPjQpNH,MOOSPMv3Parser,1678385521,0.0,0.0,0.3,0.0,0.0,0.35,0.39,0.07,0.07,0.41,92.94,18.07,1.96,3.74,2.35,0.07,2.38,2.39,20.7,19.5,2.4,0.48,24.6,23.9,16.9,16.2,4.023,56.0,1.0,0.0,0.0,0.0,0,58,67,1,e00fce68f8f5a1da595c7249,2023-03-09 18:12:03.161000+00:00,2023-03-09T18:12:03.364Z,2023-03-09T18:12:03.364Z
zCwGZs0E9U,MOOSPMv3Parser,1678385701,0.0,0.0,6485.94,0.06,0.06,6485.94,6485.94,0.06,0.06,6485.94,76.28,17.95,6485.94,1.81,6485.94,0.24,6485.94,6485.94,20.9,18.8,6485.94,64.86,0.0,327.7,0.0,655.3,2.14,6485.9,6485.9,0.0,0.0,0.0,0,58,97,1,e00fce68f8f5a1da595c7249,2023-03-09 18:15:03.825000+00:00,2023-03-09T18:15:04.045Z,2023-03-09T18:15:04.045Z
5jL0IRigNB,MOOSPMv3Parser,1678385941,0.0,0.0,6449.48,0.0,0.0,6449.48,6449.48,0.0,0.0,6449.48,73.71,20.67,6449.48,3.9,6449.48,0.0,6449.48,6449.48,21.1,18.6,6449.48,64.49,0.0,327.7,0.0,655.3,4.004,6449.5,6449.5,0.0,0.0,0.0,0,58,63,1,e00fce68f8f5a1da595c7249,2023-03-09 18:19:03.752000+00:00,2023-03-09T18:19:03.947Z,2023-03-09T18:19:03.947Z
UcTUCWZIi7,MOOSPMv3Parser,1678386001,0.0,0.0,0.17,0.0,0.0,0.18,0.18,0.0,0.0,0.18,28.24,6.49,455.27,1.0,1.33,0.04,1.33,1.33,20.3,37.6,1.33,0.44,0.0,21.6,0.0,42.1,0.0,75.3,1.0,47.047558,-122.882133,30.468,6,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 18:20:03.098000+00:00,2023-03-09T18:20:03.289Z,2023-03-09T18:20:03.289Z
OoqjnCYyBp,MOOSPMv3Parser,1678386241,0.01,0.01,6482.27,0.07,0.07,6482.27,6482.27,0.11,0.11,6482.27,70.67,16.84,6482.27,2.84,6482.27,0.47,6482.27,6482.27,20.9,18.5,6482.27,64.82,0.0,327.7,0.0,655.3,2.206,6482.3,6482.3,0.0,0.0,0.0,0,58,92,1,e00fce68f8f5a1da595c7249,2023-03-09 18:24:02.619000+00:00,2023-03-09T18:24:02.794Z,2023-03-09T18:24:02.794Z
OVSA0oFI5e,MOOSPMv3Parser,1678386541,0.0,0.0,6475.48,0.06,0.06,6475.48,6475.48,0.06,0.06,6475.48,46.71,11.61,6475.48,0.59,6475.48,0.0,6475.48,6475.48,21.0,18.4,6475.48,64.75,0.0,327.7,0.0,655.3,0.099,6475.5,6475.5,0.0,0.0,0.0,0,58,84,1,e00fce68f8f5a1da595c7249,2023-03-09 18:29:04.647000+00:00,2023-03-09T18:29:04.855Z,2023-03-09T18:29:04.855Z
gFANnoLIIZ,MOOSPMv3Parser,1678386600,0.0,0.0,0.14,0.0,0.0,0.15,0.15,0.0,0.0,0.15,27.83,6.77,457.01,0.93,1.13,0.1,1.13,1.13,20.3,37.9,1.13,0.44,0.0,21.5,0.0,42.4,0.001,71.6,1.0,47.047615,-122.882133,40.780998,5,58,599,1,e00fce68afb0ec9f5087904a,2023-03-09 18:30:02.114000+00:00,2023-03-09T18:30:02.320Z,2023-03-09T18:30:02.320Z
cbQMB729oo,MOOSPMv3Parser,1678386601,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,6.0,2.0,273751.5,0.0,1.5,0.0,1.5,1.5,20.2,37.9,1.5,0.45,0.0,21.5,0.0,42.4,0.0,72.0,1.0,47.047615,-122.882133,40.780998,5,58,1,1,e00fce68afb0ec9f5087904a,2023-03-09 18:30:03.093000+00:00,2023-03-09T18:30:03.284Z,2023-03-09T18:30:03.284Z
W0Wy5ewTk3,MOOSPMv3Parser,1678386721,0.01,0.01,6492.82,0.08,0.08,6492.82,6492.82,0.08,0.08,6492.82,50.87,13.01,6492.82,4.37,6492.82,0.23,6492.82,6492.82,21.1,18.2,6492.82,64.93,0.0,327.7,0.0,655.3,0.071,6492.8,6492.8,0.0,0.0,0.0,0,58,108,1,e00fce68f8f5a1da595c7249,2023-03-09 18:32:03.188000+00:00,2023-03-09T18:32:03.386Z,2023-03-09T18:32:03.386Z
GAdP5LofWJ,MOOSPMv3Parser,1678386841,0.0,0.0,6553.5,0.0,0.0,6553.5,6553.5,0.0,0.0,6553.5,69.56,16.8,12496.08,1.68,6553.5,0.42,6553.5,6553.5,21.2,18.2,6553.5,65.54,0.0,327.7,0.0,655.3,0.079,6553.5,6553.5,0.0,0.0,0.0,0,58,118,1,e00fce68f8f5a1da595c7249,2023-03-09 18:34:03.248000+00:00,2023-03-09T18:34:03.489Z,2023-03-09T18:34:03.489Z
0uWsQa70pR,MOOSPMv3Parser,1678386961,0.0,0.0,6553.5,0.0,0.0,6553.5,6553.5,0.0,0.0,6553.5,49.71,13.46,19049.58,1.98,6553.5,0.24,6553.5,6553.5,21.2,18.2,6553.5,65.54,0.0,327.7,0.0,655.3,0.119,6553.5,6553.5,0.0,0.0,0.0,0,58,118,1,e00fce68f8f5a1da595c7249,2023-03-09 18:36:03.090000+00:00,2023-03-09T18:36:03.284Z,2023-03-09T18:36:03.284Z
FEJ6pm8ciD,MOOSPMv3Parser,1678387081,0.0,0.0,6553.5,0.0,0.0,6553.5,6553.5,0.0,0.0,6553.5,58.1,14.15,25603.08,2.7,6553.5,0.2,6553.5,6553.5,21.3,17.9,6553.5,65.54,0.0,327.7,0.0,655.3,0.076,6553.5,6553.5,0.0,0.0,0.0,0,58,118,1,e00fce68f8f5a1da595c7249,2023-03-09 18:38:03.182000+00:00,2023-03-09T18:38:03.353Z,2023-03-09T18:38:03.353Z
znB2zKvPSy,MOOSPMv3Parser,1678387200,0.0,0.0,0.16,0.0,0.0,0.17,0.17,0.0,0.0,0.17,28.15,7.12,458.1,0.73,1.24,0.04,1.24,1.24,20.4,37.9,1.24,0.45,0.0,21.6,0.0,42.7,0.0,73.9,1.0,47.047577,-122.882027,28.747999,6,58,599,1,e00fce68afb0ec9f5087904a,2023-03-09 18:40:02.117000+00:00,2023-03-09T18:40:02.348Z,2023-03-09T18:40:02.348Z
5ouD5zNHmm,MOOSPMv3Parser,1678387800,0.0,0.0,0.14,0.0,0.0,0.15,0.15,0.0,0.0,0.15,20.48,4.87,458.3,0.8,1.1,0.04,1.11,1.11,20.5,37.5,1.11,0.45,0.0,21.7,0.0,42.0,0.0,74.5,1.0,47.047634,-122.882141,50.049999,9,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 18:50:02.136000+00:00,2023-03-09T18:50:02.322Z,2023-03-09T18:50:02.322Z
zlR5jjY33I,MOOSPMv3Parser,1678387801,0.0,0.0,6319.45,0.17,0.17,6319.45,6319.45,0.17,0.17,6319.45,44.87,11.43,6319.45,0.91,6319.45,0.0,6319.45,6319.45,20.5,19.8,6319.45,63.19,0.0,327.7,0.0,655.3,0.678,6319.4,6319.4,0.0,0.0,0.0,0,58,28,1,e00fce68f8f5a1da595c7249,2023-03-09 18:50:03.411000+00:00,2023-03-09T18:50:03.658Z,2023-03-09T18:50:03.658Z
niYeNMewjD,MOOSPMv3Parser,1678387921,0.0,0.0,6553.5,0.0,0.0,6553.5,6553.5,0.0,0.0,6553.5,46.44,11.94,8053.03,1.54,6553.5,0.22,6553.5,6553.5,20.8,18.7,6553.5,65.54,0.0,327.7,0.0,655.3,3.809,6553.5,6553.5,0.0,0.0,0.0,0,58,118,1,e00fce68f8f5a1da595c7249,2023-03-09 18:52:03.344000+00:00,2023-03-09T18:52:03.526Z,2023-03-09T18:52:03.526Z
