objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,moos,counter,ver,coreid,published_at,createdAt,updatedAt
Uy4BvDUmam,MOOSPMv3Parser,1678395600,0,0,0.14,0.0,0.0,0.16,0.16,0.0,0.0,0.16,19.63,4.1,469.38,0.52,1.14,0.0,1.15,1.15,20.3,37.9,1.15,0.52,0,21.5,0,42.7,0,89.3,1,47.047615,-122.882095,27.636999,7,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 21:00:02.236000+00:00,2023-03-09T21:00:02.450Z,2023-03-09T21:00:02.450Z
iUUeUk3Vrv,MOOSPMv3Parser,1678396200,0,0,0.16,0.0,0.0,0.19,0.2,0.0,0.0,0.2,15.08,4.09,470.5,0.77,1.3,0.09,1.32,1.32,20.5,37.6,1.32,0.54,0,21.7,0,42.3,0,92.9,1,47.04771,-122.882126,50.782001,6,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 21:10:02.266000+00:00,2023-03-09T21:10:02.485Z,2023-03-09T21:10:02.485Z
6fCrppOw4A,MOOSPMv3Parser,1678396800,0,0,0.15,0.0,0.0,0.18,0.19,0.0,0.0,0.19,20.75,4.81,471.52,0.93,1.19,0.13,1.21,1.21,20.4,38.0,1.22,0.57,0,21.7,0,42.6,0,93.6,1,47.047699,-122.882317,15.032,4,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 21:20:02.231000+00:00,2023-03-09T21:20:02.426Z,2023-03-09T21:20:02.426Z
RDtRGUbfCu,MOOSPMv3Parser,1678397400,0,0,0.15,0.0,0.0,0.17,0.18,0.0,0.0,0.19,13.12,3.22,472.49,0.27,1.14,0.13,1.16,1.17,20.3,38.5,1.17,0.59,0,21.6,0,43.0,0,94.1,1,47.047482,-122.882233,49.681999,6,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 21:30:02.319000+00:00,2023-03-09T21:30:02.511Z,2023-03-09T21:30:02.511Z
1Xu7Xn9uNT,MOOSPMv3Parser,1678398000,0,0,0.13,0.0,0.0,0.15,0.17,0.0,0.0,0.18,15.18,3.99,473.36,0.77,1.02,0.13,1.05,1.05,20.6,38.4,1.05,0.61,0,21.8,0,43.2,0,100.2,1,47.047592,-122.882179,2.529,5,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 21:40:02.251000+00:00,2023-03-09T21:40:02.475Z,2023-03-09T21:40:02.475Z
Gj0iowDY90,MOOSPMv3Parser,1678398600,0,0,0.11,0.05,0.05,0.13,0.14,0.06,0.06,0.15,19.47,4.85,474.12,1.3,0.89,0.23,0.9,0.91,20.8,37.9,0.91,0.6,0,22.0,0,42.4,0,104.5,1,47.047585,-122.882202,28.747,5,58,600,1,e00fce68afb0ec9f5087904a,2023-03-09 21:50:02.298000+00:00,2023-03-09T21:50:02.535Z,2023-03-09T21:50:02.535Z
