objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,moos,counter,ver,coreid,published_at,createdAt,updatedAt
eoud5v8jGI,MOOSPMv3Parser,1678294800,0,0,0.2,0.0,0.0,0.22,0.22,0.0,0.0,0.22,16.76,4.23,5.91,1.03,1.61,0.13,1.62,1.62,21.3,37.4,1.62,0.47,0,22.3,0,42.4,0,53.8,1,47.047543,-122.882042,38.900002,7,58,600,1,e00fce68afb0ec9f5087904a,2023-03-08 17:00:01.743000+00:00,2023-03-08T17:00:01.936Z,2023-03-08T17:00:01.936Z
SF8zRzLBow,MOOSPMv3Parser,1678295400,0,0,0.18,0.0,0.0,0.19,0.19,0.0,0.0,0.19,22.14,5.24,7.13,1.04,1.4,0.04,1.4,1.4,21.3,37.1,1.4,0.46,0,22.5,0,41.8,0,55.0,1,47.047543,-122.882042,38.903,0,58,600,1,e00fce68afb0ec9f5087904a,2023-03-08 17:10:01.750000+00:00,2023-03-08T17:10:01.970Z,2023-03-08T17:10:01.970Z
n7XiY96V11,MOOSPMv3Parser,1678296000,0,0,0.2,0.03,0.03,0.2,0.2,0.05,0.05,0.2,24.54,7.06,8.47,1.64,1.54,0.09,1.54,1.54,21.1,37.3,1.54,0.46,0,22.4,0,42.0,0,55.7,1,47.04752,-122.882034,45.887001,5,58,600,1,e00fce68afb0ec9f5087904a,2023-03-08 17:20:01.804000+00:00,2023-03-08T17:20:02.006Z,2023-03-08T17:20:02.006Z
o5E3vBiXYn,MOOSPMv3Parser,1678296600,0,0,0.19,0.0,0.0,0.2,0.21,0.0,0.0,0.21,25.92,6.46,9.8,0.93,1.52,0.09,1.53,1.53,21.2,37.5,1.53,0.47,0,22.3,0,42.6,0,58.6,1,47.047607,-122.882103,33.015999,7,58,600,1,e00fce68afb0ec9f5087904a,2023-03-08 17:30:01.797000+00:00,2023-03-08T17:30:01.989Z,2023-03-08T17:30:01.989Z
bmhqLKO3EF,MOOSPMv3Parser,1678297200,0,0,0.21,0.0,0.0,0.22,0.22,0.0,0.0,0.22,23.75,5.37,11.2,0.65,1.61,0.04,1.61,1.61,21.4,37.2,1.61,0.48,0,22.5,0,42.1,0,60.5,1,47.047653,-122.88208,28.159,9,58,600,1,e00fce68afb0ec9f5087904a,2023-03-08 17:40:01.804000+00:00,2023-03-08T17:40:02.128Z,2023-03-08T17:40:02.128Z
jI89H8x0wg,MOOSPMv3Parser,1678297860,0,0,0.24,0.0,0.0,0.25,0.25,0.0,0.0,0.25,20.89,5.32,11.8,0.62,1.84,0.04,1.84,1.84,21.3,37.1,1.84,0.47,0,22.5,0,41.8,0,60.0,1,47.047661,-122.882156,21.891001,6,58,659,1,e00fce68afb0ec9f5087904a,2023-03-08 17:51:01.791000+00:00,2023-03-08T17:51:02.000Z,2023-03-08T17:51:02.000Z
