objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver,coreid,published_at,createdAt,updatedAt
qLZ1OLRCqJ,MOOSPMv3Parser,1694847600,12.0,12.0,9.0,18.0,18.0,9.0,9.0,18.0,18.0,9.0,2059.0,616.0,4805.0,117.0,67.0,5.0,67.0,67.0,23.0,50.0,67.0,0.0,25.0,25.0,56.0,54.0,20.098,220.0,2.0,36.785435,-119.773071,52.654999,7,599,58,3,e00fce6856818e5885f65487,2023-09-16 07:00:01.195000+00:00,2023-09-16T07:00:01.461Z,2023-09-16T07:00:01.461Z
zXBmvDj5SI,MOOSPMv3Parser,1694847601,12.0,12.0,7.0,17.0,17.0,7.0,7.0,18.0,18.0,7.0,2275.0,608.0,4296.0,108.0,53.0,7.0,53.0,53.0,22.0,48.0,53.0,0.0,24.0,24.0,52.0,50.0,20.159,232.0,1.0,36.634327,-120.382339,36.193001,8,599,58,3,e00fce6835b6173deb1a1f49,2023-09-16 07:00:01.514000+00:00,2023-09-16T07:00:02.044Z,2023-09-16T07:00:02.044Z
4YJ54TvOPk,MOOSPMv3Parser,1694847600,8.03,8.03,4.33,11.2,11.2,4.54,4.54,11.84,11.84,4.54,1660.56,437.91,16483.16,68.07,33.86,3.84,34.0,34.0,21.2,44.1,34.0,0.35,22.5,23.0,49.9,49.9,0.022,243.7,1.0,36.138977,-120.36837,167.184998,6,600,58,1,e00fce68e77e43df92405fdb,2023-09-16 07:00:02.496000+00:00,2023-09-16T07:00:02.788Z,2023-09-16T07:00:02.788Z
1zQBLNKp9n,MOOSPMv3Parser,1694847601,11.89,11.89,8.29,17.36,17.36,8.69,8.69,17.88,17.88,8.69,2279.95,620.41,310987.84,110.29,64.93,4.49,65.12,65.14,24.0,44.8,65.14,0.45,25.7,26.3,50.2,48.3,28.504,61.9,3276.7,36.011318,-119.963654,35.817001,0,600,58,1,e00fce6858b443fd80f27170,2023-09-16 07:00:02.752000+00:00,2023-09-16T07:00:02.982Z,2023-09-16T07:00:02.982Z
ZrSg2omBL4,MOOSPMv3Parser,1694847600,14.0,14.0,8.0,20.0,20.0,9.0,9.0,20.0,20.0,9.0,2567.0,719.0,314084.0,117.0,66.0,8.0,66.0,66.0,21.0,52.0,66.0,0.0,23.0,23.0,60.0,58.0,19.929,294.0,1.0,35.955257,-119.036728,131.097,8,600,58,3,e00fce6808784ceaf209f949,2023-09-16 07:00:02.800000+00:00,2023-09-16T07:00:02.996Z,2023-09-16T07:00:02.996Z
aRpV9TmIoe,MOOSPMv3Parser,1694847601,7.0,7.0,5.26,9.65,9.65,5.52,5.52,9.89,9.89,5.52,1273.62,378.92,190276.64,59.81,41.14,2.68,41.3,41.31,24.0,44.2,41.31,0.4,25.9,26.6,43.8,42.4,25.131,457.4,1.0,35.135994,-119.458961,261.274994,9,600,58,1,e00fce682bbf742cd0b6768a,2023-09-16 07:00:02.961000+00:00,2023-09-16T07:00:03.167Z,2023-09-16T07:00:03.167Z
yWgEAQek8M,MOOSPMv3Parser,1694847600,8.0,8.0,5.0,11.0,11.0,5.0,6.0,11.0,11.0,6.0,1683.0,447.0,280218.0,61.0,41.0,3.0,41.0,41.0,22.0,40.0,41.0,0.0,23.0,24.0,45.0,40.0,11.55,222.0,9.0,36.130016,-120.333969,171.451996,0,600,58,3,e00fce68f12da1a0c5de6248,2023-09-16 07:00:02.986000+00:00,2023-09-16T07:00:03.211Z,2023-09-16T07:00:03.211Z
BRuDxfSjhu,MOOSPMv3Parser,1694847600,10.0,10.0,9.0,15.0,15.0,9.0,9.0,17.0,17.0,9.0,1806.0,561.0,449649.0,105.0,70.0,7.0,70.0,70.0,0.0,0.0,70.0,0.0,23.0,23.0,59.0,60.0,15.63,248.0,1.0,36.433884,-119.922798,25.544001,0,600,58,3,e00fce6876826e255108c6bd,2023-09-16 07:00:03.192000+00:00,2023-09-16T07:00:03.473Z,2023-09-16T07:00:03.473Z
IKGoQwNAbJ,MOOSPMv3Parser,1694847600,11.0,11.0,8.0,16.0,16.0,9.0,9.0,16.0,16.0,9.0,2076.0,556.0,295006.0,101.0,64.0,6.0,64.0,64.0,23.0,43.0,64.0,0.0,24.0,25.0,49.0,46.0,30.852,246.0,2.0,36.010475,-120.140343,210.296005,9,600,58,3,e00fce6850cac69f647dc199,2023-09-16 07:00:03.914000+00:00,2023-09-16T07:00:04.153Z,2023-09-16T07:00:04.153Z
D9hEtgeXIq,MOOSPMv3Parser,1694847600,12.0,12.0,8.0,17.0,17.0,9.0,9.0,18.0,18.0,9.0,2091.0,605.0,330518.0,114.0,65.0,5.0,65.0,65.0,22.0,47.0,65.0,0.0,24.0,24.0,56.0,55.0,25.946,65.0,3277.0,36.503136,-120.325409,50.507,10,600,58,3,e00fce68e28dcbc9a589be10,2023-09-16 07:00:03.987000+00:00,2023-09-16T07:00:04.200Z,2023-09-16T07:00:04.200Z
