objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver,coreid,published_at,createdAt,updatedAt
R0JrF3B7x0,MOOSPMv3Parser,1752271200,0,0,3,2,2,4,4,2,2,4,336,254,21458,30,27,2,27,27,31,25,27,0,28,34,37,29,44.116,60,1,40.594269,-105.075806,1497.827026,6,600,58,3,e00fce68b74b750aa2a7da46,2025-07-11 22:00:02.244000+00:00,2025-07-11T22:00:02.472Z,2025-07-11T22:00:02.472Z
BlDZeERFTG,MOOSPMv3Parser,1752271201,13,13,9,19,19,9,9,20,20,9,2598,692,1144,122,68,5,68,68,36,12,68,0,40,41,17,19,69.781,12,1,36.037693,-120.173233,196.647003,6,600,58,3,e00fce68e88237db75a60608,2025-07-11 22:00:02.665000+00:00,2025-07-11T22:00:02.900Z,2025-07-11T22:00:02.900Z
zhvqvWyhbV,MOOSPMv3Parser,1752271201,14,14,8,19,19,8,8,19,19,8,3399,864,5388,138,60,3,60,60,37,11,60,0,40,43,17,17,60.029,29,3277,35.94957,-119.050011,101.299004,7,600,58,3,e00fce6858b443fd80f27170,2025-07-11 22:00:02.741000+00:00,2025-07-11T22:00:03.088Z,2025-07-11T22:00:03.088Z
UvRZCGoAiO,MOOSPMv3Parser,1752271200,8,8,5,11,11,5,5,11,11,5,1537,450,1942,68,37,2,37,37,40,8,37,0,43,47,13,13,69.089,145,1,35.613247,-119.68956,48.473,8,600,58,3,e00fce682bbf742cd0b6768a,2025-07-11 22:00:03.178000+00:00,2025-07-11T22:00:03.396Z,2025-07-11T22:00:03.396Z
hBTSV8hMnH,MOOSPMv3Parser,1752271201,14,14,9,20,20,9,9,20,20,9,2888,814,7432,131,69,4,70,70,39,10,70,0,41,46,18,16,61.621,19,3277,36.526592,-119.290367,61.695999,7,600,58,3,e00fce68e28dcbc9a589be10,2025-07-11 22:00:03.250000+00:00,2025-07-11T22:00:03.454Z,2025-07-11T22:00:03.454Z
8mZZQTwPi1,MOOSPMv3Parser,1752271200,15,15,4,19,19,4,4,20,20,4,4308,849,38056,110,33,5,33,33,41,9,33,0,42,48,17,16,510.84,184,1,36.139019,-120.368393,169.102005,8,600,58,3,e00fce68e77e43df92405fdb,2025-07-11 22:00:03.281000+00:00,2025-07-11T22:00:03.471Z,2025-07-11T22:00:03.471Z
SOCyMHWhah,MOOSPMv3Parser,1752271201,12,12,8,20,20,8,8,20,20,8,873,700,9686,107,62,4,62,62,40,18,62,0,40,47,20,17,62.9,168,1,36.785427,-119.77314,71.443001,7,599,58,3,e00fce68d6b773b56ce8baa0,2025-07-11 22:00:03.467000+00:00,2025-07-11T22:00:03.709Z,2025-07-11T22:00:03.709Z
xVtLyl38PF,MOOSPMv3Parser,1752271201,15,15,7,21,21,7,7,21,21,7,3634,915,1409,147,54,5,54,54,40,7,54,0,42,47,17,16,512.737,220,1,36.138962,-120.368271,187.065002,0,600,58,3,e00fce68e739ecbcf9e91965,2025-07-11 22:00:03.549000+00:00,2025-07-11T22:00:03.742Z,2025-07-11T22:00:03.742Z
LxVbX83xbS,MOOSPMv3Parser,1752271201,12,12,5,15,15,5,5,15,15,5,2166,634,1856,85,41,2,41,41,0,0,41,0,45,49,15,15,21.279,363,1,36.139057,-120.368401,186.604004,6,600,58,3,e00fce6876826e255108c6bd,2025-07-11 22:00:18.386000+00:00,2025-07-11T22:00:18.584Z,2025-07-11T22:00:18.584Z
FRcR5GXwpq,MOOSPMv3Parser,1752271801,8,8,7,16,16,7,7,16,16,7,783,620,9731,92,54,3,55,55,41,18,55,0,41,47,18,16,60.988,180,1,36.785442,-119.773125,73.372002,6,599,58,3,e00fce68d6b773b56ce8baa0,2025-07-11 22:10:02.502000+00:00,2025-07-11T22:10:02.737Z,2025-07-11T22:10:02.737Z
