objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,moos,counter,ver,coreid,published_at,createdAt,updatedAt
41reARDryx,MOOSPMv3Parser,1678309201,0,0,0.34,0,0,0.36,0.36,0,0,0.36,40.68,9.62,16.84,1.96,2.68,0.2,2.69,2.69,22.0,36.6,2.69,0.39,0,23.2,0,41.7,0,75.9,1,47.047554,-122.882133,44.507,5,58,600,1,e00fce68afb0ec9f5087904a,2023-03-08 21:00:02.199000+00:00,2023-03-08T21:00:02.401Z,2023-03-08T21:00:02.401Z
7Bxg6qJUSm,MOOSPMv3Parser,1678309801,0,0,0.37,0,0,0.4,0.4,0,0,0.4,37.97,10.2,19.42,1.45,2.96,0.22,2.97,2.97,22.1,36.7,2.97,0.38,0,23.3,0,41.8,0,83.8,1,47.047688,-122.882164,29.084,8,58,600,1,e00fce68afb0ec9f5087904a,2023-03-08 21:10:02.211000+00:00,2023-03-08T21:10:02.424Z,2023-03-08T21:10:02.424Z
PafeezOMtd,MOOSPMv3Parser,1678310401,0,0,0.28,0,0,0.3,0.3,0,0,0.3,39.65,9.25,21.34,1.55,2.19,0.13,2.2,2.2,22.3,36.5,2.2,0.37,0,23.5,0,41.7,0,89.4,1,47.0476,-122.88205,40.194,7,58,600,1,e00fce68afb0ec9f5087904a,2023-03-08 21:20:02.224000+00:00,2023-03-08T21:20:02.422Z,2023-03-08T21:20:02.422Z
n6QtdcOYvV,MOOSPMv3Parser,1678311001,0,0,0.28,0,0,0.29,0.29,0,0,0.29,32.93,8.03,23.27,1.14,2.22,0.12,2.22,2.23,22.4,36.0,2.23,0.37,0,23.6,0,40.7,0,88.6,1,47.047619,-122.88221,27.789,6,58,600,1,e00fce68afb0ec9f5087904a,2023-03-08 21:30:02.230000+00:00,2023-03-08T21:30:02.473Z,2023-03-08T21:30:02.473Z
Q9f5ZkqsBc,MOOSPMv3Parser,1678311601,0,0,0.26,0,0,0.27,0.27,0,0,0.27,40.03,10.16,25.04,1.68,2.03,0.0,2.04,2.04,22.3,36.0,2.04,0.39,0,23.6,0,40.5,0,85.2,1,47.047588,-122.882126,33.709999,7,58,600,1,e00fce68afb0ec9f5087904a,2023-03-08 21:40:02.262000+00:00,2023-03-08T21:40:02.531Z,2023-03-08T21:40:02.531Z
FtCOQaGaTz,MOOSPMv3Parser,1678312201,0,0,0.27,0,0,0.29,0.29,0,0,0.29,27.33,6.87,26.92,1.3,2.15,0.04,2.16,2.16,22.3,36.2,2.16,0.39,0,23.6,0,40.8,0,84.3,1,47.047527,-122.882187,55.709999,6,58,600,1,e00fce68afb0ec9f5087904a,2023-03-08 21:50:02.281000+00:00,2023-03-08T21:50:02.511Z,2023-03-08T21:50:02.511Z
