objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver,coreid,published_at,createdAt,updatedAt
EqubO9r0t6,MOOSPMv3Parser,1734735601,44,31,58,79,53,61,61,90,69,61,7340,2231,9480,576,453,51,455,455,17,67,455,0,16,17,65,60,509.252,240,1,36.785404,-119.773117,76.278,5,600,58,3,e00fce6856818e5885f65487,2024-12-20 23:00:02.372000+00:00,2024-12-20T23:00:02.653Z,2024-12-20T23:00:02.653Z
UCI7KN5PCs,MOOSPMv3Parser,1734735600,23,21,28,43,37,33,36,47,46,37,3970,1177,395443,326,215,34,219,220,21,39,220,1,16,22,60,45,24.802,197,3277,36.138977,-120.368362,171.001007,8,599,58,3,e00fce68e28dcbc9a589be10,2024-12-20 23:00:03.228000+00:00,2024-12-20T23:00:03.637Z,2024-12-20T23:00:03.637Z
vawR9SEPUJ,MOOSPMv3Parser,1734735601,33,28,48,67,51,51,52,77,66,52,5119,1602,7442,436,379,60,381,381,1,0,381,0,9,11,94,84,48.475,37,1,36.433582,-119.923401,31.903999,6,600,58,3,e00fce6876826e255108c6bd,2024-12-20 23:00:03.930000+00:00,2024-12-20T23:00:04.180Z,2024-12-20T23:00:04.180Z
0W3UHPNgZ9,MOOSPMv3Parser,1734735601,21,20,33,42,37,35,35,48,46,36,3964,1114,503603,315,258,36,260,260,19,39,260,0,16,20,61,49,515.883,184,2,36.139015,-120.368286,172.179001,5,600,58,3,e00fce68e739ecbcf9e91965,2024-12-20 23:00:10.559000+00:00,2024-12-20T23:00:10.761Z,2024-12-20T23:00:10.761Z
o5EVobiJ3Y,MOOSPMv3Parser,1734736201,44,32,58,80,53,61,61,90,68,61,7373,2243,9872,578,450,49,452,452,16,69,452,0,15,16,68,62,509.125,161,1,36.78548,-119.773148,84.897003,6,600,58,3,e00fce6856818e5885f65487,2024-12-20 23:10:02.517000+00:00,2024-12-20T23:10:02.833Z,2024-12-20T23:10:02.833Z
nlOwEiJRZm,MOOSPMv3Parser,1734736200,24,22,29,46,39,34,37,51,49,39,4093,1215,395628,347,221,38,225,225,20,40,226,1,16,21,63,47,25.001,194,3277,36.138969,-120.368401,182.589005,11,599,58,3,e00fce68e28dcbc9a589be10,2024-12-20 23:10:03.225000+00:00,2024-12-20T23:10:03.515Z,2024-12-20T23:10:03.515Z
KoagqFTVIo,MOOSPMv3Parser,1734736201,29,26,46,62,49,48,49,72,64,49,4633,1451,7752,416,356,59,358,358,1,1,358,0,9,11,94,84,47.956,37,1,36.433659,-119.923409,50.404999,6,600,58,3,e00fce6876826e255108c6bd,2024-12-20 23:10:03.947000+00:00,2024-12-20T23:10:04.147Z,2024-12-20T23:10:04.147Z
74Ho3IfwLW,MOOSPMv3Parser,1734736201,21,21,35,44,38,37,37,51,48,38,4162,1161,503831,325,269,40,271,271,18,41,271,0,15,19,63,52,516.117,197,3,36.139004,-120.368446,175.149002,4,600,58,3,e00fce68e739ecbcf9e91965,2024-12-20 23:10:09.287000+00:00,2024-12-20T23:10:09.492Z,2024-12-20T23:10:09.492Z
u2fxUxnzvQ,MOOSPMv3Parser,1734736801,45,32,61,81,54,64,64,93,70,64,7594,2308,10284,590,473,52,475,475,15,72,476,0,14,16,70,65,508.922,129,1,36.78548,-119.773148,84.896004,0,600,58,3,e00fce6856818e5885f65487,2024-12-20 23:20:02.307000+00:00,2024-12-20T23:20:02.505Z,2024-12-20T23:20:02.505Z
hdoLmXekFp,MOOSPMv3Parser,1734736800,23,22,29,46,39,35,38,51,49,40,3994,1192,395152,342,221,39,226,226,19,42,226,1,16,20,64,49,24.423,205,3277,36.138927,-120.368378,164.837997,9,600,58,3,e00fce68e28dcbc9a589be10,2024-12-20 23:20:03.132000+00:00,2024-12-20T23:20:03.324Z,2024-12-20T23:20:03.324Z
NXNe3WuFcu,MOOSPMv3Parser,1734736801,30,27,47,63,50,49,50,74,64,50,4730,1483,8068,423,364,58,366,366,1,1,366,0,9,11,94,85,46.161,36,1,36.433659,-119.923477,53.834,7,600,58,3,e00fce6876826e255108c6bd,2024-12-20 23:20:03.937000+00:00,2024-12-20T23:20:04.124Z,2024-12-20T23:20:04.124Z
HB1KqJR1vi,MOOSPMv3Parser,1734736801,22,21,35,43,38,37,38,50,48,39,4169,1164,504065,320,273,37,275,275,18,43,275,0,15,18,64,54,516.234,187,3,36.138973,-120.368408,178.860001,6,600,58,3,e00fce68e739ecbcf9e91965,2024-12-20 23:20:04.806000+00:00,2024-12-20T23:20:04.993Z,2024-12-20T23:20:04.993Z
uXkfqELI2n,MOOSPMv3Parser,1734737401,43,31,59,78,53,62,62,90,69,62,7289,2209,10682,568,457,49,460,460,14,74,460,0,13,15,72,68,508.81,93,1,36.785358,-119.773087,78.768997,5,600,58,3,e00fce6856818e5885f65487,2024-12-20 23:30:02.600000+00:00,2024-12-20T23:30:02.884Z,2024-12-20T23:30:02.884Z
AlZxkgARCG,MOOSPMv3Parser,1734737400,24,23,30,48,41,36,39,53,51,41,4087,1215,395345,349,231,40,235,236,19,44,236,1,15,19,65,51,22.391,247,3277,36.138985,-120.368378,165.218002,8,600,58,3,e00fce68e28dcbc9a589be10,2024-12-20 23:30:02.948000+00:00,2024-12-20T23:30:03.235Z,2024-12-20T23:30:03.235Z
J0rhOn3zHN,MOOSPMv3Parser,1734737401,30,27,47,63,50,50,51,73,64,51,4677,1471,8389,417,369,55,371,371,2,1,371,0,9,11,94,86,45.872,32,1,36.433529,-119.923386,24.089001,6,600,58,3,e00fce6876826e255108c6bd,2024-12-20 23:30:04.005000+00:00,2024-12-20T23:30:04.207Z,2024-12-20T23:30:04.207Z
ha5y3DXwH8,MOOSPMv3Parser,1734737401,23,21,37,45,39,39,40,53,50,40,4306,1210,504317,341,285,40,287,287,17,45,287,0,15,18,65,55,516.439,238,3,36.13903,-120.368355,172.781998,6,600,58,3,e00fce68e739ecbcf9e91965,2024-12-20 23:30:04.634000+00:00,2024-12-20T23:30:04.919Z,2024-12-20T23:30:04.919Z
cV6D8UsW8e,MOOSPMv3Parser,1734738001,40,30,57,74,51,61,61,85,67,61,6844,2080,11070,543,447,49,450,450,14,76,450,0,13,14,73,71,508.772,74,1,36.78545,-119.773071,84.571999,6,600,58,3,e00fce6856818e5885f65487,2024-12-20 23:40:02.619000+00:00,2024-12-20T23:40:02.805Z,2024-12-20T23:40:02.805Z
GJd09dQR3i,MOOSPMv3Parser,1734738000,24,23,30,48,41,36,40,54,52,41,4054,1205,395538,352,231,40,235,236,18,46,236,1,15,18,66,54,20.835,253,3277,36.139,-120.368393,177.132004,9,600,58,3,e00fce68e28dcbc9a589be10,2024-12-20 23:40:02.949000+00:00,2024-12-20T23:40:03.193Z,2024-12-20T23:40:03.193Z
upHRoez0aM,MOOSPMv3Parser,1734738001,30,27,47,65,50,50,51,76,66,51,4762,1497,8710,427,369,61,371,372,1,1,372,0,9,11,94,86,36.015,27,1,36.43362,-119.923454,46.117001,6,600,58,3,e00fce6876826e255108c6bd,2024-12-20 23:40:04.004000+00:00,2024-12-20T23:40:04.205Z,2024-12-20T23:40:04.205Z
vRKWLpef0b,MOOSPMv3Parser,1734738001,23,21,37,45,38,39,40,52,49,40,4329,1222,504569,330,286,37,287,288,17,47,288,0,15,17,66,57,516.501,238,3,36.138958,-120.368347,181.302002,6,600,58,3,e00fce68e739ecbcf9e91965,2024-12-20 23:40:04.725000+00:00,2024-12-20T23:40:04.968Z,2024-12-20T23:40:04.968Z
