objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,counter,moos,ver,coreid,published_at,createdAt,updatedAt
2eUHcGB26G,MOOSPMv3Parser,1714251600,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,558.0,160.0,475296.0,11.0,7.0,0.0,7.0,7.0,23.0,31.0,7.0,0.0,21.0,25.0,45.0,37.0,24.078,113.0,1,36.785397,-119.773125,71.535004,9,600,58,3,e00fce6856818e5885f65487,2024-04-27 21:00:00.197000+00:00,2024-04-27T21:00:00.470Z,2024-04-27T21:00:00.470Z
mBUcVpBQsy,MOOSPMv3Parser,1714251600,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,216.0,53.0,10103.0,6.0,4.0,1.0,4.0,4.0,22.0,30.0,4.0,1.0,23.0,24.0,35.0,33.0,511.481,78.0,1,36.634274,-120.38237,25.683001,7,600,58,3,e00fce6835b6173deb1a1f49,2024-04-27 21:00:01.360000+00:00,2024-04-27T21:00:01.598Z,2024-04-27T21:00:01.598Z
PpL7LUgr0K,MOOSPMv3Parser,1714251601,2.72,2.72,0.82,3.25,3.25,0.86,0.86,3.32,3.32,0.86,784.59,194.29,324516.31,12.52,6.4,0.71,6.43,6.43,22.8,31.8,6.43,0.41,21.1,25.4,44.3,37.0,0.004,133.1,1,36.785366,-119.773163,89.809998,8,600,58,1,e00fce68e77e43df92405fdb,2024-04-27 21:00:02.669000+00:00,2024-04-27T21:00:02.884Z,2024-04-27T21:00:02.884Z
TQdz8Rv6k2,MOOSPMv3Parser,1714251601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,275.0,82.0,231053.0,12.0,9.0,2.0,9.0,9.0,0.0,0.0,9.0,1.0,22.0,26.0,42.0,36.0,0.031,45.0,1,36.433956,-119.922775,31.924,11,600,58,3,e00fce6876826e255108c6bd,2024-04-27 21:00:03.990000+00:00,2024-04-27T21:00:04.198Z,2024-04-27T21:00:04.198Z
bClGKPAHyn,MOOSPMv3Parser,1714252200,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,535.0,153.0,475296.0,10.0,7.0,0.0,7.0,7.0,23.0,31.0,7.0,0.0,21.0,25.0,44.0,36.0,24.23,109.0,1,36.785347,-119.773293,71.709,8,600,58,3,e00fce6856818e5885f65487,2024-04-27 21:10:00.173000+00:00,2024-04-27T21:10:00.342Z,2024-04-27T21:10:00.342Z
ELhA4vttRa,MOOSPMv3Parser,1714252200,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,183.0,46.0,10106.0,5.0,4.0,0.0,4.0,4.0,22.0,30.0,4.0,1.0,23.0,24.0,37.0,35.0,511.471,68.0,1,36.634274,-120.382393,15.259,6,600,58,3,e00fce6835b6173deb1a1f49,2024-04-27 21:10:01.129000+00:00,2024-04-27T21:10:01.338Z,2024-04-27T21:10:01.338Z
ZOMos64S4t,MOOSPMv3Parser,1714252201,2.54,2.54,0.74,3.09,3.09,0.77,0.77,3.14,3.14,0.77,741.98,184.13,324516.62,12.66,5.76,0.52,5.78,5.78,22.7,31.6,5.78,0.43,21.3,25.5,44.2,36.7,0.002,129.8,1,36.785381,-119.773109,43.445999,7,600,58,1,e00fce68e77e43df92405fdb,2024-04-27 21:10:02.652000+00:00,2024-04-27T21:10:02.879Z,2024-04-27T21:10:02.879Z
BwPitAG1O2,MOOSPMv3Parser,1714252201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,269.0,82.0,231055.0,12.0,8.0,1.0,8.0,8.0,0.0,0.0,8.0,0.0,22.0,26.0,43.0,36.0,0.02,46.0,1,36.433971,-119.922844,36.123001,11,600,58,3,e00fce6876826e255108c6bd,2024-04-27 21:10:03.845000+00:00,2024-04-27T21:10:04.023Z,2024-04-27T21:10:04.023Z
NNaV5V4PLF,MOOSPMv3Parser,1714252800,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,210.0,50.0,10109.0,5.0,4.0,0.0,4.0,4.0,22.0,30.0,4.0,1.0,23.0,25.0,36.0,33.0,511.468,71.0,1,36.63427,-120.382355,29.66,6,600,58,3,e00fce6835b6173deb1a1f49,2024-04-27 21:20:01.302000+00:00,2024-04-27T21:20:01.476Z,2024-04-27T21:20:01.476Z
EAdNSUw9td,MOOSPMv3Parser,1714252801,3.05,3.05,0.86,3.7,3.7,0.9,0.9,3.82,3.82,0.9,830.33,206.37,324517.06,15.03,6.72,0.93,6.74,6.74,22.7,31.9,6.74,0.43,21.2,25.4,44.3,37.1,0.001,119.7,1,36.785381,-119.773109,43.445,0,600,58,1,e00fce68e77e43df92405fdb,2024-04-27 21:20:02.656000+00:00,2024-04-27T21:20:02.906Z,2024-04-27T21:20:02.906Z
MFjPIJhGKQ,MOOSPMv3Parser,1714252801,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,236.0,72.0,231059.0,13.0,9.0,2.0,9.0,9.0,0.0,0.0,9.0,1.0,22.0,25.0,43.0,39.0,0.023,50.0,1,36.433914,-119.922897,31.665001,7,600,58,3,e00fce6876826e255108c6bd,2024-04-27 21:20:03.924000+00:00,2024-04-27T21:20:04.159Z,2024-04-27T21:20:04.159Z
QlUJYAUIqa,MOOSPMv3Parser,1714252800,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,608.0,174.0,475296.0,13.0,8.0,1.0,8.0,8.0,23.0,31.0,8.0,0.0,21.0,25.0,44.0,37.0,24.105,109.0,1,36.785416,-119.773216,66.862999,7,600,58,3,e00fce6856818e5885f65487,2024-04-27 21:20:08.739000+00:00,2024-04-27T21:20:08.957Z,2024-04-27T21:20:08.957Z
qG3fQtRZIJ,MOOSPMv3Parser,1714253400,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,566.0,162.0,475296.0,12.0,8.0,1.0,8.0,8.0,22.0,32.0,8.0,0.0,21.0,25.0,44.0,38.0,24.211,120.0,1,36.785381,-119.773148,58.282001,9,600,58,3,e00fce6856818e5885f65487,2024-04-27 21:30:00.310000+00:00,2024-04-27T21:30:00.489Z,2024-04-27T21:30:00.489Z
